,name,games,receptions,yards,yds_per_ctch,yds_per_game,yac,td,long_ctch,recs_ovr_25,100yd_gms,targets,drops,ctch_pct,fumbles,fumbles_lost,first_down_ctchs,first_down_ctchpct,season,team
7205,Chris Givens,14,11,159,14.5,11.4,48,1,47,3,0,20,0,55.0%,0,0,5,45.5%,2014,STL
7206,Dontrelle Inman,7,12,158,13.2,22.6,17,0,28,1,0,17,1,70.6%,0,0,7,58.3%,2014,SD
7207,Gary Barnidge,13,13,156,12.0,12.0,46,0,28,1,0,25,0,52.0%,0,0,9,69.2%,2014,CLE
7208,De Thomas,12,23,156,6.8,13.0,181,0,30,1,0,31,2,74.2%,0,0,7,30.4%,2014,KC
7209,LeSean McCoy,16,28,155,5.5,9.7,200,0,18,0,0,37,3,75.7%,1,1,10,35.7%,2014,PHI
7210,Alfred Morris,16,17,155,9.1,9.7,159,0,26,1,0,26,6,65.4%,0,0,8,47.1%,2014,WSH
7211,Zac Stacy,13,18,152,8.4,11.7,162,0,17,0,0,23,2,78.3%,0,0,9,50.0%,2014,STL
7212,Chris Johnson,16,24,151,6.3,9.4,159,1,26,1,0,35,2,68.6%,0,0,9,37.5%,2014,NYJ
7213,Brenton Bersin,15,13,151,11.6,10.1,39,1,29,1,0,20,1,65.0%,0,0,11,84.6%,2014,CAR
7214,Steven Jackson,15,20,148,7.4,9.9,126,0,17,0,0,27,0,74.1%,0,0,6,30.0%,2014,ATL
7215,Tre Mason,12,16,148,9.3,12.3,165,1,35,2,0,26,2,61.5%,0,0,8,50.0%,2014,STL
7216,Knile Davis,16,16,147,9.2,9.2,161,1,70,1,0,25,3,64.0%,1,0,6,37.5%,2014,KC
7217,Mark Ingram,13,29,145,5.0,11.2,151,0,14,0,0,36,0,80.6%,2,1,5,17.2%,2014,NO
7218,Latavius Murray,15,17,143,8.4,9.5,156,0,46,1,0,23,2,73.9%,0,0,3,17.6%,2014,OAK
7219,Mike Williams,9,8,142,17.8,15.8,39,1,80,1,0,19,0,42.1%,0,0,3,37.5%,2014,BUF
7220,James Starks,16,18,140,7.8,8.8,127,0,28,1,0,29,3,62.1%,0,0,6,33.3%,2014,GB
7221,Robert Hughes,16,8,140,17.5,8.8,113,0,49,2,0,12,1,66.7%,0,0,7,87.5%,2014,ARZ
7222,Marquess Wilson,7,17,140,8.2,20.0,58,1,17,0,0,32,2,53.1%,0,0,7,41.2%,2014,CHI
7223,Ronnie Hillman,8,21,139,6.6,17.4,116,1,16,0,0,34,2,61.8%,0,0,6,28.6%,2014,DEN
7224,Adam Thielen,16,8,137,17.1,8.6,33,1,44,1,0,13,0,61.5%,0,0,7,87.5%,2014,MIN
7225,Benjamin Watson,16,20,136,6.8,8.5,80,2,15,0,0,31,2,64.5%,0,0,9,45.0%,2014,NO
7226,Rishard Matthews,14,12,135,11.3,9.6,46,2,23,0,0,22,2,54.5%,1,0,9,75.0%,2014,MIA
7227,Jerick McKinnon,11,27,135,5.0,12.3,182,0,17,0,0,41,3,65.9%,0,0,7,25.9%,2014,MIN
7228,Tony Moeaki,6,8,134,16.8,22.3,74,1,63,1,0,13,1,61.5%,0,0,6,75.0%,2014,SEA
7229,MarQueis Gray,13,9,134,14.9,10.3,89,0,41,2,0,11,0,81.8%,0,0,4,44.4%,2014,
7230,Bishop Sankey,16,18,133,7.4,8.3,151,0,18,0,0,23,0,78.3%,0,0,5,27.8%,2014,TEN
7231,Jacoby Jones,16,9,131,14.6,8.2,84,0,31,2,0,18,4,50.0%,0,0,6,66.7%,2014,BAL
7232,Andre Williams,16,18,130,7.2,8.1,148,0,24,0,0,37,3,48.6%,0,0,6,33.3%,2014,NYG
7233,Rob Housler,15,9,129,14.3,8.6,89,0,27,1,0,17,0,52.9%,0,0,7,77.8%,2014,ARZ
7234,"Spiller, C",9,19,125,6.6,13.9,195,1,25,1,0,22,0,86.4%,0,0,6,31.6%,2014,BUF
7235,Dennis Pitta,3,16,125,7.8,41.7,61,0,24,0,0,21,1,76.2%,0,0,7,43.8%,2014,BAL
7236,Denard Robinson,13,23,124,5.4,9.5,204,0,19,0,0,31,2,74.2%,0,0,6,26.1%,2014,JAX
7237,Chris Ivory,16,18,123,6.8,7.7,126,1,23,0,0,27,1,66.7%,0,0,4,22.2%,2014,NYJ
7238,Daniel Thomas,12,13,121,9.3,10.1,121,0,25,1,0,19,0,68.4%,0,0,8,61.5%,2014,MIA
7239,Crockett Gillmore,15,10,121,12.1,8.1,58,1,22,0,0,15,2,66.7%,0,0,8,80.0%,2014,BAL
7240,Austin Pettis,5,12,118,9.8,23.6,56,1,27,1,0,18,2,66.7%,0,0,7,58.3%,2014,STL
7241,Vincent Brown,7,12,118,9.8,16.9,47,0,20,0,0,21,1,57.1%,0,0,6,50.0%,2014,OAK
7242,Jack Doyle,16,18,118,6.6,7.4,111,2,20,0,0,22,0,81.8%,0,0,7,38.9%,2014,IND
7243,Santana Moss,10,10,116,11.6,11.6,75,0,19,0,0,15,1,66.7%,0,0,6,60.0%,2014,WSH
7244,Dante Rosario,16,16,116,7.3,7.3,61,0,22,0,0,22,0,72.7%,1,1,3,18.8%,2014,CHI
7245,Dwayne Harris,16,7,116,16.6,7.3,36,0,56,1,0,12,0,58.3%,0,0,2,28.6%,2014,DAL
7246,Ed Dickson,16,10,115,11.5,7.2,68,1,34,1,0,17,1,58.8%,1,0,9,90.0%,2014,CAR
7247,Denarius Moore,10,12,115,9.6,11.5,43,0,28,1,0,27,2,44.4%,0,0,6,50.0%,2014,OAK
7248,Robert Meachem,11,7,114,16.3,10.4,19,0,25,1,0,20,1,35.0%,0,0,7,100.0%,2014,NO
7249,Lorenzo Taliaferro,13,8,114,14.3,8.8,104,0,29,1,0,10,1,80.0%,0,0,4,50.0%,2014,BAL
7250,Alfred Blue,16,15,113,7.5,7.1,77,1,22,0,0,18,1,83.3%,0,0,7,46.7%,2014,HOU
7251,Frank Gore,16,11,111,10.1,6.9,104,1,55,1,0,19,1,57.9%,0,0,2,18.2%,2014,SF
7252,Jacob Tamme,15,14,109,7.8,7.3,25,2,26,1,0,28,1,50.0%,1,1,4,28.6%,2014,DEN
7253,Junior Hemingway,14,12,108,9.0,7.7,71,0,17,0,0,21,3,57.1%,0,0,8,66.7%,2014,KC
7254,,15,8,107,13.4,7.1,102,0,37,1,0,10,0,80.0%,0,0,5,62.5%,2014,WSH
7255,Dane Sanzenbacher,10,9,105,11.7,10.5,45,0,26,1,0,15,0,60.0%,1,1,5,55.6%,2014,CIN
7256,Gavin Escobar,16,9,105,11.7,6.6,22,4,26,1,0,13,1,69.2%,0,0,7,77.8%,2014,DAL
7257,Derek Carrier,11,9,105,11.7,9.5,42,0,23,0,0,14,0,64.3%,1,0,4,44.4%,2014,SF
7258,Eric Weems,16,10,102,10.2,6.4,31,2,40,1,0,11,0,90.9%,0,0,5,50.0%,2014,ATL
7259,Kevin Norwood,9,9,102,11.3,11.3,43,0,31,1,0,10,0,90.0%,0,0,5,55.6%,2014,SEA
7260,Michael Campanaro,4,7,102,14.6,25.5,34,1,19,0,0,9,0,77.8%,0,0,5,71.4%,2014,BAL
7261,Josh Huff,12,8,98,12.3,8.2,80,0,44,1,0,18,3,44.4%,1,1,4,50.0%,2014,PHI
7262,Justin Brown,8,12,94,7.8,11.8,29,0,18,0,0,21,1,57.1%,1,1,4,33.3%,2014,PIT
7263,Mike Tolbert,8,12,93,7.8,11.6,102,0,18,0,0,17,3,70.6%,0,0,4,33.3%,2014,CAR
7264,"Jenkins, A",9,9,93,10.3,10.3,48,0,27,1,0,15,0,60.0%,0,0,5,55.6%,2014,KC
7265,Bilal Powell,15,11,92,8.4,6.1,101,0,20,0,0,16,0,68.8%,0,0,5,45.5%,2014,NYJ
7266,Joseph Morgan,5,4,92,23.0,18.4,23,0,62,1,0,10,1,40.0%,0,0,3,75.0%,2014,NO
7267,Ryan Griffin,16,10,91,9.1,5.7,38,1,25,1,0,16,1,62.5%,0,0,5,50.0%,2014,HOU
7268,James Wright,11,5,91,18.2,8.3,37,0,30,1,0,16,1,31.3%,0,0,5,100.0%,2014,CIN
7269,Mike Brown,5,7,88,12.6,17.6,22,0,17,0,0,15,3,46.7%,1,1,5,71.4%,2014,JAX
7270,Peyton Hillis,9,10,87,8.7,9.7,101,0,26,1,0,16,1,62.5%,0,0,2,20.0%,2014,NYG
7271,"Graham, T",12,3,87,29.0,7.3,22,1,67,1,0,8,0,37.5%,0,0,2,66.7%,2014,NYJ
7272,Isaiah Crowell,16,9,87,9.7,5.4,71,0,19,0,0,14,0,64.3%,0,0,4,44.4%,2014,CLE
7273,Jonathan Grimes,16,6,86,14.3,5.4,74,0,31,1,0,8,0,75.0%,0,0,4,66.7%,2014,HOU
7274,Ryan Hewitt,16,10,86,8.6,5.4,60,0,19,0,0,15,1,66.7%,0,0,3,30.0%,2014,CIN
7275,Zach Sudfeld,16,5,85,17.0,5.3,61,0,38,1,0,7,0,71.4%,0,0,3,60.0%,2014,NYJ
7276,Rod Streater,3,9,84,9.3,28.0,29,1,17,0,0,13,1,69.2%,0,0,5,55.6%,2014,OAK
7277,Brian Tyms,11,5,82,16.4,7.5,4,1,43,1,0,11,0,45.5%,0,0,3,60.0%,2014,NE
7278,Darrel Young,16,11,81,7.4,5.1,53,2,20,0,0,14,0,78.6%,0,0,5,45.5%,2014,WSH
7279,,16,7,81,11.6,5.1,71,0,26,1,0,8,0,87.5%,0,0,4,57.1%,2014,JAX
7280,Stepfan Taylor,14,11,79,7.2,5.6,70,3,18,0,0,15,0,73.3%,0,0,5,45.5%,2014,ARZ
7281,Logan Paulsen,16,13,78,6.0,4.9,52,1,16,0,0,16,2,81.3%,1,1,2,15.4%,2014,WSH
7282,Chris Owusu,8,6,78,13.0,9.8,3,1,36,1,0,6,0,100.0%,0,0,4,66.7%,2014,
7283,Keshawn Martin,16,6,78,13.0,4.9,57,0,32,1,0,12,0,50.0%,0,0,3,50.0%,2014,HOU
7284,Zach Miller,3,6,76,12.7,25.3,37,0,24,0,0,7,0,85.7%,0,0,3,50.0%,2014,SEA
7285,Virgil Green,13,6,74,12.3,5.7,45,1,38,1,0,6,0,100.0%,0,0,5,83.3%,2014,DEN
7286,Joseph Fauria,7,6,74,12.3,10.6,33,1,26,1,0,12,1,50.0%,0,0,4,66.7%,2014,DET
7287,Maurice Drew,12,11,71,6.5,5.9,67,0,12,0,0,16,1,68.8%,0,0,3,27.3%,2014,OAK
7288,Anthony Sherman,16,10,71,7.1,4.4,68,1,24,0,0,14,1,71.4%,0,0,4,40.0%,2014,KC
7289,Darren Fells,10,5,71,14.2,7.1,20,0,24,0,0,11,1,45.5%,0,0,4,80.0%,2014,ARZ
7290,Josh Morgan,14,10,70,7.0,5.0,50,1,13,0,0,19,1,52.6%,0,0,4,40.0%,2014,CHI
7291,Brandon Pettigrew,14,10,70,7.0,5.0,34,0,13,0,0,15,1,66.7%,0,0,4,40.0%,2014,DET
7292,Ryan Mathews,6,9,69,7.7,11.5,64,0,16,0,0,10,1,90.0%,0,0,4,44.4%,2014,SD
7293,Greg Little,6,6,69,11.5,11.5,30,0,21,0,0,12,2,50.0%,0,0,3,50.0%,2014,CIN
7294,Carlos Hyde,14,12,68,5.7,4.9,70,0,16,0,0,16,1,75.0%,0,0,3,25.0%,2014,SF
7295,Ryan Grant,16,7,68,9.7,4.3,24,0,21,0,0,15,0,46.7%,0,0,4,57.1%,2014,WSH
7296,Zurlon Tipton,6,6,68,11.3,11.3,72,1,32,1,0,6,0,100.0%,0,0,5,83.3%,2014,IND
7297,Santonio Holmes,9,8,67,8.4,7.4,30,0,15,0,0,14,0,57.1%,0,0,6,75.0%,2014,CHI
7298,David Nelson,6,8,65,8.1,10.8,3,0,17,0,0,16,0,50.0%,2,0,4,50.0%,2014,NYJ
7299,Chase Coffman,13,6,64,10.7,4.9,19,1,18,0,0,14,0,42.9%,0,0,4,66.7%,2014,TEN
7300,Joe McKnight,2,6,64,10.7,32.0,54,2,26,1,0,7,0,85.7%,0,0,5,83.3%,2014,KC
7301,Doug Martin,11,13,64,4.9,5.8,65,0,20,0,0,20,0,65.0%,0,0,3,23.1%,2014,TB
7302,Terrance West,14,11,64,5.8,4.6,56,1,11,0,0,13,0,84.6%,0,0,3,27.3%,2014,CLE
7303,Khiry Robinson,10,8,63,7.9,6.3,89,0,17,0,0,11,1,72.7%,0,0,2,25.0%,2014,NO
7304,Russell Shepard,16,4,63,15.8,3.9,27,0,23,0,0,8,0,50.0%,0,0,3,75.0%,2014,TB
7305,Patrick DiMarco,16,9,62,6.9,3.9,49,1,16,0,0,14,2,64.3%,0,0,4,44.4%,2014,ATL
7306,Montee Ball,5,9,62,6.9,12.4,53,0,16,0,0,13,1,69.2%,0,0,2,22.2%,2014,DEN
7307,Joe Banyard,15,9,62,6.9,4.1,79,0,12,0,0,11,0,81.8%,0,0,4,44.4%,2014,MIN
7308,Bruce Ellington,13,6,62,10.3,4.8,39,2,20,0,0,12,0,50.0%,0,0,5,83.3%,2014,SF
7309,Ben Tate,11,9,60,6.7,5.5,49,0,23,0,0,12,0,75.0%,0,0,3,33.3%,2014,
7310,Fozzy Whittaker,10,5,60,12.0,6.0,81,1,26,1,0,6,0,83.3%,0,0,2,40.0%,2014,CAR
7311,James Casey,16,3,59,19.7,3.7,7,2,26,1,0,3,0,100.0%,0,0,3,100.0%,2014,PHI
7312,Robert Herron,8,6,58,9.7,7.3,28,1,16,0,0,12,1,50.0%,0,0,3,50.0%,2014,TB
7313,Bryan Walters,13,6,57,9.5,4.4,39,0,17,0,0,11,0,54.5%,0,0,3,50.0%,2014,SEA
7314,Ka Carey,14,5,57,11.4,4.1,48,0,18,0,0,6,0,83.3%,0,0,2,40.0%,2014,CHI
7315,Cory Harkey,16,8,55,6.9,3.4,40,1,21,0,0,11,0,72.7%,0,0,5,62.5%,2014,STL
7316,Ace Sanders,12,6,55,9.2,4.6,25,0,24,0,0,7,1,85.7%,0,0,1,16.7%,2014,JAX
7317,LeGarrette Blount,16,10,54,5.4,3.4,62,0,13,0,0,12,0,83.3%,0,0,4,40.0%,2014,
7318,Kris Durham,4,6,54,9.0,13.5,13,0,14,0,0,11,0,54.5%,0,0,2,33.3%,2014,TEN
7319,Garrett Celek,3,2,53,26.5,17.7,10,0,31,1,0,2,0,100.0%,0,0,2,100.0%,2014,SF
7320,Corey Washington,14,5,52,10.4,3.7,14,1,20,0,0,8,0,62.5%,0,0,4,80.0%,2014,NYG
7321,Kevin Ogletree,7,5,50,10.0,7.1,14,0,15,0,0,9,0,55.6%,0,0,2,40.0%,2014,NYG
7322,Adrien Robinson,16,5,50,10.0,3.1,54,1,29,1,0,7,1,71.4%,0,0,3,60.0%,2014,NYG
7323,Boobie Dixon,16,8,49,6.1,3.1,48,0,10,0,0,9,0,88.9%,0,0,3,37.5%,2014,BUF
7324,Rex Burkhead,9,7,49,7.0,5.4,37,0,15,0,0,10,0,70.0%,0,0,3,42.9%,2014,CIN
7325,James Hanna,16,4,48,12.0,3.0,13,0,27,1,0,6,0,66.7%,0,0,3,75.0%,2014,DAL
7326,Chris Gragg,10,7,48,6.9,4.8,25,1,14,0,0,10,1,70.0%,0,0,4,57.1%,2014,BUF
7327,Orleans Darkwa,11,5,48,9.6,4.4,41,0,17,0,0,6,0,83.3%,0,0,2,40.0%,2014,
7328,Andre Caldwell,16,5,47,9.4,2.9,18,0,15,0,0,15,3,33.3%,0,0,4,80.0%,2014,DEN
7329,Matt Spaeth,15,3,46,15.3,3.1,18,1,33,1,0,4,0,75.0%,0,0,2,66.7%,2014,PIT
7330,Jeff Maehl,8,5,46,9.2,5.8,11,0,15,0,0,5,0,100.0%,0,0,1,20.0%,2014,PHI
7331,Seyi Ajirotutu,16,4,45,11.3,2.8,10,0,17,0,0,12,2,33.3%,0,0,4,100.0%,2014,SD
7332,,16,4,45,11.3,2.8,17,0,22,0,0,11,1,36.4%,0,0,2,50.0%,2014,KC
7333,Ronnie Brown,10,5,44,8.8,4.4,34,0,24,0,0,8,0,62.5%,0,0,1,20.0%,2014,
7334,DeAngelo Williams,6,5,44,8.8,7.3,57,0,30,1,0,6,0,83.3%,0,0,2,40.0%,2014,CAR
7335,Michael Hoomanawanui,16,3,44,14.7,2.8,5,0,23,0,0,6,0,50.0%,0,0,2,66.7%,2014,NE
7336,Quinton Patton,4,3,44,14.7,11.0,-4,0,35,1,0,8,0,37.5%,0,0,1,33.3%,2014,SF
7337,Brandon Williams,14,4,44,11.0,3.1,10,0,16,0,0,8,0,50.0%,0,0,4,100.0%,2014,CAR
7338,James Develin,16,6,43,7.2,2.7,32,0,13,0,0,8,0,75.0%,1,0,3,50.0%,2014,NE
7339,Lee Smith,14,7,42,6.0,3.0,21,1,18,0,0,8,0,87.5%,0,0,3,42.9%,2014,BUF
7340,Marquise Goodwin,10,1,42,42.0,4.2,6,0,42,1,0,9,0,11.1%,1,0,1,100.0%,2014,BUF
7341,Luke Stocker,13,7,41,5.9,3.2,21,0,11,0,0,11,0,63.6%,0,0,2,28.6%,2014,TB
7342,Will Johnson,16,6,41,6.8,2.6,34,0,18,0,0,10,1,60.0%,0,0,3,50.0%,2014,PIT
7343,Jerrel Jernigan,2,6,40,6.7,20.0,9,0,11,0,0,9,1,66.7%,0,0,2,33.3%,2014,NYG
7344,Jed Collins,16,5,39,7.8,2.4,40,1,24,0,0,6,0,83.3%,0,0,2,40.0%,2014,DET
7345,Aaron Dobson,4,3,38,12.7,9.5,22,0,16,0,0,5,0,60.0%,0,0,2,66.7%,2014,NE
7346,Troy Niklas,7,3,38,12.7,5.4,18,0,17,0,0,3,0,100.0%,0,0,2,66.7%,2014,ARZ
7347,Tyler Eifert,1,3,37,12.3,37.0,10,0,20,0,0,3,0,100.0%,0,0,2,66.7%,2014,CIN
7348,John Conner,12,2,35,17.5,2.9,27,1,26,1,0,3,0,66.7%,0,0,2,100.0%,2014,NYJ
7349,Brian Leonhardt,12,6,35,5.8,2.9,8,1,12,0,0,8,0,75.0%,0,0,2,33.3%,2014,OAK
7350,Danny Woodhead,3,5,34,6.8,11.3,34,0,14,0,0,6,1,83.3%,0,0,4,80.0%,2014,SD
7351,Darrius Bey,16,3,33,11.0,2.1,1,0,17,0,0,5,1,60.0%,1,1,1,33.3%,2014,PIT
7352,Darrin Reaves,6,5,31,6.2,5.2,42,0,16,0,0,8,0,62.5%,0,0,1,20.0%,2014,CAR
7353,DeVier Posey,1,1,30,30.0,30.0,4,0,30,1,0,1,0,100.0%,0,0,1,100.0%,2014,HOU
7354,Tommy Bohanon,4,2,30,15.0,7.5,31,0,16,0,0,2,0,100.0%,0,0,2,100.0%,2014,NYJ
7355,Vance McDonald,8,2,30,15.0,3.8,26,0,21,0,0,8,2,25.0%,1,1,0,0.0%,2014,SF
7356,Phillip Supernaw,8,3,30,10.0,3.8,23,0,29,1,0,3,0,100.0%,0,0,1,33.3%,2014,
7357,Derrick Coleman,5,2,29,14.5,5.8,24,1,15,0,0,2,0,100.0%,0,0,2,100.0%,2014,SEA
7358,Marion Grice,10,7,29,4.1,2.9,43,0,15,0,0,11,0,63.6%,0,0,3,42.9%,2014,ARZ
7359,Jackie Battle,16,5,28,5.6,1.8,24,0,12,0,0,5,0,100.0%,0,0,2,40.0%,2014,TEN
7360,"Fiedorowicz, C",15,4,28,7.0,1.9,10,1,9,0,0,7,0,57.1%,0,0,1,25.0%,2014,HOU
7361,Cedric Peerman,16,3,27,9.0,1.7,26,0,17,0,0,5,0,60.0%,0,0,1,33.3%,2014,CIN
7362,Erik Lorig,10,9,27,3.0,2.7,37,1,14,0,0,10,1,90.0%,0,0,2,22.2%,2014,NO
7363,Chris Thompson,2,6,27,4.5,13.5,37,1,9,0,0,7,0,85.7%,0,0,2,33.3%,2014,WSH
7364,Fitzgerald Toussaint,4,3,27,9.0,6.8,31,0,15,0,0,6,0,50.0%,0,0,1,33.3%,2014,BAL
7365,Craig Stevens,5,2,26,13.0,5.2,17,0,20,0,0,2,0,100.0%,0,0,1,50.0%,2014,TEN
7366,Ryan Broyles,5,2,25,12.5,5.0,9,0,21,0,0,5,0,40.0%,0,0,2,100.0%,2014,DET
7367,Antwon Blake,16,1,25,25.0,1.6,13,0,25,1,0,1,0,100.0%,0,0,1,100.0%,2014,PIT
7368,Juwan Thompson,15,4,25,6.3,1.7,20,0,14,0,0,7,1,57.1%,0,0,0,0.0%,2014,DEN
7369,Taylor Thompson,3,2,24,12.0,8.0,11,0,13,0,0,4,1,50.0%,0,0,2,100.0%,2014,TEN
7370,Jay Prosch,16,1,24,24.0,1.5,18,0,24,0,0,4,1,25.0%,0,0,1,100.0%,2014,HOU
7371,John Kuhn,16,4,23,5.8,1.4,26,0,9,0,0,4,0,100.0%,0,0,0,0.0%,2014,GB
7372,Jarrett Boykin,13,3,23,7.7,1.8,28,0,11,0,0,12,3,25.0%,0,0,1,33.3%,2014,GB
7373,Joseph Randle,16,4,23,5.8,1.4,32,0,14,0,0,5,0,80.0%,0,0,1,25.0%,2014,DAL
7374,Griff Whalen,10,2,23,11.5,2.3,1,0,18,0,0,3,0,66.7%,0,0,2,100.0%,2014,IND
7375,Cody Latimer,8,2,23,11.5,2.9,15,0,14,0,0,4,0,50.0%,0,0,1,50.0%,2014,DEN
7376,Dri Archer,12,7,23,3.3,1.9,27,0,15,0,0,10,1,70.0%,0,0,0,0.0%,2014,PIT
7377,James White,3,5,23,4.6,7.7,26,0,11,0,0,5,0,100.0%,0,0,1,20.0%,2014,NE
7378,Kevin Brock,14,5,21,4.2,1.5,11,0,10,0,0,6,1,83.3%,0,0,2,40.0%,2014,CIN
7379,Gator Hoskins,11,3,21,7.0,1.9,14,0,14,0,0,4,0,75.0%,0,0,2,66.7%,2014,MIA
7380,Stevan Ridley,6,4,20,5.0,3.3,28,0,7,0,0,5,0,80.0%,0,0,0,0.0%,2014,NE
7381,Demetrius Harris,8,3,20,6.7,2.5,5,0,10,0,0,5,0,60.0%,0,0,1,33.3%,2014,KC
7382,Adrian Peterson,1,2,18,9.0,18.0,21,0,9,0,0,3,0,66.7%,0,0,1,50.0%,2014,MIN
7383,Andy Dalton,16,1,18,18.0,1.1,18,1,18,0,0,1,0,100.0%,0,0,1,100.0%,2014,CIN
7384,Jamize Olawale,16,5,18,3.6,1.1,9,2,7,0,0,6,0,83.3%,0,0,2,40.0%,2014,OAK
7385,Devin Street,16,2,18,9.0,1.1,6,0,9,0,0,7,0,28.6%,0,0,1,50.0%,2014,DAL
7386,Trey Watts,14,3,18,6.0,1.3,17,0,11,0,0,4,0,75.0%,0,0,2,66.7%,2014,STL
7387,Russell Wilson,16,1,17,17.0,1.1,3,0,17,0,0,1,0,100.0%,0,0,1,100.0%,2014,SEA
7388,Cameron Brate,5,1,17,17.0,3.4,2,0,17,0,0,1,0,100.0%,0,0,1,100.0%,2014,TB
7389,Joe Webb,7,1,16,16.0,2.3,2,0,16,0,0,3,0,33.3%,0,0,1,100.0%,2014,CAR
7390,Chris Polk,14,2,16,8.0,1.1,24,0,15,0,0,3,0,66.7%,0,0,1,50.0%,2014,PHI
7391,Jeff Janis,3,2,16,8.0,5.3,4,0,9,0,0,2,0,100.0%,0,0,2,100.0%,2014,GB
7392,Nic Jacobs,13,2,16,8.0,1.2,4,1,14,0,0,3,0,66.7%,0,0,2,100.0%,2014,JAX
7393,Brian Leonard,1,1,15,15.0,15.0,11,0,15,0,0,1,0,100.0%,0,0,1,100.0%,2014,NO
7394,Austin Johnson,7,2,15,7.5,2.1,16,1,13,0,0,2,0,100.0%,0,0,2,100.0%,2014,NO
7395,Ray Agnew,12,3,15,5.0,1.3,11,0,12,0,0,9,1,33.3%,0,0,1,33.3%,2014,CLE
7396,Damian Williams,3,1,14,14.0,4.7,2,0,14,0,0,1,0,100.0%,0,0,1,100.0%,2014,
7397,David Ausberry,6,2,14,7.0,2.3,2,0,7,0,0,4,0,50.0%,0,0,0,0.0%,2014,OAK
7398,Shonn Greene,13,1,13,13.0,1.0,10,0,13,0,0,3,0,33.3%,0,0,1,100.0%,2014,TEN
7399,Bernard Pierce,13,2,13,6.5,1.0,10,0,7,0,0,6,0,33.3%,0,0,0,0.0%,2014,BAL
7400,Tavarres King,2,2,13,6.5,6.5,3,0,7,0,0,3,1,66.7%,0,0,1,50.0%,2014,TB
7401,Christine Michael,10,1,12,12.0,1.2,18,0,12,0,0,2,0,50.0%,0,0,0,0.0%,2014,SEA
7402,Courtney Roby,4,1,11,11.0,2.8,0,0,11,0,0,2,0,50.0%,0,0,1,100.0%,2014,ATL
7403,Brad Smith,13,1,11,11.0,0.8,0,0,11,0,0,2,1,50.0%,0,0,0,0.0%,2014,PHI
7404,Alfonso Smith,6,3,11,3.7,1.8,21,0,5,0,0,4,1,75.0%,0,0,0,0.0%,2014,SF
7405,DuJuan Harris,15,1,11,11.0,0.7,11,0,11,0,0,2,0,50.0%,0,0,1,100.0%,2014,GB
7406,Kerwynn Williams,5,2,11,5.5,2.2,14,0,6,0,0,6,0,33.3%,0,0,0,0.0%,2014,ARZ
7407,Antonio Andrews,4,2,11,5.5,2.8,9,0,6,0,0,2,0,100.0%,0,0,0,0.0%,2014,TEN
7408,Charlie Whitehurst,7,0,10,-,1.4,0,0,10,0,0,0,0,-,0,0,0,-,2014,TEN
7409,Frank Summers,10,5,9,1.8,0.9,6,0,4,0,0,8,1,62.5%,0,0,0,0.0%,2014,BUF
7410,Karl Klug,16,1,9,9.0,0.6,6,0,9,0,0,1,0,100.0%,0,0,1,100.0%,2014,TEN
7411,Michael Cox,4,2,9,4.5,2.3,17,0,9,0,0,3,0,66.7%,0,0,0,0.0%,2014,NYG
7412,Josh Cribbs,6,1,8,8.0,1.3,1,0,8,0,0,1,0,100.0%,0,0,0,0.0%,2014,IND
7413,Micheal Spurlock,1,1,8,8.0,8.0,7,0,8,0,0,3,0,33.3%,0,0,0,0.0%,2014,CHI
7414,Knowshon Moreno,3,1,8,8.0,2.7,11,0,8,0,0,1,0,100.0%,0,0,0,0.0%,2014,MIA
7415,Jonathan Dwyer,2,2,8,4.0,4.0,9,0,5,0,0,3,0,66.7%,0,0,0,0.0%,2014,ARZ
7416,Brandon Bolden,16,2,8,4.0,0.5,11,0,4,0,0,6,0,33.3%,0,0,0,0.0%,2014,NE
7417,Marcel Jensen,1,1,8,8.0,8.0,3,0,8,0,0,1,0,100.0%,0,0,0,0.0%,2014,JAX
7418,Jonas Gray,8,1,7,7.0,0.9,3,0,7,0,0,3,0,33.3%,0,0,0,0.0%,2014,NE
7419,Jalen Saunders,9,1,7,7.0,0.8,3,0,7,0,0,1,0,100.0%,0,0,0,0.0%,2014,
7420,Aldrick Robinson,5,1,6,6.0,1.2,8,0,6,0,0,3,0,33.3%,0,0,0,0.0%,2014,WSH
7421,Brian Schwenke,11,1,6,6.0,0.5,9,0,6,0,0,1,0,100.0%,1,1,0,0.0%,2014,TEN
7422,David Johnson,14,1,4,4.0,0.3,2,0,4,0,0,1,0,100.0%,0,0,0,0.0%,2014,SD
7423,Will Tukuafu,9,1,4,4.0,0.4,5,0,4,0,0,2,1,50.0%,0,0,1,100.0%,2014,SEA
7424,"Watt, J",16,3,4,1.3,0.3,0,3,2,0,0,3,0,100.0%,0,0,3,100.0%,2014,HOU
7425,Kevin Dorsey,3,1,4,4.0,1.3,11,0,4,0,0,2,0,50.0%,0,0,0,0.0%,2014,GB
7426,Donald Penn,16,1,3,3.0,0.2,2,1,3,0,0,1,0,100.0%,0,0,1,100.0%,2014,OAK
7427,Bear Pascoe,16,2,3,1.5,0.2,0,1,2,0,0,2,0,100.0%,0,0,1,50.0%,2014,ATL
7428,Isa Quddus,16,1,3,3.0,0.2,6,0,3,0,0,1,0,100.0%,0,0,0,0.0%,2014,DET
