index,name,games,receptions,yards,yds_per_ctch,yds_per_game,yac,td,long_ctch,recs_ovr_25,100yd_gms,targets,drops,ctch_pct,fumbles,fumbles_lost,first_down_ctchs,first_down_ctchpct,season,team
1884.0,"Brian Westbrook",15,37,332,9.0,22.1,255,4,38,3,0,48,3,77.1%,0,0,17,45.9%,2003.0,PHI
1885.0,"Scotty Anderson",9,17,325,19.1,36.1,140,2,72,4,0,31,2,54.8%,0,0,12,70.6%,2003.0,DET
1886.0,"L.J. Smith",15,27,321,11.9,21.4,121,1,36,5,0,46,5,58.7%,1,0,15,55.6%,2003.0,PHI
1887.0,"Clinton Portis",13,38,314,8.3,24.2,294,0,72,3,0,51,4,74.5%,0,0,10,26.3%,2003.0,DEN
1888.0,"Amos Zereoue",16,40,310,7.8,19.4,326,0,29,1,0,51,3,78.4%,0,0,13,32.5%,2003.0,PIT
1889.0,"Tim Carter",12,26,309,11.9,25.8,93,0,30,1,0,52,3,50.0%,0,0,12,46.2%,2003.0,NYG
1890.0,"Kevan Barlow",16,35,307,8.8,19.2,306,1,48,1,0,44,1,79.5%,1,1,14,40.0%,2003.0,SF
1891.0,"Jamel White",16,46,303,6.6,18.9,274,1,22,0,0,69,4,66.7%,0,0,12,26.1%,2003.0,CLE
1892.0,"Kelley Washington",16,22,299,13.6,18.7,85,4,51,3,0,47,1,46.8%,0,0,16,72.7%,2003.0,CIN
1893.0,"Tyrone Calico",14,18,297,16.5,21.2,159,4,45,3,0,43,4,41.9%,0,0,15,83.3%,2003.0,TEN
1894.0,"Shaun Alexander",16,42,295,7.0,18.4,343,2,22,0,0,59,4,71.2%,0,0,16,38.1%,2003.0,SEA
1895.0,"Chad Lewis",16,23,293,12.7,18.3,95,1,29,2,0,40,4,57.5%,0,0,17,73.9%,2003.0,PHI
1896.0,"Edgerrin James",13,51,292,5.7,22.5,343,0,17,0,0,71,4,71.8%,0,0,8,15.7%,2003.0,IND
1897.0,"Marshall Faulk",11,45,290,6.4,26.4,322,1,30,1,0,61,1,73.8%,0,0,11,24.4%,2003.0,STL
1898.0,"Ernie Conwell",10,26,290,11.2,29.0,98,2,32,2,0,44,5,59.1%,1,0,15,57.7%,2003.0,NO
1899.0,"Wayne Chrebet",7,27,289,10.7,41.3,65,1,29,2,0,44,2,61.4%,0,0,15,55.6%,2003.0,NYJ
1900.0,"James McKnight",15,23,285,12.4,19.0,142,2,80,2,0,43,4,53.5%,1,0,11,47.8%,2003.0,MIA
1901.0,"Christian Fauria",16,28,285,10.2,17.8,137,2,28,1,0,45,2,62.2%,0,0,14,50.0%,2003.0,NE
1902.0,"Kyle Brady",16,29,281,9.7,17.6,109,1,26,1,0,46,3,63.0%,2,1,16,55.2%,2003.0,JAX
1903.0,"Kassim Osgood",16,13,278,21.4,17.4,97,2,57,3,1,33,1,39.4%,0,0,11,84.6%,2003.0,SD
1904.0,"Curtis Martin",16,42,262,6.2,16.4,303,0,29,1,0,53,2,79.2%,0,0,9,21.4%,2003.0,NYJ
1905.0,"Doug Jolley",15,31,250,8.1,16.7,113,1,26,2,0,53,5,58.5%,0,0,11,35.5%,2003.0,OAK
1906.0,"Cory Schlesinger",16,34,247,7.3,15.4,125,2,33,1,0,49,5,69.4%,0,0,11,32.4%,2003.0,DET
1907.0,"Ken Dilger",15,22,244,11.1,16.3,120,1,48,1,0,41,2,53.7%,1,0,10,45.5%,2003.0,TB
1908.0,"Eric Parker",8,18,244,13.6,30.5,54,3,33,1,0,31,1,58.1%,0,0,14,77.8%,2003.0,SD
1909.0,"Charles Rogers",5,22,243,11.1,48.6,38,3,33,1,0,52,5,42.3%,0,0,13,59.1%,2003.0,DET
1910.0,"Bubba Franks",16,30,241,8.0,15.1,127,4,24,0,0,44,1,68.2%,0,0,13,43.3%,2003.0,GB
1911.0,"Chris Doering",16,18,240,13.3,15.0,45,1,53,2,0,30,3,60.0%,0,0,15,83.3%,2003.0,PIT
1912.0,"Brandon Manumaleuna",16,29,238,8.2,14.9,167,2,39,2,0,45,2,64.4%,0,0,9,31.0%,2003.0,STL
1913.0,"Marc Edwards",16,31,226,7.3,14.1,170,0,32,1,0,43,3,72.1%,0,0,12,38.7%,2003.0,JAX
1914.0,"Michael Lewis",13,12,226,18.8,17.4,46,1,39,3,0,24,1,50.0%,0,0,10,83.3%,2003.0,NO
1915.0,"Wesley Walls",14,20,222,11.1,15.9,61,1,36,2,0,33,0,60.6%,0,0,9,45.0%,2003.0,GB
1916.0,"Mack Strong",16,29,216,7.5,13.5,231,0,32,2,0,33,1,87.9%,0,0,9,31.0%,2003.0,SEA
1917.0,"William Henderson",16,24,214,8.9,13.4,198,3,22,0,0,34,3,70.6%,0,0,14,58.3%,2003.0,GB
1918.0,"Tony Stewart",16,21,212,10.1,13.3,84,0,21,0,0,33,0,63.6%,0,0,12,57.1%,2003.0,CIN
1919.0,"Brandon Lloyd",16,14,212,15.1,13.3,48,2,44,5,0,30,0,46.7%,0,0,9,64.3%,2003.0,SF
1920.0,"Garrison Hearst",12,25,211,8.4,17.6,212,1,26,2,0,38,1,65.8%,0,0,7,28.0%,2003.0,SF
1921.0,"Brandon Stokley",6,22,211,9.6,35.2,66,3,37,1,0,32,1,68.8%,0,0,11,50.0%,2003.0,IND
1922.0,"David Tyree",16,16,211,13.2,13.2,51,0,48,2,1,31,3,51.6%,0,0,8,50.0%,2003.0,NYG
1923.0,"Bethel Johnson",15,16,209,13.1,13.9,79,2,45,2,0,34,1,47.1%,0,0,12,75.0%,2003.0,NE
1925.0,"DeShaun Foster",14,26,207,8.0,14.8,213,2,47,2,0,35,1,74.3%,2,2,7,26.9%,2003.0,CAR
1926.0,"Tony Fisher",15,21,206,9.8,13.7,223,2,32,1,0,25,1,84.0%,0,0,10,47.6%,2003.0,GB
1927.0,"Jamal Lewis",16,26,205,7.9,12.8,240,0,26,1,0,38,3,68.4%,0,0,10,38.5%,2003.0,BAL
1928.0,"Matthew Hatchette",6,15,203,13.5,33.8,45,2,45,2,0,28,0,53.6%,0,0,10,66.7%,2003.0,JAX
1929.0,"Kris Mangum",16,17,199,11.7,12.4,87,0,34,1,0,29,0,58.6%,0,0,12,70.6%,2003.0,CAR
1871.0,"Darnerien McCants",15,27,360,13.3,24.0,100,6,32,4,0,55,6,49.1%,0,0,22,81.5%,2003.0,WAS
1930.0,"Ed McCaffrey",12,19,195,10.3,16.3,48,0,23,0,0,34,2,55.9%,0,0,12,63.2%,2003.0,DEN
1931.0,"Dan Campbell",16,20,195,9.8,12.2,139,1,23,0,0,30,1,66.7%,0,0,8,40.0%,2003.0,DAL
1932.0,"Tim Dwight",9,14,193,13.8,21.4,57,0,32,1,0,31,3,45.2%,0,0,12,85.7%,2003.0,SD
1933.0,"Mike Furrey",13,20,189,9.5,14.5,79,0,24,0,0,33,4,60.6%,1,0,12,60.0%,2003.0,STL
1935.0,"Fred Beasley",16,19,184,9.7,11.5,139,1,32,2,0,28,1,67.9%,0,0,6,31.6%,2003.0,SF
1938.0,"Thomas Jones",16,24,180,7.5,11.3,186,0,29,1,0,31,0,77.4%,1,1,9,37.5%,2003.0,TB
1940.0,"Brandon Bennett",16,25,176,7.0,11.0,138,1,16,0,0,32,2,78.1%,0,0,7,28.0%,2003.0,CIN
1942.0,"Frank Sanders",13,14,170,12.1,13.1,36,0,44,2,0,29,3,48.3%,0,0,10,71.4%,2003.0,BAL
1945.0,"Rob Konrad",14,16,166,10.4,11.9,137,0,25,2,0,19,0,84.2%,0,0,9,56.3%,2003.0,MIA
1946.0,"Cortez Hankton",16,17,166,9.8,10.4,51,0,22,0,0,41,2,41.5%,0,0,8,47.1%,2003.0,JAX
1947.0,"Frank Wycheck",10,17,165,9.7,16.5,47,2,25,1,0,29,2,58.6%,0,0,13,76.5%,2003.0,TEN
1948.0,"Eddie George",16,22,163,7.4,10.2,137,0,22,0,0,31,3,71.0%,1,0,7,31.8%,2003.0,TEN
1949.0,"Casey FitzSimmons",16,23,160,7.0,10.0,51,2,22,0,0,40,4,57.5%,0,0,10,43.5%,2003.0,DET
1950.0,"Stephen Davis",14,14,159,11.4,11.4,173,0,25,1,0,17,0,82.4%,0,0,8,57.1%,2003.0,CAR
1951.0,"Shad Meier",15,13,159,12.2,10.6,63,0,27,1,0,19,2,68.4%,1,1,7,53.8%,2003.0,TEN
1952.0,"Terry Jones",16,19,159,8.4,9.9,110,3,25,1,0,25,1,76.0%,0,0,10,52.6%,2003.0,BAL
1953.0,"Travis Henry",15,28,158,5.6,10.5,176,1,18,0,0,40,4,70.0%,0,0,9,32.1%,2003.0,BUF
1955.0,"Ricky Williams",13,22,157,7.1,12.1,172,1,17,0,0,29,3,75.9%,1,1,9,40.9%,2003.0,IND
1956.0,"Marcellus Rivers",12,17,155,9.1,12.9,89,0,27,1,0,22,1,77.3%,0,0,9,52.9%,2003.0,NYG
1958.0,"D'Wayne Bates",10,15,151,10.1,15.1,15,1,18,0,0,29,1,51.7%,0,0,11,73.3%,2003.0,MIN
1959.0,"George Wrighster",15,13,150,11.5,10.0,43,2,30,2,0,20,0,65.0%,0,0,9,69.2%,2003.0,JAX
1960.0,"Rudi Johnson",13,21,146,7.0,11.2,138,0,17,0,0,23,1,91.3%,0,0,8,38.1%,2003.0,CIN
1961.0,"Cam Cleeland",16,10,145,14.5,9.1,49,0,29,3,0,16,0,62.5%,0,0,6,60.0%,2003.0,STL
1962.0,"Aveion Cason",10,17,142,8.4,14.2,152,0,28,1,0,20,1,85.0%,0,0,3,17.6%,2003.0,DAL
1963.0,"Antonio Freeman",15,14,141,10.1,9.4,32,0,15,0,0,22,0,63.6%,0,0,9,64.3%,2003.0,GB
1964.0,"David Patten",6,9,140,15.6,23.3,28,0,42,2,0,22,2,40.9%,0,0,6,66.7%,2003.0,NE
1965.0,"Jay Riemersma",11,10,138,13.8,12.5,49,1,24,0,0,23,0,43.5%,0,0,7,70.0%,2003.0,PIT
1966.0,"Chris Baker",16,14,137,9.8,8.6,75,0,24,0,0,18,0,77.8%,0,0,8,57.1%,2003.0,NYJ
1967.0,"Bobby Wade",12,12,137,11.4,11.4,76,0,24,0,0,18,0,66.7%,0,0,8,66.7%,2003.0,CHI
1968.0,"Steve Heiden",9,18,134,7.4,14.9,74,0,17,0,0,31,2,58.1%,0,0,4,22.2%,2003.0,CLE
1969.0,"Correll Buckhalter",15,10,133,13.3,8.9,150,1,27,1,0,14,1,71.4%,0,0,6,60.0%,2003.0,PHI
1970.0,"Justin Peelle",15,16,133,8.3,8.9,78,1,24,0,0,25,0,64.0%,0,0,6,37.5%,2003.0,SD
1971.0,"Michael Bennett",8,12,132,11.0,16.5,121,0,40,1,0,14,0,85.7%,0,0,4,33.3%,2003.0,MIN
1972.0,"Chester Taylor",16,20,132,6.6,8.3,130,0,23,0,0,27,3,74.1%,0,0,7,35.0%,2003.0,BAL
1973.0,"Onterrio Smith",15,15,129,8.6,8.6,128,0,20,0,0,20,0,75.0%,0,0,8,53.3%,2003.0,MIN
1974.0,"Teyo Johnson",16,14,128,9.1,8.0,54,1,21,0,0,24,1,58.3%,0,0,6,42.9%,2003.0,OAK
1975.0,"Justin Griffith",16,21,122,5.8,7.6,106,2,24,0,0,34,2,61.8%,0,0,6,28.6%,2003.0,ATL
1976.0,"Robert Holcombe",15,19,121,6.4,8.1,75,1,11,0,0,25,2,76.0%,0,0,4,21.1%,2003.0,TEN
1977.0,"Quentin McCord",9,9,121,13.4,13.4,53,0,33,2,0,23,6,39.1%,0,0,6,66.7%,2003.0,ATL
1978.0,"Tyrone Wheatley",15,12,120,10.0,8.0,114,0,25,1,0,18,3,66.7%,0,0,5,41.7%,2003.0,OAK
1979.0,"Jameel Cook",14,20,120,6.0,8.6,82,1,19,0,0,30,3,66.7%,0,0,8,40.0%,2003.0,TB
1980.0,"Joe Jurevicius",5,12,118,9.8,23.6,39,2,22,0,0,24,0,50.0%,0,0,9,75.0%,2003.0,TB
1981.0,"Aaron Walker",16,8,116,14.5,7.3,45,1,26,1,0,13,0,61.5%,0,0,7,87.5%,2003.0,SF
1982.0,"Jim Finn",15,14,115,8.2,7.7,93,0,27,2,0,20,1,70.0%,0,0,5,35.7%,2003.0,NYG
1983.0,"Karl Williams",13,7,114,16.3,8.8,31,0,43,1,0,17,0,41.2%,0,0,5,71.4%,2003.0,TB
1984.0,"James Jackson",12,14,114,8.1,9.5,128,0,18,0,0,18,1,77.8%,0,0,4,28.6%,2003.0,CLE
1985.0,"Jerame Tuman",16,12,113,9.4,7.1,40,0,23,0,0,19,0,63.2%,0,0,4,33.3%,2003.0,PIT
1986.0,"Donald Lee",16,7,110,15.7,6.9,23,1,25,1,0,11,0,63.6%,0,0,5,71.4%,2003.0,MIA
1988.0,"Dan Kreider",16,9,107,11.9,6.7,87,0,26,1,0,24,3,37.5%,0,0,5,55.6%,2003.0,PIT
1989.0,"Larry Centers",9,19,106,5.6,11.8,56,1,14,0,0,34,3,55.9%,0,0,9,47.4%,2003.0,NE
1991.0,"Alvis Whitted",16,7,106,15.1,6.6,28,1,36,2,0,24,2,29.2%,0,0,3,42.9%,2003.0,OAK
1992.0,"LaBrandon Toefield",16,14,105,7.5,6.6,131,1,16,0,0,16,0,87.5%,0,0,6,42.9%,2003.0,JAX
1993.0,"Arlen Harris",16,15,102,6.8,6.4,106,0,26,1,0,19,0,78.9%,0,0,5,33.3%,2003.0,STL
1994.0,"LaMont Jordan",16,11,101,9.2,6.3,110,0,25,1,0,13,0,84.6%,0,0,5,45.5%,2003.0,NYJ
1936.0,"Marcel Shipp",16,30,184,6.1,11.5,188,0,34,1,0,37,2,81.1%,0,0,6,20.0%,2003.0,ARI
1939.0,"Nate Poole",15,13,177,13.6,11.8,19,1,37,2,0,19,1,68.4%,0,0,11,84.6%,2003.0,ARI
1937.0,"Derrick Blaylock",16,15,181,12.1,11.3,165,1,63,2,1,22,2,68.2%,1,0,5,33.3%,2003.0,KAN
1954.0,"Marc Boerigter",15,11,158,14.4,10.5,44,0,30,3,0,26,3,42.3%,0,0,8,72.7%,2003.0,KAN
1934.0,"Chad Morton",15,15,187,12.5,12.5,152,1,36,3,0,26,2,57.7%,0,0,7,46.7%,2003.0,WAS
1941.0,"Rock Cartwright",15,18,176,9.8,11.7,157,0,40,1,0,27,1,66.7%,1,1,5,27.8%,2003.0,WAS
1943.0,"Patrick Johnson",16,15,170,11.3,10.6,66,1,31,2,0,28,0,53.6%,0,0,11,73.3%,2003.0,WAS
1995.0,"Aaron Moorehead",7,7,101,14.4,14.4,16,0,35,2,0,10,1,70.0%,1,0,4,57.1%,2003.0,IND
1996.0,"Jermaine Lewis",2,4,100,25.0,50.0,53,1,65,1,0,4,0,100.0%,0,0,3,75.0%,2003.0,JAX
1997.0,"Sammy Morris",9,14,100,7.1,11.1,107,0,24,0,0,17,0,82.4%,0,0,4,28.6%,2003.0,BUF
1999.0,"Jimmy Farris",16,6,100,16.7,6.3,15,2,42,2,0,15,1,40.0%,0,0,4,66.7%,2003.0,ATL
2000.0,"Troy Hambrick",16,17,99,5.8,6.2,85,0,13,0,0,24,2,70.8%,0,0,2,11.8%,2003.0,DAL
2001.0,"Nick Goings",15,12,97,8.1,6.5,50,1,14,0,0,14,1,85.7%,0,0,6,50.0%,2003.0,CAR
2002.0,"Darnell Sanders",16,15,95,6.3,5.9,37,1,12,0,0,21,1,71.4%,1,1,1,6.7%,2003.0,CLE
2003.0,"Dondre Gilliam",5,6,95,15.8,19.0,13,0,37,1,0,8,0,75.0%,0,0,5,83.3%,2003.0,SD
2004.0,"Greg Lewis",11,6,95,15.8,8.6,16,0,25,1,0,9,0,66.7%,0,0,5,83.3%,2003.0,PHI
2005.0,"T.J. Duckett",16,11,94,8.6,5.9,105,0,21,0,0,13,1,84.6%,0,0,2,18.2%,2003.0,ATL
2006.0,"Jonathan Carter",9,4,93,23.3,10.3,28,1,62,1,0,6,0,66.7%,0,0,3,75.0%,2003.0,NYJ
2007.0,"Antowain Smith",13,14,92,6.6,7.1,95,0,16,0,0,16,1,87.5%,1,1,5,35.7%,2003.0,NE
2009.0,"Andre King",15,9,88,9.8,5.9,33,0,28,1,0,14,0,64.3%,0,0,5,55.6%,2003.0,CLE
2010.0,"Brian Kozlowski",16,10,87,8.7,5.4,43,0,19,0,0,27,3,37.0%,0,0,7,70.0%,2003.0,ATL
2011.0,"Reuben Droughns",15,9,87,9.7,5.8,61,2,15,0,0,12,1,75.0%,0,0,7,77.8%,2003.0,DEN
2012.0,"Jerome Bettis",16,13,86,6.6,5.4,110,0,16,0,0,22,4,59.1%,1,0,4,30.8%,2003.0,PIT
2013.0,"Jon Ritchie",16,17,86,5.1,5.4,44,3,12,0,0,26,0,65.4%,0,0,8,47.1%,2003.0,PHI
2014.0,"Jabari Holloway",15,8,84,10.5,5.6,36,0,33,1,0,10,0,80.0%,0,0,2,25.0%,2003.0,HOU
2015.0,"Sam Gash",16,11,83,7.6,5.2,50,0,18,0,0,13,1,84.6%,1,0,5,45.5%,2003.0,BUF
2016.0,"Stanley Pritchett",16,18,83,4.6,5.2,88,0,20,0,0,27,3,66.7%,0,0,5,27.8%,2003.0,CHI
2017.0,"Mike Alstott",4,10,83,8.3,20.8,55,0,17,0,0,12,0,83.3%,0,0,3,30.0%,2003.0,TB
2018.0,"Dave Moore",15,7,82,11.7,5.5,17,2,28,1,0,18,1,38.9%,1,0,4,57.1%,2003.0,BUF
2019.0,"Jeremi Johnson",16,15,82,5.5,5.1,61,1,16,0,0,20,2,75.0%,0,0,4,26.7%,2003.0,CIN
2020.0,"Reggie Kelly",12,13,81,6.2,6.8,44,1,13,0,0,21,1,61.9%,0,0,3,23.1%,2003.0,CIN
2021.0,"Chris Hope",16,1,81,81.0,5.1,87,1,81,1,0,1,0,100.0%,0,0,1,100.0%,2003.0,PIT
2022.0,"Dustin Lyman",9,11,80,7.3,8.9,40,0,12,0,0,13,0,84.6%,0,0,4,36.4%,2003.0,CHI
2023.0,"Jermaine Wiggins",16,8,80,10.0,5.0,37,1,23,0,0,20,2,40.0%,0,0,4,50.0%,2003.0,CAR
2024.0,"Reche Caldwell",9,8,80,10.0,8.9,10,0,15,0,0,34,3,23.5%,0,0,4,50.0%,2003.0,SD
2025.0,"David Martin",16,13,79,6.1,4.9,44,2,14,0,0,17,1,76.5%,0,0,7,53.8%,2003.0,GB
2027.0,"Kevin Lockett",3,5,76,15.2,25.3,24,0,23,0,0,7,0,71.4%,0,0,5,100.0%,2003.0,NYJ
2028.0,"Derick Armstrong",8,7,75,10.7,9.4,31,1,18,0,0,13,2,53.8%,0,0,4,57.1%,2003.0,HOU
2029.0,"Brad Hoover",16,12,72,6.0,4.5,51,1,17,0,0,20,2,60.0%,0,0,3,25.0%,2003.0,CAR
2030.0,"Josh Norman",7,6,72,12.0,10.3,32,1,21,0,0,12,2,50.0%,0,0,3,50.0%,2003.0,SD
2031.0,"Jerramy Stevens",16,6,72,12.0,4.5,33,0,26,1,0,19,4,31.6%,0,0,3,50.0%,2003.0,SEA
2033.0,"Corey Dillon",13,11,71,6.5,5.5,62,0,14,0,0,18,2,61.1%,0,0,4,36.4%,2003.0,CIN
2036.0,"O.J. Santiago",12,5,69,13.8,5.8,32,0,36,1,0,7,1,71.4%,0,0,2,40.0%,2003.0,OAK
2037.0,"Olandis Gary",13,13,69,5.3,5.3,80,0,13,0,0,22,2,59.1%,0,0,3,23.1%,2003.0,DET
2038.0,"Clarence Coleman",14,8,69,8.6,4.9,9,0,12,0,0,17,0,47.1%,0,0,5,62.5%,2003.0,BUF
2039.0,"Todd Yoder",16,7,68,9.7,4.3,31,2,20,0,0,11,0,63.6%,0,0,6,85.7%,2003.0,TB
2040.0,"Jimmy Redmond",12,3,67,22.3,5.6,28,0,29,1,0,7,0,42.9%,0,0,3,100.0%,2003.0,JAX
2041.0,"Keith Heinrich",7,8,64,8.0,9.1,44,2,17,0,0,9,0,88.9%,0,0,5,62.5%,2003.0,CLE
2042.0,"Lorenzo Neal",16,16,62,3.9,3.9,70,0,11,0,0,25,4,64.0%,0,0,2,12.5%,2003.0,SD
2043.0,"Dominic Rhodes",11,6,62,10.3,5.6,65,1,27,1,0,7,1,85.7%,0,0,3,50.0%,2003.0,IND
2044.0,"Alan Ricard",16,9,62,6.9,3.9,46,0,15,0,0,15,4,60.0%,0,0,4,44.4%,2003.0,BAL
2045.0,"Joe Burns",16,7,62,8.9,3.9,74,0,14,0,0,9,0,77.8%,0,0,3,42.9%,2003.0,BUF
2046.0,"Shaun McDonald",8,10,62,6.2,7.8,25,0,13,0,0,21,0,47.6%,1,0,4,40.0%,2003.0,STL
2047.0,"Alex Bannister",16,3,61,20.3,3.8,16,1,31,1,0,12,2,25.0%,0,0,3,100.0%,2003.0,SEA
2048.0,"Quentin Griffin",10,8,61,7.6,6.1,69,0,24,0,0,11,1,72.7%,0,0,4,50.0%,2003.0,DEN
2049.0,"Chris Brown",11,8,61,7.6,5.5,39,0,11,0,0,9,0,88.9%,0,0,5,62.5%,2003.0,TEN
2050.0,"David Allen",14,6,60,10.0,4.3,31,1,31,1,0,7,0,85.7%,0,0,3,50.0%,2003.0,JAX
2051.0,"Lamar Gordon",10,8,59,7.4,5.9,47,0,21,0,0,13,0,61.5%,0,0,2,25.0%,2003.0,STL
2053.0,"Verron Haynes",12,7,57,8.1,4.8,62,0,13,0,0,10,1,70.0%,1,1,2,28.6%,2003.0,PIT
2054.0,"Visanthe Shiancoe",16,10,56,5.6,3.5,17,2,10,0,0,23,3,43.5%,0,0,4,40.0%,2003.0,NYG
2055.0,"Walter Rasby",16,6,55,9.2,3.4,20,0,17,0,0,7,0,85.7%,0,0,3,50.0%,2003.0,NO
2056.0,"Rabih Abdullah",15,8,55,6.9,3.7,50,0,17,0,0,9,1,88.9%,0,0,3,37.5%,2003.0,CHI
2057.0,"Stacey Mack",8,9,55,6.1,6.9,50,0,10,0,0,12,0,75.0%,1,1,3,33.3%,2003.0,HOU
2058.0,"Kendall Newson",6,2,55,27.5,9.2,5,0,37,1,0,6,1,33.3%,0,0,2,100.0%,2003.0,MIA
2059.0,"Jesse Chatman",16,5,54,10.8,3.4,35,0,23,0,0,5,0,100.0%,0,0,1,20.0%,2003.0,SD
2060.0,"Dwayne Carswell",16,6,53,8.8,3.3,20,1,19,0,0,18,1,33.3%,0,0,3,50.0%,2003.0,DEN
2061.0,"Zack Crockett",16,7,53,7.6,3.3,29,0,16,0,0,12,1,58.3%,0,0,2,28.6%,2003.0,OAK
2032.0,"Steve Bush",16,11,71,6.5,4.4,24,1,14,0,0,17,0,64.7%,0,0,4,36.4%,2003.0,ARI
2026.0,"Tony Richardson",16,12,76,6.3,4.8,66,0,14,0,0,16,2,75.0%,0,0,3,25.0%,2003.0,KAN
2008.0,"Zeron Flemister",12,9,89,9.9,7.4,28,0,18,0,0,17,1,52.9%,1,1,5,55.6%,2003.0,WAS
2034.0,"Trung Canidate",11,10,71,7.1,6.5,80,1,25,1,0,15,1,66.7%,0,0,4,40.0%,2003.0,WAS
2062.0,"Obafemi Ayanbadejo",16,12,53,4.4,3.3,47,0,12,0,0,13,0,92.3%,1,0,4,33.3%,2003.0,MIA
2063.0,"Mike Anderson",12,12,53,4.4,4.4,48,2,18,0,0,15,0,80.0%,0,0,3,25.0%,2003.0,DEN
2065.0,"David Kircus",5,3,53,17.7,10.6,3,0,19,0,0,12,2,25.0%,0,0,3,100.0%,2003.0,DET
2066.0,"Ahmad Merritt",15,3,50,16.7,3.3,13,0,25,1,0,10,2,30.0%,0,0,2,66.7%,2003.0,CHI
2067.0,"Eddie Berlin",14,1,50,50.0,3.6,44,1,50,1,0,2,0,50.0%,0,0,1,100.0%,2003.0,TEN
2068.0,"William Green",7,10,50,5.0,7.1,89,0,12,0,0,14,0,71.4%,0,0,2,20.0%,2003.0,CLE
2069.0,"Oronde Gadsden",6,4,48,12.0,8.0,9,0,23,0,0,9,1,44.4%,0,0,4,100.0%,2003.0,MIA
2070.0,"Aaron Stecker",16,9,48,5.3,3.0,41,1,14,0,0,12,1,75.0%,0,0,2,22.2%,2003.0,TB
2072.0,"Shawn Jefferson",7,6,46,7.7,6.6,19,0,13,0,0,11,1,54.5%,0,0,2,33.3%,2003.0,DET
2073.0,"Zuriel Smith",9,3,46,15.3,5.1,19,0,32,1,0,3,0,100.0%,0,0,1,33.3%,2003.0,DAL
2074.0,"Paul Smith",7,5,45,9.0,6.4,43,0,12,0,0,6,0,83.3%,0,0,3,60.0%,2003.0,DET
2075.0,"Rickey Dudley",7,7,42,6.0,6.0,14,1,9,0,0,11,0,63.6%,0,0,3,42.9%,2003.0,TB
2076.0,"Ryan Neufeld",16,3,41,13.7,2.6,16,0,25,1,0,5,0,60.0%,0,0,2,66.7%,2003.0,BUF
2077.0,"Moran Norris",16,7,40,5.7,2.5,19,0,11,0,0,10,1,70.0%,0,0,1,14.3%,2003.0,HOU
2078.0,"Artose Pinner",3,5,40,8.0,13.3,53,0,21,0,0,7,1,71.4%,0,0,2,40.0%,2003.0,DET
2079.0,"Dorsey Levens",11,5,39,7.8,3.5,40,0,11,0,0,7,1,71.4%,0,0,2,40.0%,2003.0,NYG
2080.0,"Warren Sapp",15,4,39,9.8,2.6,12,2,18,0,0,4,0,100.0%,0,0,4,100.0%,2003.0,TB
2081.0,"Brian Mitchell",16,4,38,9.5,2.4,26,0,11,0,0,5,0,80.0%,0,0,1,25.0%,2003.0,NYG
2082.0,"Najeh Davenport",15,6,38,6.3,2.5,41,0,12,0,0,10,2,60.0%,0,0,2,33.3%,2003.0,GB
2083.0,"Edell Shepherd",2,4,38,9.5,19.0,8,0,14,0,0,6,0,66.7%,0,0,2,50.0%,2003.0,TB
2084.0,"Brock Forsey",9,3,37,12.3,4.1,32,0,22,0,0,5,0,60.0%,0,0,3,100.0%,2003.0,CHI
2086.0,"Chris Cole",11,3,36,12.0,3.3,18,0,18,0,0,8,0,37.5%,0,0,2,66.7%,2003.0,DEN
2087.0,"Anthony Thomas",13,9,36,4.0,2.8,38,0,9,0,0,14,2,64.3%,0,0,1,11.1%,2003.0,CHI
2090.0,"Sam Aiken",5,3,35,11.7,7.0,14,0,19,0,0,8,1,37.5%,0,0,2,66.7%,2003.0,BUF
2091.0,"Willie Ponder",4,7,35,5.0,8.8,20,0,16,0,0,11,0,63.6%,0,0,1,14.3%,2003.0,NYG
2092.0,"Mike Seidman",12,5,35,7.0,2.9,27,0,14,0,0,10,0,50.0%,0,0,2,40.0%,2003.0,CAR
2093.0,"Heath Evans",14,2,34,17.0,2.4,26,0,20,0,0,2,0,100.0%,0,0,2,100.0%,2003.0,SEA
2094.0,"Jeb Putzier",4,4,34,8.5,8.5,21,0,13,0,0,5,0,80.0%,0,0,3,75.0%,2003.0,DEN
2095.0,"Adrian Murrell",3,4,32,8.0,10.7,42,0,14,0,0,4,0,100.0%,0,0,2,50.0%,2003.0,DAL
2096.0,"Maurice Morris",16,4,32,8.0,2.0,34,1,13,0,0,6,0,66.7%,0,0,2,50.0%,2003.0,SEA
2097.0,"Ronald Curry",16,5,31,6.2,1.9,13,0,16,0,0,10,1,50.0%,0,0,1,20.0%,2003.0,OAK
2098.0,"Patrick Hape",16,3,30,10.0,1.9,19,0,12,0,0,4,0,75.0%,0,0,2,66.7%,2003.0,DEN
2099.0,"Charles Stackhouse",14,6,30,5.0,2.1,21,0,10,0,0,7,0,85.7%,0,0,1,16.7%,2003.0,MIN
2100.0,"Chris Luzar",11,3,30,10.0,2.7,16,0,21,0,0,4,0,75.0%,0,0,1,33.3%,2003.0,JAX
2101.0,"Avon Cobourne",7,4,30,7.5,4.3,38,0,13,0,0,9,3,44.4%,0,0,0,0.0%,2003.0,DET
