,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,years_in_league
2237,Amani Toomer,2000.0,26.0,2-34,NYG,208.0,26.0,16.0,5.0,91.0,18.2,1.0,5.7,124.0,78.0,1094.0,14.03,7.0,68.4,0.00629,8.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00243,3.61,wr,,,0,,,,,,27.0,3958.0,627.0,367.0,25.0,1999.0,75.0,0.875,2.0,42.0,1.0
2238,Joe Jurevicius,2000.0,26.0,2-55,NYG,230.0,27.3,14.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,272.0,11.33,1.0,19.4,0.0049,5.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,-0.00182,-0.21,wr,,,0,,,,,,27.0,3958.0,627.0,367.0,25.0,1999.0,77.0,0.214285714286,0.0,0.0,1.0
2239,Thabiti Davis,2000.0,25.0,UDFA,NYG,205.0,26.3,13.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,20.0,0.0,3.1,0.004,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,27.0,3958.0,627.0,367.0,25.0,2000.0,74.0,0.0,0.0,0.0,0.0
2240,Thabiti Davis,2001.0,26.0,UDFA,NYG,205.0,26.3,16.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,34.0,11.33,0.0,2.1,0.00375,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,19.0,3558.0,568.0,327.0,25.0,2000.0,74.0,0.0,0.0,0.0,1.0
2241,Jonathan Carter,2001.0,22.0,5-162,NYG,180.0,24.4,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,19.0,3558.0,568.0,327.0,22.0,2001.0,72.0,0.0,0.0,0.0,0.0
2242,Ron Dixon,2001.0,25.0,3-73,NYG,190.0,25.8,15.0,1.0,0.0,0.0,0.0,0.0,21.0,8.0,227.0,28.38,1.0,15.1,0.00381,10.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,-8e-05,0.16,wr,,,0,,,,,,19.0,3558.0,568.0,327.0,24.0,2000.0,72.0,0.0,0.0,0.0,1.0
2243,Amani Toomer,2001.0,27.0,2-34,NYG,208.0,26.0,16.0,3.0,8.0,2.67,0.0,0.5,141.0,72.0,1054.0,14.64,5.0,65.9,0.00511,7.48,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001,1.5,wr,,,0,,,,,,19.0,3558.0,568.0,327.0,25.0,1999.0,75.0,0.875,1.0,18.0,2.0
2244,Ike Hilliard,2001.0,25.0,1-7,NYG,210.0,29.3,14.0,1.0,21.0,21.0,0.0,1.5,88.0,52.0,659.0,12.67,6.0,47.1,0.00591,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.00074,1.35,wr,,,0,,,,,,19.0,3558.0,568.0,327.0,23.0,1999.0,71.0,0.714285714286,0.0,0.0,2.0
2245,Joe Jurevicius,2001.0,27.0,2-55,NYG,230.0,27.3,14.0,0.0,0.0,0.0,0.0,0.0,92.0,51.0,706.0,13.84,3.0,50.4,0.00554,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,0.00054,1.29,wr,,,0,,,,,,19.0,3558.0,568.0,327.0,25.0,1999.0,77.0,0.642857142857,1.0,22.0,2.0
2246,Tony Simmons,2002.0,28.0,2-52,NYG,210.0,27.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,23.0,4278.0,593.0,367.0,25.0,1999.0,73.0,0.0,0.0,0.0,3.0
2247,Amani Toomer,2002.0,28.0,2-34,NYG,208.0,26.0,16.0,1.0,2.0,2.0,0.0,0.1,134.0,82.0,1343.0,16.38,8.0,83.9,0.00612,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00259,4.13,wr,,,0,,,,,,23.0,4278.0,593.0,367.0,25.0,1999.0,75.0,1.0,7.0,55.0,3.0
2248,Ike Hilliard,2002.0,26.0,1-7,NYG,210.0,29.3,7.0,1.0,7.0,7.0,0.0,1.0,47.0,27.0,386.0,14.3,2.0,55.1,0.00574,8.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,145.0,21.0,0.00778,38.0,2.0,0.0,441.0,0.0014,0.97,wr,,,0,,,,,,23.0,4278.0,593.0,367.0,23.0,1999.0,71.0,1.0,1.0,12.0,3.0
2249,Daryl Jones,2002.0,23.0,7-226,NYG,190.0,28.1,13.0,1.0,4.0,4.0,0.0,0.3,16.0,8.0,90.0,11.25,0.0,6.9,0.005,5.63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,23.0,4278.0,593.0,367.0,23.0,2002.0,69.0,0.461538461538,0.0,0.0,0.0
2250,Jeremy Shockey,2002.0,22.0,1-14,NYG,253.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,128.0,74.0,894.0,12.08,2.0,59.6,0.00578,6.98,3.0,1.0,0.0,0.0,0.0,1.0,1.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,23.0,4278.0,593.0,367.0,22.0,2002.0,77.0,0.933333333333,0.0,0.0,0.0
2251,Ron Dixon,2002.0,26.0,3-73,NYG,190.0,25.8,10.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,377.0,17.14,2.0,37.7,0.00611,10.47,1.0,1.0,3.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.00268,1.15,wr,,,0,,,,,,23.0,4278.0,593.0,367.0,24.0,2000.0,72.0,0.3,2.0,36.0,2.0
2252,Derek Dorris,2002.0,24.0,UDFA,NYG,206.0,26.4,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,23.0,4278.0,593.0,367.0,24.0,2002.0,74.0,0.0,0.0,0.0,0.0
2253,Jonathan Carter,2002.0,23.0,5-162,NYG,180.0,24.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,23.0,4278.0,593.0,367.0,22.0,2001.0,72.0,0.0,0.0,0.0,1.0
2254,Tim Carter,2002.0,23.0,2-46,NYG,200.0,27.1,5.0,3.0,28.0,9.33,0.0,5.6,3.0,2.0,37.0,18.5,0.0,7.4,0.00667,12.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,8.0,2.0,0.01,27.0,1.0,0.0,,,,,,,0,,,,,,23.0,4278.0,593.0,367.0,23.0,2002.0,72.0,0.0,0.0,0.0,0.0
2255,Herman Moore,2002.0,33.0,1-10,NYG,210.0,25.6,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,23.0,4278.0,593.0,367.0,30.0,1999.0,76.0,0.0,0.0,0.0,3.0
2256,Willie Ponder,2003.0,23.0,6-199,NYG,205.0,27.8,4.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,35.0,5.0,0.0,8.8,0.00636,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,-0.00354,-0.19,wr,,,0,,,,,,16.0,3383.0,616.0,344.0,23.0,2003.0,72.0,0.0,1.0,21.0,0.0
2257,Tim Carter,2003.0,24.0,2-46,NYG,200.0,27.1,12.0,0.0,0.0,0.0,0.0,0.0,52.0,26.0,309.0,11.88,0.0,25.8,0.005,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,-0.00146,-0.08,wr,,,4.32,39.0,126.0,3.93,6.68,,16.0,3383.0,616.0,344.0,23.0,2002.0,72.0,0.166666666667,2.0,29.0,1.0
2258,Amani Toomer,2003.0,29.0,2-34,NYG,208.0,26.0,16.0,1.0,5.0,5.0,0.0,0.3,152.0,63.0,1057.0,16.78,5.0,66.1,0.00414,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,-0.00115,0.13,wr,,,0,,,,,,16.0,3383.0,616.0,344.0,25.0,1999.0,75.0,1.0,1.0,38.0,4.0
2259,Ike Hilliard,2003.0,27.0,1-7,NYG,210.0,29.3,13.0,2.0,19.0,9.5,0.0,1.5,102.0,60.0,608.0,10.13,6.0,46.8,0.00588,5.96,2.0,1.0,-2.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,-0.00037,0.73,wr,,,0,,,,,,16.0,3383.0,616.0,344.0,23.0,1999.0,71.0,0.923076923077,3.0,41.0,4.0
2260,Mark Jones,2004.0,24.0,7-206,NYG,185.0,27.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,12.0,2818.0,475.0,269.0,24.0,2004.0,69.0,0.0,0.0,0.0,0.0
2261,Visanthe Shiancoe,2004.0,24.0,3-91,NYG,250.0,30.4,16.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,25.0,5.0,1.0,1.6,0.00714,3.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,12.0,2818.0,475.0,269.0,24.0,2004.0,76.0,0.4375,0.0,0.0,0.0
2262,Ike Hilliard,2004.0,28.0,1-7,NYG,210.0,29.3,16.0,3.0,34.0,11.33,0.0,2.1,81.0,49.0,437.0,8.92,0.0,27.3,0.00605,5.4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,-0.00319,-1.19,wr,,,0,,,,,,12.0,2818.0,475.0,269.0,23.0,1999.0,71.0,0.9375,0.0,0.0,5.0
2263,Tim Carter,2004.0,25.0,2-46,NYG,200.0,27.1,5.0,2.0,23.0,11.5,0.0,4.6,18.0,12.0,182.0,15.17,1.0,36.4,0.00667,10.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0027,0.58,wr,,,4.32,39.0,126.0,3.93,6.68,,12.0,2818.0,475.0,269.0,23.0,2002.0,72.0,0.0,0.0,0.0,2.0
2264,Marcellus Rivers,2004.0,26.0,UDFA,NYG,250.0,30.4,16.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,36.0,7.2,1.0,2.3,0.00417,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,11.0,3.0,0.006,13.0,0.0,0.0,,,,,,,0,,,,,,12.0,2818.0,475.0,269.0,26.0,2004.0,76.0,0.1875,0.0,0.0,0.0
2265,Amani Toomer,2004.0,30.0,2-34,NYG,208.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,107.0,51.0,747.0,14.65,0.0,49.8,0.00477,6.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,-0.00139,-0.11,wr,,,0,,,,,,12.0,2818.0,475.0,269.0,25.0,1999.0,75.0,0.933333333333,1.0,41.0,5.0
2266,David Tyree,2004.0,24.0,6-211,NYG,205.0,27.8,16.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,155.0,15.5,1.0,9.7,0.00588,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,18.0,7.0,0.007,49.0,2.0,0.0,158.0,0.00103,0.32,wr,,,0,,,,,,12.0,2818.0,475.0,269.0,24.0,2004.0,72.0,0.0625,0.0,0.0,0.0
2267,Amani Toomer,2005.0,31.0,2-34,NYG,208.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,109.0,60.0,684.0,11.4,7.0,42.8,0.0055,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,162.0,37.0,0.00617,37.0,6.0,4.0,967.0,0.00063,1.68,wr,,,0,,,,,,24.0,3669.0,576.0,304.0,25.0,1999.0,75.0,0.9375,4.0,146.0,6.0
2268,Willie Ponder,2005.0,25.0,6-199,NYG,205.0,27.8,11.0,1.0,4.0,4.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,24.0,3669.0,576.0,304.0,23.0,2003.0,72.0,0.0,0.0,0.0,2.0
2269,Jamaar Taylor,2005.0,24.0,6-168,NYG,197.0,26.7,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,24.0,3669.0,576.0,304.0,24.0,2005.0,72.0,0.0,0.0,0.0,0.0
2270,Plaxico Burress,2005.0,28.0,1-8,NYG,226.0,26.8,16.0,0.0,0.0,0.0,0.0,0.0,166.0,76.0,1214.0,15.97,7.0,75.9,0.00458,7.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.00064,0.82,wr,,,4.59,33.0,115.0,,,,24.0,3669.0,576.0,304.0,23.0,2000.0,77.0,0.9375,6.0,109.0,5.0
2271,David Tyree,2005.0,25.0,6-211,NYG,205.0,27.8,13.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,52.0,10.4,1.0,4.0,0.00556,5.78,1.0,1.0,0.0,0.0,0.0,1.0,0.0,wr,0.0,19.0,2.0,0.004,18.0,0.0,1.0,,,,,,,0,,,,,,24.0,3669.0,576.0,304.0,24.0,2004.0,72.0,0.0,0.0,0.0,1.0
2272,Tim Carter,2005.0,26.0,2-46,NYG,200.0,27.1,15.0,6.0,46.0,7.67,0.0,3.1,25.0,10.0,186.0,18.6,0.0,12.4,0.004,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,-0.00159,-0.06,wr,,,4.32,39.0,126.0,3.93,6.68,,24.0,3669.0,576.0,304.0,23.0,2002.0,72.0,0.0666666666667,0.0,0.0,3.0
2273,Visanthe Shiancoe,2005.0,25.0,3-91,NYG,250.0,30.4,16.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,91.0,11.38,0.0,5.7,0.00471,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,24.0,3669.0,576.0,304.0,24.0,2004.0,76.0,0.3125,0.0,0.0,1.0
2274,Tim Carter,2006.0,27.0,2-46,NYG,200.0,27.1,16.0,0.0,0.0,0.0,0.0,0.0,48.0,22.0,253.0,11.5,2.0,15.8,0.00458,5.27,1.0,1.0,0.0,1.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,-0.00259,-0.51,wr,,,4.32,39.0,126.0,3.93,6.68,,26.0,3212.0,550.0,317.0,23.0,2002.0,72.0,0.5,2.0,56.0,4.0
2275,David Tyree,2006.0,26.0,6-211,NYG,205.0,27.8,16.0,0.0,0.0,0.0,0.0,0.0,33.0,19.0,197.0,10.37,2.0,12.3,0.00576,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,-0.0008,0.12,wr,,,0,,,,,,26.0,3212.0,550.0,317.0,24.0,2004.0,72.0,0.0625,0.0,0.0,2.0
2276,Michael Jennings,2006.0,27.0,UDFA,NYG,175.0,24.4,8.0,2.0,12.0,6.0,0.0,1.5,8.0,5.0,49.0,9.8,0.0,6.1,0.00625,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,38.0,2.0,0.004,20.0,0.0,0.0,,,,,,,0,,,,,,26.0,3212.0,550.0,317.0,27.0,2006.0,71.0,0.0,0.0,0.0,0.0
2277,Plaxico Burress,2006.0,29.0,1-8,NYG,226.0,26.8,15.0,0.0,0.0,0.0,0.0,0.0,116.0,63.0,988.0,15.68,10.0,65.9,0.00543,8.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,0.00023,1.43,wr,,,4.59,33.0,115.0,,,,26.0,3212.0,550.0,317.0,23.0,2000.0,77.0,1.0,2.0,33.0,6.0
2278,Amani Toomer,2006.0,32.0,2-34,NYG,208.0,26.0,8.0,1.0,0.0,0.0,0.0,0.0,43.0,32.0,360.0,11.25,3.0,45.0,0.00744,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0008,0.81,wr,,,0,,,,,,26.0,3212.0,550.0,317.0,25.0,1999.0,75.0,1.0,0.0,0.0,7.0
2279,Sinorice Moss,2006.0,23.0,2-44,NYG,185.0,28.1,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,25.0,5.0,0.0,4.2,0.005,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-0.00601,-0.44,wr,,,4.38,,,,,,26.0,3212.0,550.0,317.0,23.0,2006.0,68.0,0.0,0.0,0.0,0.0
2280,Amani Toomer,2007.0,33.0,2-34,NYG,208.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,104.0,59.0,760.0,12.88,3.0,47.5,0.00567,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,0.00027,1.29,wr,,,0,,,,,,29.0,3961.0,663.0,374.0,25.0,1999.0,75.0,0.9375,1.0,32.0,8.0
2281,Steve Smith,2007.0,22.0,2-51,NYG,195.0,26.4,5.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,63.0,7.88,0.0,12.6,0.00571,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,-0.00168,-0.05,wr,,,4.41,38.5,121.0,4.25,7.44,,29.0,3961.0,663.0,374.0,,,72.0,0.0,0.0,0.0,
2282,Steve Smith,2007.0,22.0,2-51,NYG,195.0,26.4,5.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,63.0,7.88,0.0,12.6,0.00571,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,-0.00168,-0.05,wr,,,4.44,38.0,120.0,4.19,6.68,,29.0,3961.0,663.0,374.0,,,72.0,0.0,0.0,0.0,
2283,Plaxico Burress,2007.0,30.0,1-8,NYG,226.0,26.8,16.0,0.0,0.0,0.0,0.0,0.0,141.0,70.0,1025.0,14.64,12.0,64.1,0.00496,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.00012,1.32,wr,,,4.59,33.0,115.0,,,,29.0,3961.0,663.0,374.0,23.0,2000.0,77.0,1.0,2.0,10.0,7.0
2284,David Tyree,2007.0,27.0,6-211,NYG,205.0,27.8,12.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,35.0,8.75,0.0,2.9,0.008,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,29.0,3961.0,663.0,374.0,24.0,2004.0,72.0,0.0,0.0,0.0,3.0
2285,Sinorice Moss,2007.0,24.0,2-44,NYG,185.0,28.1,13.0,1.0,4.0,4.0,0.0,0.3,37.0,21.0,225.0,10.71,0.0,17.3,0.00568,6.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,-0.00269,-0.41,wr,,,4.38,,,,,,29.0,3961.0,663.0,374.0,23.0,2006.0,68.0,0.153846153846,0.0,0.0,1.0
2286,Steve Smith,2008.0,23.0,2-51,NYG,195.0,26.4,16.0,0.0,0.0,0.0,0.0,0.0,82.0,57.0,574.0,10.07,1.0,35.9,0.00695,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.00016,0.92,wr,,,4.41,38.5,121.0,4.25,7.44,,23.0,3346.0,520.0,313.0,,,72.0,0.25,0.0,0.0,
2287,Steve Smith,2008.0,23.0,2-51,NYG,195.0,26.4,16.0,0.0,0.0,0.0,0.0,0.0,82.0,57.0,574.0,10.07,1.0,35.9,0.00695,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.00016,0.92,wr,,,4.44,38.0,120.0,4.19,6.68,,23.0,3346.0,520.0,313.0,,,72.0,0.25,0.0,0.0,
2288,Plaxico Burress,2008.0,31.0,1-8,NYG,226.0,26.8,10.0,0.0,0.0,0.0,0.0,0.0,66.0,35.0,454.0,12.97,4.0,45.4,0.0053,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.00056,0.98,wr,,,4.59,33.0,115.0,,,,23.0,3346.0,520.0,313.0,23.0,2000.0,77.0,0.9,3.0,49.0,8.0
2289,Domenik Hixon,2008.0,24.0,4-130,NYG,192.0,24.6,16.0,2.0,26.0,13.0,0.0,1.6,73.0,43.0,596.0,13.86,2.0,37.3,0.00589,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,0.00121,1.45,wr,,,0,,,,,,23.0,3346.0,520.0,313.0,24.0,2008.0,74.0,0.4375,2.0,36.0,0.0
2290,Amani Toomer,2008.0,34.0,2-34,NYG,208.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,88.0,48.0,580.0,12.08,4.0,36.3,0.00545,6.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,-0.00019,0.79,wr,,,0,,,,,,23.0,3346.0,520.0,313.0,25.0,1999.0,75.0,0.75,4.0,46.0,9.0
2291,Sinorice Moss,2008.0,25.0,2-44,NYG,185.0,28.1,10.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,153.0,12.75,2.0,15.3,0.008,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.00453,0.66,wr,,,4.38,,,,,,23.0,3346.0,520.0,313.0,23.0,2006.0,68.0,0.0,0.0,0.0,2.0
2292,Mario Manningham,2009.0,23.0,3-95,NYG,185.0,25.1,14.0,0.0,0.0,0.0,0.0,0.0,99.0,57.0,822.0,14.42,5.0,58.7,0.00576,8.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,0.00084,1.65,wr,,,4.59,32.0,117.0,4.27,7.34,,28.0,4019.0,542.0,338.0,23.0,2009.0,72.0,0.714285714286,1.0,6.0,0.0
2293,Ramses Barden,2009.0,23.0,3-85,NYG,227.0,26.2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,16.0,0.0,5.3,0.01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,28.0,4019.0,542.0,338.0,23.0,2009.0,78.0,0.0,0.0,0.0,0.0
2294,Derek Hagan,2009.0,25.0,3-82,NYG,205.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,101.0,12.63,1.0,6.3,0.01,12.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,28.0,4019.0,542.0,338.0,22.0,2006.0,73.0,0.0,0.0,0.0,3.0
2295,Sinorice Moss,2009.0,26.0,2-44,NYG,185.0,28.1,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,18.0,18.0,1.0,2.3,0.0025,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,28.0,4019.0,542.0,338.0,23.0,2006.0,68.0,0.0,0.0,0.0,3.0
2296,Hakeem Nicks,2009.0,21.0,1-29,NYG,210.0,28.5,14.0,2.0,8.0,4.0,0.0,0.6,74.0,47.0,790.0,16.81,6.0,56.4,0.00635,10.68,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,0.00182,1.8,wr,,,4.51,36.0,,,,,28.0,4019.0,542.0,338.0,21.0,2009.0,72.0,0.428571428571,0.0,0.0,0.0
2297,Domenik Hixon,2009.0,25.0,4-130,NYG,192.0,24.6,14.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,187.0,12.47,1.0,13.4,0.00536,6.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,-0.00072,0.12,wr,,,0,,,,,,28.0,4019.0,542.0,338.0,24.0,2008.0,74.0,0.142857142857,0.0,0.0,1.0
