,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,years_in_league
0,Marcus Nash,1999.0,23.0,1-30,2TM,195.0,24.4,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,1999.0,75.0,0.333333333333,0.0,0.0,0.0
1,Bryan Still,1999.0,25.0,2-41,2TM,174.0,24.3,7.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,110.0,11.0,0.0,15.7,0.004,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,1999.0,71.0,0.142857142857,0.0,0.0,0.0
2,Yo Murphy,1999.0,26.0,UDFA,2TM,187.0,26.8,8.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,28.0,7.0,0.0,3.5,0.005,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,26.0,1999.0,70.0,0.0,0.0,0.0,0.0
3,Desmond Howard,1999.0,29.0,1-4,2TM,185.0,26.5,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,29.0,1999.0,70.0,0.0,0.0,0.0,0.0
4,Roell Preston,1999.0,27.0,5-145,2TM,187.0,26.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,27.0,1999.0,70.0,0.0,0.0,0.0,0.0
5,Charles Jordan,1999.0,30.0,UDFA,2TM,182.0,25.4,8.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,60.0,20.0,0.0,7.5,0.003,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,30.0,1999.0,71.0,0.125,0.0,0.0,0.0
6,Chris Thomas,1999.0,28.0,UDFA,2TM,185.0,25.1,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.8,0.01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,28.0,1999.0,72.0,0.0,0.0,0.0,0.0
7,Nate Jacquet,2000.0,25.0,5-150,2TM,185.0,25.1,12.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,25.0,25.0,0.0,2.1,0.00333,8.33,3.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,1999.0,72.0,0.0,0.0,0.0,1.0
8,Mikhael Ricks,2000.0,26.0,2-59,2TM,260.0,30.8,4.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,35.0,11.67,0.0,8.8,0.00333,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,1999.0,77.0,0.25,0.0,0.0,1.0
9,Damon Dunn,2000.0,24.0,UDFA,2TM,182.0,26.9,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,1.5,0.01,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,1999.0,69.0,0.0,0.0,0.0,1.0
10,Malcolm Johnson,2000.0,23.0,5-166,2TM,215.0,25.5,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,1999.0,77.0,0.0,0.0,0.0,1.0
11,Tony Simmons,2001.0,27.0,2-52,2TM,210.0,27.7,7.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,17.0,8.5,0.0,2.4,0.00333,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,1.0,0.005,12.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,1999.0,73.0,0.0,0.0,0.0,2.0
12,Aveion Cason,2001.0,22.0,UDFA,2TM,204.0,29.3,6.0,11.0,31.0,2.82,0.0,5.2,4.0,4.0,32.0,8.0,0.0,5.3,0.01,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2001.0,70.0,0.0,0.0,0.0,0.0
13,Glyn Milburn,2001.0,30.0,2-43,2TM,177.0,26.9,10.0,3.0,3.0,1.0,0.0,0.3,4.0,3.0,9.0,3.0,0.0,0.9,0.0075,2.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,28.0,1999.0,68.0,0.0,0.0,0.0,2.0
14,Eddie Kennison,2001.0,28.0,1-18,2TM,201.0,26.5,13.0,5.0,22.0,4.4,0.0,1.7,50.0,31.0,491.0,15.84,1.0,37.8,0.0062,9.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,26.0,1999.0,73.0,0.538461538462,0.0,0.0,2.0
15,Bert Emanuel,2001.0,31.0,2-45,2TM,180.0,25.8,8.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,246.0,11.71,0.0,30.8,0.00467,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,29.0,1999.0,70.0,0.625,0.0,0.0,2.0
16,Wane McGarity,2001.0,25.0,4-118,2TM,197.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,43.0,6.14,1.0,3.6,0.00583,3.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,1999.0,68.0,0.0833333333333,0.0,0.0,2.0
17,Vinny Sutherland,2002.0,24.0,5-136,2TM,188.0,28.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2001.0,68.0,0.0,0.0,0.0,1.0
18,Damon Gibson,2002.0,27.0,UDFA,2TM,180.0,26.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,1999.0,69.0,0.0,0.0,0.0,3.0
19,Kevin Lockett,2002.0,28.0,2-47,2TM,186.0,25.2,13.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,205.0,12.81,4.0,15.8,0.00381,4.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,1999.0,72.0,0.307692307692,0.0,0.0,3.0
20,Jacquez Green,2002.0,26.0,2-34,2TM,172.0,24.7,10.0,2.0,9.0,4.5,0.0,0.9,21.0,5.0,94.0,18.8,0.0,9.4,0.00238,4.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,30.0,4.0,0.008,44.0,1.0,1.0,,,,,,,0,,,,,,,,,,23.0,1999.0,70.0,0.0,0.0,0.0,3.0
21,Willie Jackson,2002.0,31.0,4-109,2TM,212.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,53.0,25.0,257.0,10.28,1.0,21.4,0.00472,4.85,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,28.0,1999.0,73.0,0.166666666667,0.0,0.0,3.0
22,Kevin Kasper,2002.0,25.0,6-190,2TM,197.0,26.0,13.0,3.0,19.0,6.33,0.0,1.5,24.0,15.0,180.0,12.0,3.0,13.8,0.00625,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2001.0,73.0,0.307692307692,0.0,0.0,1.0
23,Reggie Swinton,2003.0,28.0,UDFA,2TM,186.0,25.2,12.0,3.0,11.0,3.67,0.0,0.9,16.0,9.0,100.0,11.11,0.0,8.3,0.00563,6.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,27.0,2002.0,72.0,0.0833333333333,0.0,0.0,1.0
24,Kevin Johnson,2003.0,27.0,2-32,2TM,195.0,27.2,15.0,0.0,0.0,0.0,0.0,0.0,95.0,58.0,634.0,10.93,3.0,42.3,0.00611,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2000.0,71.0,0.6,0.0,0.0,3.0
25,Micah Ross,2003.0,27.0,UDFA,2TM,221.0,28.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2001.0,74.0,0.0,0.0,0.0,2.0
26,Dedric Ward,2003.0,29.0,3-88,2TM,187.0,27.6,7.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,106.0,15.14,1.0,15.1,0.00538,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,26.0,2000.0,69.0,0.0,0.0,0.0,3.0
27,J.J. Stokes,2003.0,31.0,1-10,2TM,218.0,26.5,7.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,154.0,10.27,0.0,22.0,0.00789,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,27.0,1999.0,76.0,0.428571428571,0.0,0.0,4.0
28,Jerry Rice*,2004.0,42.0,1-16,2TM,200.0,25.7,17.0,0.0,0.0,0.0,0.0,0.0,64.0,30.0,429.0,14.3,3.0,25.2,0.00469,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,95.0,21.0,0.007,56.0,4.0,4.0,,,,,,,0,,,,,,,,,,37.0,1999.0,74.0,0.823529411765,0.0,0.0,5.0
29,Quincy Morgan,2004.0,27.0,2-33,2TM,210.0,27.7,15.0,2.0,23.0,11.5,0.0,1.5,68.0,31.0,404.0,13.03,3.0,26.9,0.00456,5.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2001.0,73.0,0.8,0.0,0.0,3.0
30,Antonio Bryant,2004.0,23.0,2-63,2TM,192.0,25.3,15.0,0.0,0.0,0.0,0.0,0.0,99.0,58.0,812.0,14.0,4.0,54.1,0.00586,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,21.0,2002.0,73.0,0.533333333333,0.0,0.0,2.0
31,Wes Welker,2004.0,23.0,UDFA,2TM,190.0,28.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2004.0,69.0,0.0,0.0,0.0,0.0
32,Micah Ross,2004.0,28.0,UDFA,2TM,221.0,28.4,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2001.0,74.0,0.0,0.0,0.0,3.0
33,Bobby Shaw,2004.0,29.0,6-169,2TM,185.0,24.4,11.0,1.0,1.0,1.0,0.0,0.1,13.0,5.0,59.0,11.8,0.0,5.4,0.00385,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,27.0,3.0,0.006,20.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,1999.0,73.0,0.0,0.0,0.0,5.0
34,Andrae Thurman,2005.0,25.0,UDFA,2TM,192.0,26.8,15.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,92.0,13.14,0.0,6.1,0.005,6.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2004.0,71.0,0.0666666666667,0.0,0.0,1.0
35,Bobby Wade,2005.0,24.0,5-139,2TM,193.0,27.7,14.0,1.0,1.0,1.0,0.0,0.1,29.0,14.0,120.0,8.57,0.0,8.6,0.00483,4.14,10.0,4.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2003.0,70.0,0.0714285714286,0.0,0.0,2.0
36,Rod Gardner,2005.0,28.0,1-15,2TM,213.0,27.3,13.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,151.0,11.62,1.0,11.6,0.005,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2001.0,74.0,0.0769230769231,0.0,0.0,4.0
37,Shaun Bodiford,2006.0,24.0,UDFA,2TM,187.0,26.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2006.0,71.0,0.0,0.0,0.0,0.0
38,Willie Ponder,2006.0,26.0,6-199,2TM,205.0,27.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2003.0,72.0,0.0,0.0,0.0,3.0
39,Carlyle Holiday,2006.0,25.0,UDFA,2TM,217.0,27.9,8.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,126.0,14.0,0.0,15.8,0.005,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2005.0,74.0,0.25,0.0,0.0,1.0
40,Doug Gabriel,2006.0,26.0,5-167,2TM,215.0,27.6,15.0,0.0,0.0,0.0,0.0,0.0,54.0,30.0,428.0,14.27,3.0,28.5,0.00556,7.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2003.0,74.0,0.333333333333,0.0,0.0,3.0
41,Mike Williams,2007.0,23.0,1-10,2TM,229.0,27.2,8.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,90.0,12.86,0.0,11.3,0.00304,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,,,77.0,0.125,0.0,0.0,
42,Travis Taylor,2007.0,28.0,1-10,2TM,210.0,27.7,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,2.0,0.00333,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,21.0,2000.0,73.0,0.0,0.0,0.0,7.0
43,Chris Chambers,2007.0,29.0,2-52,2TM,210.0,29.3,16.0,3.0,12.0,4.0,0.0,0.8,129.0,66.0,970.0,14.7,4.0,60.6,0.00512,7.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,169.0,46.0,0.00697,44.0,8.0,4.0,,,,,,,0,,,,,,,,,,24.0,2002.0,71.0,0.75,0.0,0.0,5.0
44,Brian Clark,2007.0,24.0,UDFA,2TM,204.0,26.2,5.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,23.0,5.75,0.0,4.6,0.00667,3.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2006.0,74.0,0.0,0.0,0.0,1.0
45,Brandon Williams,2007.0,23.0,3-84,2TM,175.0,25.1,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2006.0,70.0,0.0,0.0,0.0,1.0
46,Anthony Mix,2007.0,24.0,UDFA,2TM,235.0,27.9,9.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,39.0,13.0,0.0,4.3,0.006,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2007.0,77.0,0.0,0.0,0.0,0.0
47,Stephen Spach,2008.0,26.0,UDFA,2TM,250.0,30.4,11.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,15.0,7.5,0.0,1.4,0.00333,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,12.0,1.0,0.005,8.0,0.0,0.0,,,,,,,0,,,,,,,,,,26.0,2008.0,76.0,0.545454545455,0.0,0.0,0.0
48,Adam Jennings,2008.0,26.0,6-184,2TM,181.0,26.7,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2007.0,69.0,0.0,0.0,0.0,1.0
49,Keary Colbert,2008.0,26.0,2-62,2TM,200.0,26.4,13.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,116.0,9.67,1.0,8.9,0.00444,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2004.0,73.0,0.538461538462,0.0,0.0,4.0
50,Courtney Roby,2008.0,25.0,3-68,2TM,189.0,25.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2005.0,72.0,0.0,0.0,0.0,3.0
51,Terrance Copper,2008.0,26.0,UDFA,2TM,204.0,27.7,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2005.0,72.0,0.0,0.0,0.0,3.0
52,Mark Bradley,2008.0,26.0,2-39,2TM,201.0,26.5,12.0,0.0,0.0,0.0,0.0,0.0,63.0,30.0,380.0,12.67,3.0,31.7,0.00476,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2005.0,73.0,0.666666666667,0.0,0.0,3.0
53,Roy Williams,2008.0,27.0,1-7,2TM,210.0,25.6,15.0,1.0,13.0,13.0,0.0,0.9,39.0,36.0,430.0,11.94,2.0,28.7,0.00923,11.03,0.0,1.0,6.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2003.0,76.0,0.733333333333,0.0,0.0,5.0
54,Derek Hagan,2008.0,24.0,3-82,2TM,205.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,51.0,17.0,0.0,10.2,0.005,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2006.0,73.0,0.0,0.0,0.0,2.0
55,Marques Hagans,2008.0,26.0,5-144,2TM,202.0,29.0,6.0,1.0,2.0,2.0,0.0,0.3,2.0,1.0,7.0,7.0,0.0,1.2,0.005,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,26.0,2008.0,70.0,0.0,0.0,0.0,0.0
56,Brandon Gibson,2009.0,22.0,6-194,2TM,204.0,27.7,10.0,0.0,0.0,0.0,0.0,0.0,69.0,34.0,348.0,10.24,1.0,34.8,0.00493,5.04,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2009.0,72.0,0.4,0.0,0.0,0.0
57,Michael Matthews,2009.0,26.0,UDFA,2TM,270.0,32.9,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,26.0,2009.0,76.0,0.0,0.0,0.0,0.0
58,Jake Allen,2009.0,24.0,UDFA,2TM,190.0,23.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2009.0,76.0,0.0,0.0,0.0,0.0
59,Chansi Stuckey,2009.0,26.0,7-235,2TM,182.0,26.1,15.0,2.0,6.0,3.0,0.0,0.4,66.0,30.0,318.0,10.6,2.0,21.2,0.00455,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2008.0,70.0,0.2,0.0,0.0,1.0
60,Chris Chambers,2009.0,31.0,2-52,2TM,210.0,29.3,16.0,0.0,0.0,0.0,0.0,0.0,92.0,45.0,730.0,16.22,5.0,45.6,0.00489,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2002.0,71.0,0.875,0.0,0.0,7.0
61,Braylon Edwards,2009.0,26.0,1-3,2TM,211.0,26.4,16.0,0.0,0.0,0.0,0.0,0.0,95.0,45.0,680.0,15.11,4.0,42.5,0.00474,7.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2005.0,75.0,0.9375,0.0,0.0,4.0
62,Micheal Spurlock,2009.0,26.0,UDFA,2TM,214.0,30.7,6.0,1.0,3.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2006.0,70.0,0.0,0.0,0.0,3.0
63,Hank Baskett,2009.0,27.0,UDFA,2TM,220.0,28.2,12.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,34.0,6.8,0.0,2.8,0.00417,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,4.0,1.0,0.002,9.0,0.0,1.0,,,,,,,0,,,,,,,,,,24.0,2006.0,74.0,0.0,0.0,0.0,3.0
64,Hank Baskett,2010.0,28.0,UDFA,2TM,220.0,28.2,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,18.0,18.0,0.0,2.3,0.0025,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2006.0,74.0,0.0,0.0,0.0,4.0
65,Jason Hill,2010.0,25.0,3-76,2TM,204.0,26.9,8.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,248.0,22.55,1.0,31.0,0.00524,11.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2007.0,73.0,0.125,0.0,0.0,3.0
66,Devin Thomas,2010.0,24.0,2-34,2TM,215.0,27.6,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2008.0,74.0,0.0,0.0,0.0,2.0
67,David Clowney,2010.0,25.0,5-157,2TM,190.0,25.1,13.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,124.0,17.71,0.0,9.5,0.00438,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2008.0,73.0,0.0,0.0,0.0,2.0
