index,rk,name,season,age,draft_pos,team,league,height,weight,bmi,games,games_started,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,years_in_league,pro_bowls,all_pros,av,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DPI,DVOA,DYAR,position,"Hand Size in","Arm Length in","40 Yard","Vert Leap in","Broad Jump in",Shuttle,3Cone,"60Yd Shuttle",team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,total_points,rookie_age,rookie_season
1224.0,1225.0,"Lance Moore",2007.0,24.0,,NO,NFL,5-9,177.0,26.1,16.0,4.0,2.0,7.0,3.5,1.0,0.4,50.0,32.0,302.0,9.44,2.0,18.9,64.0%,6.04,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,wr,0,63,22,68.8%,22,0,3,438.0,1/6,6.4%,76.0,wr,,,,,,,,,28.0,4314.0,652.0,440.0,379.0,23.0,2006.0
784.0,785.0,"Eric Johnson",2007.0,28.0,7-224,NO,NFL,6-3,256.0,32.0,14.0,12.0,0.0,0.0,,0.0,0.0,63.0,48.0,378.0,7.88,2.0,27.0,76.2%,6.0,1.0,3.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,wr,0,153,19,39.6%,22,0,5,,,,,,,,,,,,,,28.0,4314.0,652.0,440.0,379.0,23.0,2002.0
2024.0,2025.0,"David Patten",2008.0,34.0,,NO,NFL,5-10,190.0,27.3,5.0,3.0,0.0,0.0,,0.0,0.0,20.0,11.0,162.0,14.73,1.0,32.4,55.0%,8.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,wr,0,38,7,63.6%,39,1,1,191.0,0/0,14.9%,43.0,wr,,,,,,,,,34.0,4977.0,636.0,413.0,463.0,25.0,1999.0
3143.0,3144.0,"Skyler Green",2008.0,24.0,4-125,NO,NFL,5-9,195.0,28.8,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0%,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,34.0,4977.0,636.0,413.0,463.0,22.0,2006.0
242.0,243.0,"Lance Moore",2008.0,25.0,,NO,NFL,5-9,177.0,26.1,16.0,6.0,0.0,0.0,,0.0,0.0,121.0,79.0,928.0,11.75,10.0,58.0,65.3%,7.67,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,wr,3,295,40,50.6%,70,7,2,,0/0,13.3%,238.0,wr,,,,,,,,,34.0,4977.0,636.0,413.0,463.0,23.0,2006.0
1973.0,1974.0,"Robert Meachem",2008.0,24.0,1-27,NO,NFL,6-2,214.0,27.5,14.0,3.0,1.0,20.0,20.0,1.0,1.4,20.0,12.0,289.0,24.08,3.0,20.6,60.0%,14.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,wr,0,71,8,66.7%,74,3,2,289.0,1/19,64.5%,114.0,wr,,,4.39,37.5,121.0,4.31,6.97,,34.0,4977.0,636.0,413.0,463.0,24.0,2008.0
1218.0,1219.0,"Devery Henderson",2008.0,26.0,2-50,NO,NFL,5-11,200.0,27.9,16.0,13.0,4.0,33.0,8.25,0.0,2.1,56.0,32.0,793.0,24.78,3.0,49.6,57.1%,14.16,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,wr,1,271,27,84.4%,84,8,2,680.0,0/0,37.5%,219.0,wr,,,,,,,,,34.0,4977.0,636.0,413.0,463.0,22.0,2004.0
803.0,804.0,"Marques Colston",2008.0,25.0,7-252,NO,NFL,6-4,225.0,27.4,11.0,6.0,0.0,0.0,,0.0,0.0,88.0,47.0,760.0,16.17,5.0,69.1,53.4%,8.64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,wr,3,253,35,74.5%,70,7,8,760.0,1/10,4.1%,120.0,wr,,,4.50,37.0,123.0,4.44,6.96,,34.0,4977.0,636.0,413.0,463.0,23.0,2006.0
1874.0,1875.0,"Lance Moore",2009.0,26.0,,NO,NFL,5-9,177.0,26.1,7.0,0.0,0.0,0.0,,0.0,0.0,19.0,14.0,153.0,10.93,2.0,21.9,73.7%,8.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,wr,0,46,10,71.4%,22,0,2,211.0,0/0,24.3%,57.0,wr,,,,,,,,,42.0,5072.0,646.0,450.0,617.0,23.0,2006.0
340.0,341.0,"Marques Colston",2009.0,26.0,7-252,NO,NFL,6-4,225.0,27.4,16.0,14.0,1.0,6.0,6.0,0.0,0.4,107.0,70.0,1074.0,15.34,9.0,67.1,65.4%,10.04,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,wr,2,372,54,77.1%,68,12,8,,1/35,26.0%,337.0,wr,,,4.50,37.0,123.0,4.44,6.96,,42.0,5072.0,646.0,450.0,617.0,23.0,2006.0
2935.0,2936.0,"Courtney Roby",2009.0,26.0,3-68,NO,NFL,6-0,189.0,25.6,15.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.4,100.0%,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,wr,0,1,0,0.0%,6,0,0,,,,,,,,,,,,,,42.0,5072.0,646.0,450.0,617.0,22.0,2005.0
862.0,863.0,"Robert Meachem",2009.0,25.0,1-27,NO,NFL,6-2,214.0,27.5,16.0,7.0,6.0,82.0,13.67,0.0,5.1,64.0,45.0,722.0,16.04,9.0,45.1,70.3%,11.28,2.0,1.0,44.0,1.0,1.0,1.0,0.0,0.0,8.0,wr,1,176,30,66.7%,54,11,1,815.0,2/35,39.3%,268.0,wr,,,4.39,37.5,121.0,4.31,6.97,,42.0,5072.0,646.0,450.0,617.0,24.0,2008.0
801.0,802.0,"Reggie Bush",2009.0,24.0,1-2,NO,NFL,6-0,200.0,27.1,14.0,8.0,70.0,390.0,5.57,5.0,27.9,68.0,47.0,335.0,7.13,3.0,23.9,69.1%,4.93,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,wr,0,303,16,34.0%,29,2,1,,,,,,,,,,,,,,42.0,5072.0,646.0,450.0,617.0,21.0,2006.0
704.0,705.0,"Devery Henderson",2009.0,27.0,2-50,NO,NFL,5-11,200.0,27.9,16.0,11.0,4.0,13.0,3.25,0.0,0.8,83.0,51.0,804.0,15.76,2.0,50.3,61.4%,9.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,wr,2,297,33,64.7%,75,7,4,738.0,0/0,11.3%,151.0,wr,,,,,,,,,42.0,5072.0,646.0,450.0,617.0,22.0,2004.0
1162.0,1163.0,"Devery Henderson",2010.0,28.0,2-50,NO,NFL,5-11,200.0,27.9,16.0,11.0,3.0,8.0,2.67,0.0,0.5,59.0,34.0,464.0,13.65,1.0,29.0,57.6%,7.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,wr,0,140,21,61.8%,57,4,5,412.0,0/0,-5.3%,33.0,wr,,,,,,,,,35.0,4838.0,721.0,489.0,420.0,22.0,2004.0
2229.0,2230.0,"Adrian Arrington",2010.0,25.0,7-237,NO,NFL,6-2,185.0,23.8,1.0,0.0,0.0,0.0,,0.0,0.0,9.0,7.0,79.0,11.29,0.0,79.0,77.8%,8.78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,wr,0,28,3,42.9%,17,0,0,,,,,,,,,,,,,,35.0,4838.0,721.0,489.0,420.0,25.0,2010.0
169.0,170.0,"Marques Colston",2010.0,27.0,7-252,NO,NFL,6-4,225.0,27.4,15.0,11.0,1.0,1.0,1.0,0.0,0.1,131.0,84.0,1023.0,12.18,7.0,68.2,64.1%,7.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,wr,3,282,57,67.9%,43,7,6,,0/0,8.7%,221.0,wr,,,4.50,37.0,123.0,4.44,6.96,,35.0,4838.0,721.0,489.0,420.0,23.0,2006.0
883.0,884.0,"Robert Meachem",2010.0,26.0,1-27,NO,NFL,6-2,214.0,27.5,16.0,7.0,4.0,14.0,3.5,0.0,0.9,66.0,44.0,638.0,14.5,5.0,39.9,66.7%,9.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,wr,2,133,27,61.4%,55,10,5,711.0,1/46,23.2%,190.0,wr,,,4.39,37.5,121.0,4.31,6.97,,35.0,4838.0,721.0,489.0,420.0,24.0,2008.0
2876.0,2877.0,"Tory Humphrey",2010.0,27.0,,NO,NFL,6-2,257.0,33.0,6.0,2.0,0.0,0.0,,0.0,0.0,2.0,1.0,12.0,12.0,0.0,2.0,50.0%,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,12,1,100.0%,12,0,1,,,,,,,,,,,,,,35.0,4838.0,721.0,489.0,420.0,27.0,2010.0
410.0,411.0,"Lance Moore",2010.0,27.0,,NO,NFL,5-9,177.0,26.1,16.0,1.0,0.0,0.0,,0.0,0.0,94.0,66.0,763.0,11.56,8.0,47.7,70.2%,8.12,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,wr,1,283,40,60.6%,80,5,2,919.0,2/12,15.1%,208.0,wr,,,,,,,,,35.0,4838.0,721.0,489.0,420.0,23.0,2006.0
3367.0,3368.0,"Courtney Roby",2010.0,27.0,3-68,NO,NFL,6-0,189.0,25.6,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0%,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,35.0,4838.0,721.0,489.0,420.0,22.0,2005.0
3366.0,3367.0,"Courtney Roby",2011.0,28.0,3-68,NO,NFL,6-0,189.0,25.6,16.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0%,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,53.0,6241.0,768.0,545.0,624.0,22.0,2005.0
2669.0,2670.0,"Adrian Arrington",2011.0,26.0,7-237,NO,NFL,6-2,185.0,23.8,4.0,0.0,0.0,0.0,,0.0,0.0,3.0,2.0,31.0,15.5,0.0,7.8,66.7%,10.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,0,2,100.0%,17,0,0,,,,,,,,,,,,,,53.0,6241.0,768.0,545.0,624.0,25.0,2010.0
1219.0,1220.0,"Devery Henderson",2011.0,29.0,2-50,NO,NFL,5-11,200.0,27.9,16.0,13.0,1.0,9.0,9.0,0.0,0.6,50.0,32.0,503.0,15.72,2.0,31.4,64.0%,10.06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,wr,2,169,22,68.8%,79,4,3,465.0,0/0,14.7%,105.0,wr,,,,,,,,,53.0,6241.0,768.0,545.0,624.0,22.0,2004.0
683.0,684.0,"Lance Moore",2011.0,28.0,,NO,NFL,5-9,177.0,26.1,14.0,7.0,0.0,0.0,,0.0,0.0,73.0,52.0,627.0,12.06,8.0,44.8,71.2%,8.59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,wr,0,155,35,67.3%,47,5,2,842.0,4/38,25.8%,234.0,wr,,,,,,,,,53.0,6241.0,768.0,545.0,624.0,23.0,2006.0
982.0,983.0,"Robert Meachem",2011.0,27.0,1-27,NO,NFL,6-2,214.0,27.5,16.0,8.0,4.0,18.0,4.5,0.0,1.1,60.0,40.0,620.0,15.5,6.0,38.8,66.7%,10.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,wr,1,110,29,72.5%,67,7,3,697.0,0/0,30.8%,208.0,wr,,,4.39,37.5,121.0,4.31,6.97,,53.0,6241.0,768.0,545.0,624.0,24.0,2008.0
219.0,220.0,"Marques Colston",2011.0,28.0,7-252,NO,NFL,6-4,225.0,27.4,14.0,7.0,0.0,0.0,,0.0,0.0,107.0,80.0,1143.0,14.29,8.0,81.6,74.8%,10.68,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,wr,4,284,55,68.8%,50,9,4,,1/26,33.9%,390.0,wr,,,4.50,37.0,123.0,4.44,6.96,,53.0,6241.0,768.0,545.0,624.0,23.0,2006.0
3146.0,3147.0,"Saalim Hakim",2012.0,22.0,,NO,NFL,5-11,188.0,26.2,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0%,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,22.0,2012.0
3449.0,3450.0,"Nick Toon",2012.0,24.0,4-122,NO,NFL,6-2,215.0,27.6,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0%,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,24.0,2012.0
421.0,422.0,"Lance Moore",2012.0,29.0,,NO,NFL,5-9,177.0,26.1,15.0,7.0,0.0,0.0,,0.0,0.0,104.0,65.0,1041.0,16.02,6.0,69.4,62.5%,10.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,wr,4,165,55,84.6%,51,13,5,,1/17,31.3%,366.0,wr,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,23.0,2006.0
2934.0,2935.0,"Courtney Roby",2012.0,29.0,3-68,NO,NFL,6-0,189.0,25.6,13.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,9.0,9.0,0.0,0.7,50.0%,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,5,0,0.0%,9,0,0,,,,,,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,22.0,2005.0
2999.0,3000.0,"Adrian Arrington",2012.0,27.0,7-237,NO,NFL,6-2,185.0,23.8,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0%,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,25.0,2010.0
180.0,181.0,"Marques Colston",2012.0,29.0,7-252,NO,NFL,6-4,225.0,27.4,16.0,13.0,0.0,0.0,,0.0,0.0,130.0,83.0,1154.0,13.9,10.0,72.1,63.8%,8.88,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,wr,3,314,65,78.3%,60,8,8,,3/33,19.8%,338.0,wr,,,4.50,37.0,123.0,4.44,6.96,,43.0,4997.0,671.0,423.0,461.0,23.0,2006.0
1534.0,1535.0,"Devery Henderson",2012.0,30.0,2-50,NO,NFL,5-11,200.0,27.9,15.0,9.0,1.0,13.0,13.0,0.0,0.9,47.0,22.0,316.0,14.36,1.0,21.1,46.8%,6.72,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,wr,1,94,10,45.5%,41,5,4,222.0,0/0,-25.9%,-48.0,wr,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,22.0,2004.0
3134.0,3135.0,"Chris Givens",2012.0,23.0,,NO,NFL,6-2,203.0,26.1,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,0.0%,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,,
2063.0,2064.0,"Joe Morgan",2012.0,24.0,,NO,NFL,6-1,184.0,24.3,14.0,5.0,1.0,1.0,1.0,0.0,0.1,21.0,10.0,379.0,37.9,3.0,27.1,47.6%,18.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,wr,,,,,,,,,,,,,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,24.0,2012.0
2479.0,2480.0,"Greg Camarillo",2012.0,30.0,,NO,NFL,6-1,190.0,25.1,5.0,0.0,0.0,0.0,,0.0,0.0,5.0,4.0,44.0,11.0,0.0,8.8,80.0%,8.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,11,3,75.0%,13,0,0,,,,,,,,,,,,,,43.0,4997.0,671.0,423.0,461.0,24.0,2006.0
1075.0,1076.0,"Lance Moore",2013.0,30.0,,NO,NFL,5-9,177.0,26.1,13.0,5.0,0.0,0.0,,0.0,0.0,54.0,37.0,457.0,12.35,2.0,35.2,68.5%,8.46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,wr,0,64,26,70.3%,44,3,2,574.0,2/24,22.1%,150.0,wr,,,,,,,,,41.0,5468.0,724.0,490.0,455.0,23.0,2006.0
2548.0,2549.0,"Nick Toon",2013.0,25.0,4-122,NO,NFL,6-2,215.0,27.6,8.0,3.0,0.0,0.0,,0.0,0.0,12.0,4.0,68.0,17.0,0.0,8.5,33.3%,5.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,wr,0,10,2,50.0%,35,1,2,35.0,0/0,-39.9%,-23.0,wr,9.0,32.5,4.49,37.5,,,,,41.0,5468.0,724.0,490.0,455.0,24.0,2012.0
280.0,281.0,"Marques Colston",2013.0,30.0,7-252,NO,NFL,6-4,225.0,27.4,15.0,11.0,0.0,0.0,,0.0,0.0,111.0,75.0,943.0,12.57,5.0,62.9,67.6%,8.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,wr,2,255,54,72.0%,35,4,1,,0/0,19.5%,276.0,wr,,,4.50,37.0,123.0,4.44,6.96,,41.0,5468.0,724.0,490.0,455.0,23.0,2006.0
146.0,147.0,"Jimmy Graham",2013.0,27.0,3-95,NO,NFL,6-7,260.0,29.3,16.0,12.0,0.0,0.0,,0.0,0.0,142.0,86.0,1215.0,14.13,16.0,75.9,60.6%,8.56,0.0,1.0,-2.0,0.0,0.0,1.0,1.0,1.0,11.0,wr,6,449,61,70.9%,56,13,3,,,,,,,,,,,,,,41.0,5468.0,724.0,490.0,455.0,27.0,2013.0
1231.0,1232.0,"Kenny Stills",2013.0,21.0,5-144,NO,NFL,6-1,194.0,25.6,16.0,10.0,3.0,10.0,3.33,0.0,0.6,50.0,32.0,641.0,20.03,5.0,40.1,64.0%,12.82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,wr,1,196,24,75.0%,76,6,2,622.0,1/37,40.1%,206.0,wr,9.08,30.48,4.38,33.5,124.0,4.35,,,41.0,5468.0,724.0,490.0,455.0,21.0,2013.0
1681.0,1682.0,"Ben Watson",2013.0,33.0,1-32,NO,NFL,6-3,255.0,31.9,15.0,7.0,0.0,0.0,,0.0,0.0,30.0,19.0,226.0,11.89,2.0,15.1,63.3%,7.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,wr,,,,,,,,,,,,,,,,,,,,,41.0,5468.0,724.0,490.0,455.0,33.0,2013.0
639.0,640.0,"Brandin Cooks",2014.0,21.0,1-20,NO,NFL,5-10,189.0,27.1,10.0,7.0,7.0,73.0,10.43,1.0,7.3,69.0,53.0,550.0,10.38,3.0,55.0,76.8%,7.97,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,wr,0,168,25,47.2%,50,4,1,634.0,1/34,9.7%,124.0,wr,9.63,30.75,4.33,36.0,120.0,3.81,6.76,10.72,33.0,4764.0,659.0,456.0,401.0,21.0,2014.0
530.0,531.0,"Marques Colston",2014.0,31.0,7-252,NO,NFL,6-4,225.0,27.4,16.0,13.0,0.0,0.0,,0.0,0.0,100.0,59.0,902.0,15.29,5.0,56.4,59.0%,9.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,wr,2,309,45,76.3%,57,7,7,935.0,1/24,13.0%,201.0,wr,,,4.50,37.0,123.0,4.44,6.96,,33.0,4764.0,659.0,456.0,401.0,23.0,2006.0
1762.0,1763.0,"Nick Toon",2014.0,26.0,4-122,NO,NFL,6-2,215.0,27.6,8.0,2.0,1.0,4.0,4.0,0.0,0.5,23.0,17.0,215.0,12.65,1.0,26.9,73.9%,9.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,wr,0,49,13,76.5%,24,0,1,227.0,0/0,15.7%,52.0,wr,9.0,32.5,4.49,37.5,,,,,33.0,4764.0,659.0,456.0,401.0,24.0,2012.0
2267.0,2268.0,"Robert Meachem",2014.0,30.0,1-27,NO,NFL,6-2,214.0,27.5,11.0,2.0,0.0,0.0,,0.0,0.0,20.0,7.0,114.0,16.29,0.0,10.4,35.0%,5.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,wr,0,19,7,100.0%,25,1,1,114.0,1/32,-20.2%,-12.0,wr,,,4.39,37.5,121.0,4.31,6.97,,33.0,4764.0,659.0,456.0,401.0,24.0,2008.0
2523.0,2524.0,"Joe Morgan",2014.0,26.0,,NO,NFL,6-1,184.0,24.3,5.0,2.0,1.0,67.0,67.0,0.0,13.4,10.0,4.0,92.0,23.0,0.0,18.4,40.0%,9.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,wr,,,,,,,,,,,,,,,,,,,,,33.0,4764.0,659.0,456.0,401.0,24.0,2012.0
170.0,171.0,"Brandin Cooks",2015.0,22.0,1-20,NO,NFL,5-10,189.0,27.1,16.0,13.0,8.0,18.0,2.25,0.0,1.1,129.0,84.0,1138.0,13.55,9.0,71.1,65.1%,8.82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,wr,4,385,45,53.6%,71,13,2,,1/37,7.1%,192.0,wr,9.63,30.75,4.33,36.0,120.0,3.81,6.76,10.72,32.0,4970.0,667.0,460.0,408.0,21.0,2014.0
3299.0,3300.0,"Joe Morgan",2015.0,27.0,,NO,NFL,6-1,184.0,24.3,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,,,,,,,,,,,,,,,,,,,,,32.0,4970.0,667.0,460.0,408.0,24.0,2012.0
3233.0,3234.0,"Seantavius Jones",2015.0,23.0,,NO,NFL,6-3,200.0,25.0,3.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,0,0,-,0,0,0,,,,,,,,,,,,,,32.0,4970.0,667.0,460.0,408.0,23.0,2015.0
372.0,373.0,"Willie Snead",2015.0,23.0,,NO,NFL,5-11,195.0,27.2,15.0,9.0,0.0,0.0,,0.0,0.0,101.0,69.0,984.0,14.26,3.0,65.6,68.3%,9.74,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,wr,2,350,44,63.8%,63,6,1,,,,,,,,,,,,,,32.0,4970.0,667.0,460.0,408.0,23.0,2015.0
852.0,853.0,"Marques Colston",2015.0,32.0,7-252,NO,NFL,6-4,225.0,27.4,13.0,5.0,0.0,0.0,,0.0,0.0,67.0,45.0,520.0,11.56,4.0,40.0,67.2%,7.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,wr,1,193,26,57.8%,53,2,3,576.0,0/0,7.1%,103.0,wr,,,4.50,37.0,123.0,4.44,6.96,,32.0,4970.0,667.0,460.0,408.0,23.0,2006.0
2501.0,2502.0,"T.J. Graham",2015.0,26.0,3-69,NO,NFL,5-11,188.0,26.2,4.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,24.0,6.0,0.0,6.0,100.0%,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,41,1,25.0%,18,0,0,,,,,,,,,,,,,,32.0,4970.0,667.0,460.0,408.0,23.0,2012.0
1275.0,1276.0,"Brandon Coleman",2015.0,23.0,,NO,NFL,6-6,225.0,26.0,16.0,3.0,0.0,0.0,,0.0,0.0,49.0,30.0,454.0,15.13,2.0,28.4,61.2%,9.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,wr,0,126,22,73.3%,31,4,1,,,,,,,,,,,,,,32.0,4970.0,667.0,460.0,408.0,23.0,2015.0
314.0,315.0,"Ike Hilliard",1999.0,23.0,1-7,NYG,NFL,5-11,210.0,29.3,16.0,16.0,3.0,16.0,5.33,0.0,1.0,121.0,72.0,996.0,13.83,3.0,62.3,59.5%,8.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,wr,3,262,50,69.4%,46,10,3,,1/23,12.8%,236.0,wr,,,,,,,,,17.0,3719.0,602.0,350.0,299.0,23.0,1999.0
250.0,251.0,"Amani Toomer",1999.0,25.0,2-34,NYG,NFL,6-3,208.0,26.0,16.0,16.0,1.0,4.0,4.0,0.0,0.3,137.0,79.0,1183.0,14.97,6.0,73.9,57.7%,8.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,wr,4,359,51,64.6%,80,14,1,,7/107,6.8%,213.0,wr,,,,,,,,,17.0,3719.0,602.0,350.0,299.0,25.0,1999.0
1713.0,1714.0,"Joe Jurevicius",1999.0,25.0,2-55,NYG,NFL,6-5,230.0,27.3,16.0,1.0,0.0,0.0,,0.0,0.0,40.0,18.0,318.0,17.67,1.0,19.9,45.0%,7.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,wr,0,122,12,66.7%,71,3,6,277.0,1/33,-4.4%,25.0,wr,,,,,,,,,17.0,3719.0,602.0,350.0,299.0,25.0,1999.0
2125.0,2126.0,"David Patten",1999.0,25.0,,NYG,NFL,5-10,190.0,27.3,16.0,0.0,1.0,27.0,27.0,0.0,1.7,28.0,9.0,115.0,12.78,0.0,7.2,32.1%,4.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,wr,0,8,6,66.7%,19,0,1,41.0,0/0,-54.1%,-84.0,wr,,,,,,,,,17.0,3719.0,602.0,350.0,299.0,25.0,1999.0
2807.0,2808.0,"Brian Alford",1999.0,24.0,3-70,NYG,NFL,6-1,190.0,25.1,2.0,0.0,0.0,0.0,,0.0,0.0,5.0,1.0,7.0,7.0,1.0,3.5,20.0%,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,0,1,100.0%,7,0,0,,,,,,,,,,,,,,17.0,3719.0,602.0,350.0,299.0,24.0,1999.0
2696.0,2697.0,"Thabiti Davis",2000.0,25.0,,NYG,NFL,6-2,205.0,26.3,13.0,0.0,0.0,0.0,,0.0,0.0,5.0,2.0,40.0,20.0,0.0,3.1,40.0%,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,wr,0,2,2,100.0%,27,1,0,,,,,,,,,,,,,,27.0,3958.0,627.0,367.0,396.0,25.0,2000.0
603.0,604.0,"Ike Hilliard",2000.0,24.0,1-7,NYG,NFL,5-11,210.0,29.3,14.0,14.0,3.0,19.0,6.33,0.0,1.4,105.0,55.0,787.0,14.31,8.0,56.2,52.4%,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,wr,1,276,44,80.0%,59,8,15,873.0,0/0,6.3%,151.0,wr,,,,,,,,,27.0,3958.0,627.0,367.0,396.0,23.0,1999.0
