name,pca_1,pca_2,pca_5,pca_8,pca_13,pca_16,pca_18,pca_19,pca_21,pca_26,targets_2,receptions_2,rec_yards_2,rec_tds_2,rec_ypg_2,100yd_gms_2,first_down_ctchs_2,long_ctch_2,drops_2,DYAR_2,start_ratio_2,pct_team_tgts_2,pct_team_receptions_2,pct_of_team_passyards_2,pct_team_touchdowns_2,dropK_2,yacK_2,td_points_2,compilation_2,avg_starts,categories
Ron Dugans,-2.12794063527,-0.860734521833,-0.314283152483,0.338188153211,0.311874315962,0.824960538767,0.993315432066,-0.344239804114,-0.520081277451,0.507044485504,73.0,47.0,421.0,0.0,26.3,0.0,23.0,31.0,2.0,-0.02,0.3125,0.123519458545,0.134285714286,0.121116225547,0.0,1.09861228867,25.1995249406,0.0,7.39090572195,0.285714285714,below average
Roscoe Parrish,-0.34612321377,1.19673072146,-2.55588617546,-0.994610492189,-0.117321970707,0.713233638189,0.528282023064,-0.739161019427,-0.0863636588208,1.58558286332,45.0,24.0,232.0,1.0,17.8,0.0,16.0,22.0,1.0,-0.63,0.0769230769231,0.0939457202505,0.0776699029126,0.0763157894737,0.0714285714286,0.69314718056,26.224137931,0.0313614715693,3.21148070883,0.108974358974,below average
Rueben Randle,1.67303112459,3.74171478432,-1.13858449866,-0.263415950983,0.153857725668,-0.713129251543,-0.910915410502,0.867159906544,0.17632491604,-0.332535681064,127.0,71.0,938.0,3.0,58.6,3.0,48.0,49.0,4.0,0.34,0.8125,0.209225700165,0.185378590078,0.21956928839,0.1,1.60943791243,67.7014925373,0.131718180591,30.1528555568,0.354166666667,league_average
Ruvell Martin,-0.968273674991,-0.889287901824,-1.64552082823,-0.191014312674,-0.241972922508,-0.16723937732,-1.41058868549,-0.120940061034,0.216198919837,-0.47009484767,26.0,15.0,149.0,1.0,11.5,0.0,9.0,17.0,3.0,0.04,0.0769230769231,0.0480591497227,0.0437317784257,0.0390768423813,0.0357142857143,1.38629436112,16.7785234899,0.0156807357847,1.28708781939,0.213675213675,below average
Ryan Broyles,-2.47351361459,0.108279647908,-1.51770477786,-1.17597075078,0.359638807316,0.316060145141,0.720355375373,-0.314767808227,-0.354887228418,-0.132880795584,5.0,2.0,25.0,0.0,5.0,0.0,2.0,21.0,0.0,0.443678922892,0.0,0.0077399380805,0.00508905852417,0.00576435323957,0.0,0.0,3.24,0.0,0.0695951195634,0.266666666667,below average
Ryan Whalen,-6.10477829555,1.15431491208,0.350564153801,0.0606808293498,-0.555839331462,-0.124297715086,0.811395253207,0.0760775427414,-0.353773681844,-0.400787083856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497328695787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,below average
Sam Aiken,-4.477207522,-0.131547877506,-1.06712651436,1.07976769949,-0.56798654012,-0.482138460333,0.378278437881,-0.141921698614,-0.249937350725,-0.149875178118,13.0,4.0,57.0,0.0,3.6,0.0,3.0,22.0,2.0,-0.25,0.125,0.0283224400871,0.0148698884758,0.0226640159046,0.0,1.09861228867,19.1052631579,0.0,0.150884212154,0.0416666666667,below average
Sam Hurd,-3.55024094132,1.53861426274,-1.68519179316,1.97466344562,-0.244451133058,-0.0732774476102,-0.39545808007,0.130591355917,0.937770606566,0.744953275363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497328695787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086111111111,below average
Samie Parker,-1.0620840727,1.22945888931,-1.06567765537,1.9521219747,-0.522486756676,-0.806065241584,0.241553344987,0.28993929344,0.322570467904,0.249239155039,68.0,41.0,561.0,1.0,35.1,0.0,33.0,43.0,4.0,2.5179589879,0.9375,0.143459915612,0.143356643357,0.182024659312,0.0526315789474,1.60943791243,38.5187165775,0.0231084527353,25.7365527306,0.5625,below average
Sammie Stroughter,-2.02368264441,0.62054623575,-1.29297347464,-1.0587572824,0.309593831644,0.775155545002,1.15007003024,-0.436206540921,-0.270398187836,0.0117113880793,7.0,4.0,52.0,0.0,8.7,0.0,2.0,29.0,0.0,0.48946830092,0.0,0.0119047619048,0.0109589041096,0.0142465753425,0.0,0.0,10.1730769231,0.0,0.16815918086,0.111111111111,below average
Santana Moss,6.46512406094,4.61858599424,1.25378071764,3.35386095265,0.694854991647,-0.265488653122,-1.52513301382,1.18364227628,1.41062782482,0.803802028875,78.0,45.0,838.0,5.0,55.9,2.0,35.0,69.0,7.0,4.34863567629,0.933333333333,0.154761904762,0.138036809816,0.240459110473,0.238095238095,2.07944154168,69.3090692124,0.522691192822,42.3688053163,0.627777777778,below average
Santonio Holmes,6.23725436957,2.14985382446,-1.45402682417,1.51818773741,1.41023595425,0.427142542589,-1.36118129468,2.19269513422,1.40539512195,-0.218072724942,114.0,55.0,821.0,5.0,54.7,0.0,40.0,48.0,6.0,0.48,1.0,0.190954773869,0.153631284916,0.208164300203,0.227272727273,1.94591014906,60.0292326431,0.49893250224,25.4259756293,0.75,all_pro
Scottie Montgomery,-5.1895982466,-0.855478262103,-1.29710068562,2.23446612895,-0.260427637614,-0.637398745883,1.38748469984,-0.173293388764,-0.829927151071,-0.422896392202,6.0,4.0,51.0,1.0,3.4,0.0,4.0,21.0,1.0,0.923694650795,0.0,0.0108303249097,0.0111420612813,0.0133368200837,0.047619047619,0.69314718056,3.8431372549,0.0209076477129,0.529116028168,0.0,below average
Scotty Anderson,-1.34914450293,-0.488043662064,-1.89627716792,0.147193462215,-0.497097578487,-0.49169936143,-0.012122827189,-0.78824513298,-0.597395839166,-0.662767716209,31.0,17.0,325.0,2.0,36.1,0.0,12.0,72.0,2.0,0.97,0.0,0.0527210884354,0.0532915360502,0.111149110807,0.117647058824,1.09861228867,60.3076923077,0.103308376935,4.39402709523,0.231481481481,below average
Sean Dawkins,7.84663000636,-5.60095194031,-0.128810516398,-1.40775117554,-0.795075369253,-0.99686835823,0.974193083192,1.98752705965,0.235672753955,0.486334310229,49.0,20.0,234.0,0.0,14.6,0.0,11.0,28.0,2.0,-0.646532595834,0.1875,0.0917602996255,0.0623052959502,0.0722222222222,0.0,1.09861228867,7.53846153846,0.0,1.61559106794,0.666666666667,below average
Shaun McDonald,-3.0909237568,1.93305533142,0.114050299973,1.03664555791,-0.377275536875,-0.632820238216,0.596418185605,0.0200763571466,0.16184745057,-0.405808896711,74.0,46.0,523.0,0.0,32.7,1.0,29.0,31.0,2.0,0.33,0.125,0.123539232053,0.117346938776,0.129583746283,0.0,1.09861228867,36.413001912,0.0,10.5411575575,0.0833333333333,below average
Shawn Jefferson,6.15544834708,-4.44089313301,-1.90706585894,-2.4860165773,-1.07491624027,-0.359985332074,0.3299811916,0.0725333558274,-1.52883617267,1.43889319714,65.0,37.0,539.0,2.0,33.7,0.0,27.0,48.0,2.0,1.17,0.375,0.134020618557,0.13309352518,0.162938331318,0.105263157895,1.09861228867,17.8181818182,0.0924338109414,17.7075232008,0.75,below average
Sidney Rice,-0.624503441864,-0.410683519218,-1.31108352627,0.665426150605,0.252325356789,0.888031097321,0.32673277757,-1.0965917781,-1.56186052366,0.621616358227,121.0,83.0,1312.0,8.0,82.0,4.0,59.0,63.0,4.0,4.83,0.875,0.194221508828,0.197619047619,0.280341880342,0.205128205128,1.60943791243,109.482469512,0.720509705797,69.5622996524,0.471153846154,below average
Sinorice Moss,-4.8629830173,1.08389335639,0.344240855055,-0.756155805889,-0.423364250325,0.031771173906,1.23346023509,-0.325595325151,-0.47778058462,-0.0557344643014,15.0,12.0,153.0,2.0,15.3,0.0,8.0,27.0,0.0,0.66,0.0,0.0288461538462,0.038338658147,0.0457262402869,0.0869565217391,0.0,5.88235294118,0.0763583655601,1.98321442678,0.051282051282,below average
Skyler Green,-6.93168488873,0.62261609939,2.31395767746,0.357944075065,-1.14567654696,0.0269908489154,0.186309518463,0.130194981457,-0.123634211592,-0.0327296984431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420147719307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,below average
Stefan Logan,-5.94528031698,-0.892622091586,1.35088050645,-4.21601979089,1.45817657728,-0.589214135331,0.784689231514,0.278510366821,-0.0401157517549,-0.451030894121,1.0,1.0,19.0,0.0,1.2,0.0,1.0,19.0,0.0,0.181042717544,0.0625,0.00141043723554,0.00221729490022,0.00365806700039,0.0,0.0,27.8421052632,0.0,0.0254081381064,0.0416666666667,below average
Steve Breaston,0.111028933826,3.43864109247,-1.32002230516,-0.277403515776,0.170865552277,0.216386421785,0.503775951102,-0.927766417585,0.24539995474,-0.0561796336293,82.0,55.0,712.0,3.0,47.5,0.0,33.0,45.0,1.0,1.66,0.4,0.123680241327,0.123595505618,0.153151215315,0.09375,0.69314718056,41.0688202247,0.123485794304,16.8615589235,0.320833333333,league_average
Steve Johnson,-5.68782454614,-0.259487760543,1.00940868824,0.498303882076,-0.125081313662,1.15229315118,0.308200426621,-0.0900468033049,-0.601971699137,0.0140466962525,141.0,82.0,1073.0,10.0,67.1,0.0,0.0,0.0,0.0,2.39,0.8125,0.271676300578,0.277027027027,0.3397720076,0.416666666667,0.0,0.0,1.82941917488,0.0,0.301136363636,below average
Steve Smith,-0.743904908216,1.97321844601,-0.252024467678,2.25336298791,-2.10698818987,3.07340376339,-1.11535809172,0.976202303234,1.47494668885,0.932715970144,149.5,97.5,1165.0,7.0,72.85,3.0,54.5,59.0,7.5,2.28,0.8125,0.270944072674,0.292022625492,0.290946552022,0.265,2.09482737102,147.542179885,0.814457416655,72.4204987583,0.365277777778,league_average
T.J. Graham,-0.586576583422,1.23234948789,-0.604651952287,-1.04151141253,0.365945885843,0.0576522363624,-0.266680075797,-0.862768609899,1.6978247785,-0.963496161257,8.0,3.0,87.0,1.0,7.3,0.0,2.0,67.0,0.0,0.818323096354,0.0,0.0160642570281,0.0104529616725,0.0295315682281,0.0625,0.0,5.5632183908,0.0274412876232,0.520294228254,0.369444444444,below average
T.J. Houshmandzadeh,-1.15787930049,-0.233963310237,-0.553497785295,1.58197991364,0.260524601074,0.427302777863,0.051832267067,-0.70568661254,1.03248472418,-0.481048000995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497328695787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131944444444,quality starter
T.Y. Hilton,7.00553211377,2.4397888719,1.33418720586,0.607904756512,-0.886745855648,-1.53983579929,0.0445340676629,-0.637855370906,0.649298105933,0.155595716665,131.0,82.0,1345.0,7.0,89.7,6.0,63.0,73.0,7.0,7.06358846981,1.0,0.167733674776,0.170833333333,0.23792676455,0.155555555556,2.07944154168,102.887732342,0.478088211036,50.0308608868,0.563888888889,quality starter
Tab Perry,-4.05059728105,0.534961552597,-1.00659432423,1.89679590652,-0.375667181273,1.16251490228,-0.547660192853,-0.134715618592,0.608799568642,1.13894347903,5.0,1.0,7.0,0.0,3.5,0.0,1.0,7.0,0.0,0.0726407447881,0.5,0.00869565217391,0.00268096514745,0.00174476570289,0.0,0.0,0.571428571429,0.0,0.0089430839182,0.166666666667,below average
Taco Wallace,-7.98025297904,-1.99224649086,3.91263067177,-0.0685377466773,0.195689015325,0.565687466059,0.416660252359,0.21709879523,-0.1485511602,-0.416285495721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497328695787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,below average
Tai Streets,-3.91306821752,-0.337477951719,-1.30130321402,2.29088903817,-0.951935482466,-1.14482259219,0.632200285323,-0.365986264791,-0.802047963072,-0.539982433169,52.0,28.0,345.0,1.0,21.6,0.0,20.0,52.0,3.0,-0.02,0.1875,0.0966542750929,0.0823529411765,0.0941593886463,0.030303030303,1.38629436112,67.852173913,0.0133048667264,6.10916330214,0.0847222222222,league_average
Tandon Doss,-6.17220891115,2.28001971337,1.92525695806,-1.16407341832,-0.855030235724,-0.338072426726,-0.571679540388,-0.0153911370474,-0.254609762528,0.54142522025,36.0,19.0,305.0,0.0,20.3,0.0,13.0,63.0,2.0,0.17,0.133333333333,0.0581583198708,0.0523415977961,0.0849582172702,0.0,1.09861228867,28.3573770492,0.0,2.60331665704,0.0444444444443,below average
Ted Ginn,2.81074551031,3.99312543212,-1.25471990485,0.110341555226,0.910899544732,1.08192584684,1.4579487311,0.521053856299,1.93692458676,5.2176427458,78.0,38.0,454.0,1.0,28.4,1.0,25.0,53.0,9.0,-0.16,0.75,0.143119266055,0.114803625378,0.143217665615,0.0666666666667,2.30258509299,5.07488986784,0.0292707067981,8.21596459514,0.729166666667,below average
Terrance Copper,-3.63692070437,1.80790693268,-0.716433833728,0.487853579463,-0.0810254388757,-1.22227517076,0.352023122235,-0.185328355995,-0.10252798377,0.975522713774,21.0,15.0,126.0,2.0,8.4,0.0,7.0,21.0,0.0,0.27,0.0666666666667,0.0322085889571,0.0340909090909,0.029207232267,0.0714285714286,0.0,26.6984126984,0.0627229431387,1.21132110801,0.111111111111,below average
Terrell Owens,11.4156370549,0.989780330003,4.63601595443,2.01743617287,6.40309052312,1.87558668307,2.04803448998,-1.09028416921,-1.70030926536,-2.51499913113,155.0,93.0,1412.0,16.0,88.3,6.0,70.0,60.0,10.0,4.38,1.0,0.288104089219,0.273529411765,0.385371179039,0.484848484848,2.3978952728,192.238668555,3.40604588195,131.03831892,0.97619047619,all_pro
Terrence Wilkins,3.41713535088,-1.88659073236,-2.47183674024,2.18967489582,2.4258728371,0.641139457299,-6.90229023025,5.8340332098,-9.18450716357,1.3151802517,56.0,34.0,332.0,0.0,30.2,0.0,18.0,28.0,3.0,0.24,0.363636363636,0.100538599641,0.0974212034384,0.0832288794184,0.0,1.38629436112,47.8192771084,0.0,5.82915035751,0.517045454545,below average
Terry Glenn,10.7492194965,-2.32372801787,2.35315081687,-0.889460314889,-4.78694291671,-0.402977593948,-1.86058713565,-2.23238965555,0.166866147019,-2.47641420886,24.0,14.0,204.0,1.0,51.0,1.0,11.0,23.0,1.0,0.38,0.25,0.04,0.0372340425532,0.0549568965517,0.0434782608696,0.69314718056,3.57352941176,0.01908959139,1.69996219884,0.72619047619,league_average
Tim Carter,-2.81265010681,0.567147395816,-1.79337914765,1.73673481316,-1.32711907941,-1.38431999695,-0.196571189165,0.424796729359,0.0589995786533,-0.737980589991,18.0,12.0,182.0,1.0,36.4,0.0,10.0,38.0,2.0,0.58,0.0,0.0378947368421,0.0446096654275,0.0645848119233,0.0833333333333,1.09861228867,4.94505494505,0.0365883834975,2.48904929094,0.0555555555557,below average
Tiquan Underwood,-6.31658317406,1.00178490603,1.10014178171,-0.1539309042,-0.98471730301,-0.0297782284548,0.218818872492,-0.47268813661,0.21653842634,-0.649830915815,6.0,3.0,30.0,0.0,5.0,0.0,2.0,13.0,1.0,0.444447860291,0.0,0.00829875518672,0.0062893081761,0.0050445602825,0.0,0.69314718056,2.13333333333,0.0,0.0633701424124,0.0,below average
Torrance Small,5.32073865725,-5.18254417269,-1.23427527532,-2.90324421155,0.440503750469,0.776182589343,0.0492332042607,-0.833962591605,0.074106340576,-0.150136634886,7.0,4.0,29.0,0.0,9.7,0.0,3.0,11.0,0.0,0.460628872367,0.0,0.0116666666667,0.0106382978723,0.0078125,0.0,0.0,1.68965517241,0.0,0.133250941683,0.666666666667,below average
Torrey Smith,7.47145460568,1.18080498379,-0.81266816511,-2.27893458162,-0.133926471358,-2.15778894761,-0.630637710751,2.48121638523,-0.266340142077,-0.76153882219,137.0,65.0,1128.0,4.0,70.5,2.0,49.0,74.0,7.0,1.39,1.0,0.221324717286,0.179063360882,0.314206128134,0.210526315789,2.07944154168,144.695035461,0.369735243764,43.2384893925,0.958333333333,quality starter
Torry Holt,9.25804326966,2.02643224579,0.404037156121,2.94532178243,3.37734280373,0.285324350655,0.352253852301,0.00727479396569,1.01620080479,0.264592449881,133.0,81.0,1363.0,7.0,85.2,3.0,58.0,51.0,5.0,3.43,0.875,0.202127659574,0.181208053691,0.25189428941,0.170731707317,1.79175946923,81.8459280998,0.52473096333,56.1477396367,0.916666666667,quality starter
Travis Benjamin,-1.51482104813,2.93256448412,-3.86193752011,-0.889542197208,1.36671161798,-3.86700408233,-0.249662011501,-1.17430674161,0.104110321378,2.11788721418,46.0,18.0,314.0,3.0,19.6,0.0,14.0,43.0,3.0,0.09,0.0,0.0916334661355,0.0656934306569,0.0906204906205,0.25,1.38629436112,8.61146496815,0.329295451478,6.17158827096,0.196428571429,quality starter
Travis McGriff,-4.99448791251,-1.18901396218,-1.25925068739,2.35915013602,-0.248441650098,-0.638000853173,-0.137704973491,0.0850370695453,0.453614413192,0.552749138611,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131889931529,0.0,0.00782778864971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,below average
Travis Taylor,1.28306681707,1.17298272159,-0.257751793398,0.206740030184,-0.308465656,-0.158252685539,0.0411177405263,-0.878816868424,-0.614142119122,-0.395958113224,118.0,61.0,869.0,6.0,54.3,1.0,40.0,64.0,8.0,1.02,0.9375,0.246346555324,0.232824427481,0.305233579206,0.3,2.19722457734,52.2082853855,0.790309083547,44.5465971084,0.87962962963,league_average
Troy Brown,4.70772784367,-0.310217157718,0.579538670803,0.0497746758164,0.408351863597,1.12454081374,-0.224772088783,0.505953926491,0.629190565313,1.26636447084,142.0,101.0,1199.0,5.0,74.9,3.0,59.0,60.0,3.0,2.79,0.8125,0.236666666667,0.268617021277,0.323006465517,0.217391304348,1.38629436112,212.698081735,0.477239784751,67.8881452553,0.608974358974,quality starter
Troy Edwards,2.53693994286,-3.24835129865,-1.08878185069,1.35879174191,1.15859759154,0.981384617615,0.177346680244,0.0597624515902,0.944415485686,0.257307510883,35.0,19.0,283.0,0.0,17.7,0.0,12.0,57.0,2.0,-0.18,0.0,0.0675675675676,0.0612903225806,0.0807648401826,0.0,1.09861228867,22.6148409894,0.0,2.8321692674,0.14880952381,below average
Troy Walters,-6.74169638782,-2.75446708894,1.30014111138,0.855930444822,0.470457574643,0.499527229858,0.995055151148,0.680035124149,0.260853896789,-0.849965598787,25.0,18.0,207.0,0.0,12.9,0.0,13.0,27.0,0.0,0.43,0.0625,0.040192926045,0.0443349753695,0.0495333811917,0.0,0.0,44.5217391304,0.0,2.13196106259,0.0208333333333,below average
Troy Williamson,0.755113432498,1.24104084104,-1.02300536649,0.238003452518,0.0974449119947,-0.0523050904262,0.773834794581,-0.580161196597,0.139726247456,-0.146690073688,39.0,18.0,240.0,1.0,21.8,0.0,9.0,60.0,4.0,-0.23,0.727272727273,0.0902777777778,0.0722891566265,0.0874316939891,0.0833333333333,1.60943791243,11.2666666667,0.0365883834975,3.05451202736,0.575757575758,below average
Tyrone Calico,-2.7697352404,-3.02384665042,-0.50197090489,1.36597153914,1.2328223866,1.16771487755,-0.949323936865,0.281409717537,0.687377690311,0.614776965931,42.0,22.0,191.0,0.0,15.9,0.0,11.0,18.0,2.0,-0.82,0.5,0.0707070707071,0.0614525139665,0.0530998053934,0.0,1.09861228867,24.2094240838,0.0,1.0309353296,0.214285714286,below average
Victor Cruz,12.038932734,-0.110419004997,3.27862065192,0.330098458942,0.381038175726,-1.20010571573,0.110653164508,0.456198132566,0.801723792425,0.743895494076,122.0,73.0,998.0,4.0,71.3,4.0,45.0,70.0,6.0,1.33,0.857142857143,0.215167548501,0.224615384615,0.278149386845,0.222222222222,1.94591014906,73.5881763527,0.39027609064,42.9752452055,0.764880952381,below average
Will Blackwell,-4.51099563817,-3.01137292616,-1.2160261363,1.49595548338,0.186288897054,1.48727952998,0.0386340312849,-0.406442631827,0.113480168892,-0.4666820959,1.0,1.0,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.522154093683,0.0,0.0019305019305,0.00322580645161,0.00228310502283,0.0,0.0,0.125,0.0,0.0224878912688,0.030303030303,below average
Willie Jackson,1.22219135393,-2.54965051004,-0.573689615008,-0.661188114058,0.490191572638,0.796928727943,-0.0104180295294,0.710990786821,0.0941233545079,1.20489113888,135.0,81.0,1046.0,5.0,65.4,3.0,54.0,63.0,8.0,1.74,1.0,0.240213523132,0.258785942492,0.297666476949,0.185185185185,2.19722457734,107.289674952,0.406537594417,53.0566540552,0.530555555556,below average
