,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,total_points,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,pct_team_tgts,pct_team_receptions,pct_of_team_passyards,pct_team_touchdowns,years_in_league,dropK,yacK,base,td_points,compilation
1129,Miles Austin,2012.0,28.0,UDFA,DAL,215.0,26.9,16.0,0.0,0.0,0.0,0.0,0.0,119.0,66.0,943.0,14.29,6.0,58.9,0.555,7.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,312.0,48.0,0.727,49.0,7.0,4.0,964.0,0.033,1.48,wr,,,4.47,40.5,123.0,4.14,7.09,,29.0,4729.0,658.0,434.0,376.0,22.0,2006.0,75.0,0.9375,2.0,33.0,0.18085106383,0.152073732719,0.199407908649,0.206896551724,6.0,1.60943791243,103.227995758,0.285820667544,0.545314807137,32.3992704044
1130,Miles Austin,2013.0,29.0,UDFA,DAL,215.0,26.9,11.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,244.0,10.17,0.0,22.2,0.49,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,116.0,14.0,0.583,20.0,0.0,4.0,238.0,-0.259,-0.51,wr,,,4.47,40.5,123.0,4.14,7.09,,33.0,3954.0,586.0,375.0,439.0,22.0,2006.0,75.0,0.727272727273,0.0,0.0,0.0836177474403,0.064,0.0617096611027,0.0,7.0,1.60943791243,55.1475409836,0.023114020722,0.0,2.3114020722
1131,Miles Austin,2015.0,31.0,UDFA,PHI,215.0,26.9,11.0,0.0,0.0,0.0,0.0,0.0,31.0,13.0,224.0,17.23,1.0,20.4,0.419,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,66.0,9.0,0.692,39.0,3.0,2.0,175.0,-0.168,-0.1,wr,,,4.47,40.5,123.0,4.14,7.09,,23.0,4087.0,623.0,405.0,377.0,22.0,2006.0,75.0,0.0909090909091,0.0,0.0,0.0497592295345,0.0320987654321,0.0548079275752,0.0434782608696,9.0,1.09861228867,19.4464285714,0.0119392444068,0.0190991901051,1.32761877142
1132,Mohamed Sanu,2012.0,23.0,3-83,CIN,215.0,27.6,9.0,5.0,15.0,3.0,0.0,1.7,25.0,16.0,154.0,9.63,4.0,17.1,0.64,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,78.0,10.0,0.625,34.0,1.0,0.0,238.0,0.138,0.52,wr,10.13,33.5,4.62,36.0,126.0,4.22,6.88,,28.0,3696.0,570.0,349.0,404.0,23.0,2012.0,74.0,0.333333333333,0.0,0.0,0.0438596491228,0.0458452722063,0.0416666666667,0.142857142857,0.0,0.0,39.5064935065,0.0168601527743,0.251017927095,3.44314076709
1133,Mohamed Sanu,2013.0,24.0,3-83,CIN,215.0,27.6,16.0,4.0,16.0,4.0,0.0,1.0,77.0,47.0,455.0,9.68,2.0,28.4,0.61,5.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,262.0,28.0,0.596,32.0,1.0,6.0,546.0,-0.1,0.17,wr,10.13,33.5,4.62,36.0,126.0,4.22,6.88,,34.0,4462.0,638.0,393.0,440.0,23.0,2012.0,74.0,0.875,3.0,77.0,0.120689655172,0.119592875318,0.101972209771,0.0588235294118,1.0,1.94591014906,150.865934066,0.108536238727,0.0516801614608,11.2153850029
1134,Mohamed Sanu,2014.0,25.0,3-83,CIN,215.0,27.6,16.0,7.0,51.0,7.29,0.0,3.2,98.0,56.0,790.0,14.11,5.0,49.4,0.571,8.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,338.0,37.0,0.661,76.0,8.0,9.0,780.0,0.001,0.99,wr,10.13,33.5,4.62,36.0,126.0,4.22,6.88,,20.0,3565.0,538.0,341.0,375.0,23.0,2012.0,74.0,0.8125,1.0,13.0,0.182156133829,0.1642228739,0.22159887798,0.25,2.0,2.30258509299,144.612658228,0.292550800336,0.549101715521,33.0987920423
1135,Mohamed Sanu,2015.0,26.0,3-83,CIN,215.0,27.6,16.0,10.0,71.0,7.1,2.0,4.4,49.0,33.0,394.0,11.94,0.0,24.6,0.673,8.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,210.0,17.0,0.515,52.0,3.0,0.0,319.0,-0.083,0.16,wr,10.13,33.5,4.62,36.0,126.0,4.22,6.88,,32.0,4111.0,546.0,357.0,435.0,23.0,2012.0,74.0,0.25,0.0,0.0,0.0897435897436,0.0924369747899,0.0958404281197,0.0,3.0,0.0,111.92893401,0.0730442714527,0.0,7.30442714527
1136,Muhsin Muhammad,2001.0,28.0,2-43,CAR,217.0,27.9,11.0,0.0,0.0,0.0,0.0,0.0,93.0,50.0,585.0,11.7,1.0,53.2,0.538,6.29,2.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,211.0,26.0,0.52,43.0,4.0,7.0,459.0,-0.243,-0.83,wr,,,0.0,,,,,,12.0,2882.0,579.0,314.0,253.0,26.0,1999.0,74.0,1.0,0.0,0.0,0.160621761658,0.15923566879,0.202984038862,0.0833333333333,2.0,2.07944154168,76.1042735043,0.108553442319,0.0366067810347,11.1115916991
1137,Muhsin Muhammad,2002.0,29.0,2-43,CAR,217.0,27.9,14.0,3.0,40.0,13.33,0.0,2.9,108.0,63.0,823.0,13.06,3.0,58.8,0.583,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,159.0,40.0,0.635,42.0,10.0,5.0,895.0,0.005,1.17,wr,,,0.0,,,,,,15.0,2694.0,464.0,255.0,258.0,26.0,1999.0,74.0,1.0,2.0,31.0,0.23275862069,0.247058823529,0.305493689681,0.2,3.0,1.79175946923,30.7181044957,0.415473329287,0.26356882345,43.3923146929
1138,Muhsin Muhammad,2008.0,35.0,2-43,CAR,217.0,27.9,16.0,0.0,0.0,0.0,0.0,0.0,107.0,65.0,923.0,14.2,5.0,57.7,0.607,8.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,329.0,46.0,0.708,60.0,9.0,8.0,934.0,0.063,1.62,wr,,,0.0,,,,,,16.0,3348.0,448.0,263.0,427.0,26.0,1999.0,74.0,0.9375,1.0,14.0,0.238839285714,0.247148288973,0.2756869773,0.3125,9.0,2.19722457734,117.270855905,0.587751398976,0.686377144401,63.5797799084
1139,Muhsin Muhammad,2009.0,36.0,2-43,CAR,217.0,27.9,14.0,0.0,0.0,0.0,0.0,0.0,89.0,53.0,581.0,10.96,1.0,41.5,0.596,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,142.0,32.0,0.604,27.0,1.0,4.0,637.0,-0.062,0.45,wr,,,0.0,,,,,,16.0,2799.0,465.0,264.0,315.0,26.0,1999.0,74.0,0.928571428571,0.0,0.0,0.191397849462,0.200757575758,0.207574133619,0.0625,10.0,1.60943791243,34.7056798623,0.219543577487,0.027455085776,22.1465433491
1140,Muhsin Muhammad,2005.0,32.0,2-43,CHI,217.0,27.9,15.0,0.0,0.0,0.0,0.0,0.0,136.0,64.0,750.0,11.72,4.0,50.0,0.471,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,178.0,37.0,0.578,33.0,3.0,11.0,830.0,-0.174,-0.53,wr,,,0.0,,,,,,12.0,2187.0,459.0,236.0,281.0,26.0,1999.0,74.0,1.0,6.0,100.0,0.296296296296,0.271186440678,0.342935528121,0.333333333333,6.0,2.48490664979,42.2453333333,0.337035204212,0.585708496555,37.803479897
1141,Muhsin Muhammad,2006.0,33.0,2-43,CHI,217.0,27.9,16.0,0.0,0.0,0.0,0.0,0.0,117.0,60.0,863.0,14.38,5.0,53.9,0.513,7.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,188.0,45.0,0.75,40.0,7.0,3.0,884.0,-0.026,0.92,wr,,,0.0,,,,,,27.0,3830.0,606.0,334.0,510.0,26.0,1999.0,74.0,1.0,2.0,30.0,0.193069306931,0.179640718563,0.225326370757,0.185185185185,7.0,1.38629436112,40.9548088065,0.26212441182,0.406742011496,29.0596352625
1142,Muhsin Muhammad,2007.0,34.0,2-43,CHI,217.0,27.9,16.0,0.0,0.0,0.0,0.0,0.0,81.0,40.0,570.0,14.25,3.0,35.6,0.494,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,189.0,28.0,0.7,44.0,4.0,5.0,572.0,-0.07,0.36,wr,,,0.0,,,,,,18.0,3362.0,569.0,327.0,334.0,26.0,1999.0,74.0,1.0,1.0,15.0,0.142355008787,0.122324159021,0.169541939322,0.166666666667,8.0,1.79175946923,62.6684210526,0.125904537306,0.219640686209,14.127938534
1143,Na Brown,1999.0,22.0,4-130,PHI,196.0,26.6,12.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,188.0,10.44,1.0,15.7,0.5,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,53.0,9.0,0.5,27.0,2.0,0.0,186.0,-0.237,-0.31,wr,,,4.56,40.5,110.0,,,,18.0,2084.0,474.0,235.0,272.0,22.0,1999.0,72.0,0.416666666667,1.0,36.0,0.0759493670886,0.0765957446809,0.0902111324376,0.0555555555556,0.0,0.0,14.9414893617,0.0210298061675,0.0244045206898,2.27381226158
1144,Na Brown,2000.0,23.0,4-130,PHI,196.0,26.6,14.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,80.0,8.89,1.0,5.7,0.474,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,22.0,6.0,0.667,18.0,0.0,0.0,104.0,-0.159,-0.04,wr,,,4.56,40.5,110.0,,,,24.0,3415.0,649.0,375.0,382.0,22.0,1999.0,72.0,0.142857142857,0.0,0.0,0.0292758089368,0.024,0.0234260614934,0.0416666666667,1.0,0.0,6.05,0.00253279099527,0.0183033905174,0.381402833148
1145,Na Brown,2001.0,24.0,4-130,PHI,196.0,26.6,16.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,95.0,13.57,0.0,5.9,0.412,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,44.0,6.0,0.857,18.0,0.0,4.0,80.0,-0.292,-0.23,wr,,,4.56,40.5,110.0,,,,32.0,3726.0,617.0,360.0,431.0,22.0,1999.0,72.0,0.125,0.0,0.0,0.0275526742301,0.0194444444444,0.0254965110038,0.0,2.0,1.60943791243,20.3789473684,0.00293109675468,0.0,0.293109675468
1146,Naaman Roosevelt,2010.0,23.0,UDFA,BUF,189.0,25.6,6.0,1.0,3.0,3.0,0.0,0.5,17.0,9.0,139.0,15.44,0.0,23.2,0.529,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,40.0,7.0,0.778,30.0,1.0,0.0,140.0,0.02,0.2,wr,,,0.0,,,,,,24.0,3158.0,519.0,296.0,283.0,23.0,2010.0,72.0,0.166666666667,0.0,0.0,0.0327552986513,0.0304054054054,0.0440151994934,0.0,0.0,0.0,11.5107913669,0.00921493659282,0.0,0.921493659282
1147,Naaman Roosevelt,2011.0,24.0,UDFA,BUF,189.0,25.6,10.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,257.0,16.06,1.0,25.7,0.615,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,128.0,11.0,0.688,60.0,3.0,1.0,212.0,0.034,0.32,wr,,,0.0,,,,,,24.0,3703.0,578.0,356.0,372.0,23.0,2010.0,72.0,0.0,0.0,0.0,0.0449826989619,0.0449438202247,0.0694031866055,0.0416666666667,1.0,0.69314718056,63.7509727626,0.0254177943666,0.0183033905174,2.66990317028
1148,Nate Burleson,2010.0,29.0,3-71,DET,192.0,26.0,14.0,7.0,81.0,11.57,0.0,5.8,86.0,55.0,625.0,11.36,6.0,44.6,0.64,7.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,318.0,32.0,0.582,58.0,6.0,5.0,647.0,-0.044,0.57,wr,,,4.51,42.5,126.0,4.16,6.96,,26.0,3810.0,633.0,383.0,362.0,22.0,2003.0,72.0,1.0,0.0,0.0,0.135860979463,0.143603133159,0.164041994751,0.230769230769,7.0,1.79175946923,161.7984,0.154563597976,0.608235746422,19.7140100226
1149,Nate Burleson,2011.0,30.0,3-71,DET,192.0,26.0,16.0,11.0,85.0,7.73,0.0,5.3,110.0,73.0,757.0,10.37,3.0,47.3,0.664,6.88,1.0,1.0,3.0,0.0,0.0,0.0,0.0,wr,0.0,425.0,36.0,0.493,47.0,6.0,10.0,788.0,-0.057,0.6,wr,,,4.51,42.5,126.0,4.16,6.96,,44.0,5194.0,709.0,451.0,502.0,22.0,2003.0,72.0,0.6875,1.0,19.0,0.15514809591,0.161862527716,0.145745090489,0.0681818181818,8.0,2.3978952728,238.606340819,0.193194561708,0.0898530079943,19.9484272268
1150,Nate Burleson,2012.0,31.0,3-71,DET,192.0,26.0,6.0,8.0,48.0,6.0,0.0,8.0,43.0,27.0,240.0,8.89,2.0,40.0,0.628,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,87.0,14.0,0.519,26.0,1.0,1.0,270.0,-0.14,-0.05,wr,,,4.51,42.5,126.0,4.16,6.96,,22.0,4927.0,740.0,445.0,372.0,22.0,2003.0,72.0,0.833333333333,0.0,0.0,0.0581081081081,0.0606741573034,0.0487111832758,0.0909090909091,9.0,0.69314718056,31.5375,0.0166653423219,0.0798693404394,2.22561961527
1151,Nate Burleson,2003.0,22.0,3-71,MIN,192.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,57.0,29.0,455.0,15.69,2.0,28.4,0.509,7.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,202.0,17.0,0.586,52.0,4.0,0.0,375.0,-0.106,0.09,wr,,,4.51,42.5,126.0,4.16,6.96,,32.0,3951.0,520.0,333.0,416.0,22.0,2003.0,72.0,0.5625,0.0,0.0,0.109615384615,0.0870870870871,0.115160718805,0.0625,0.0,0.0,89.6791208791,0.0805991874595,0.0549101715521,8.44428994682
1152,Nate Burleson,2006.0,25.0,3-71,SEA,192.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,37.0,18.0,192.0,10.67,2.0,12.0,0.486,5.19,2.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,39.0,9.0,0.5,36.0,1.0,4.0,208.0,-0.163,-0.1,wr,,,4.51,42.5,126.0,4.16,6.96,,29.0,3473.0,581.0,328.0,380.0,22.0,2003.0,72.0,0.4375,0.0,0.0,0.0636833046472,0.0548780487805,0.0552836164699,0.0689655172414,3.0,1.60943791243,7.921875,0.0125342072983,0.0605905341264,1.67755446871
1153,Nate Burleson,2007.0,26.0,3-71,SEA,192.0,26.0,16.0,2.0,4.0,2.0,0.0,0.3,96.0,50.0,694.0,13.88,9.0,43.4,0.521,7.23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,215.0,37.0,0.74,45.0,5.0,4.0,775.0,-0.001,0.97,wr,,,4.51,42.5,126.0,4.16,6.96,,32.0,4363.0,655.0,410.0,448.0,22.0,2003.0,72.0,0.75,3.0,58.0,0.146564885496,0.121951219512,0.159064863626,0.28125,4.0,1.60943791243,66.6066282421,0.163893280693,1.11193097393,24.1728448868
1154,Nate Burleson,2008.0,27.0,3-71,SEA,192.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,60.0,12.0,1.0,60.0,0.556,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,5.0,4.0,0.8,20.0,0.0,1.0,93.0,0.169,0.22,wr,,,4.51,42.5,126.0,4.16,6.96,,18.0,2617.0,474.0,262.0,294.0,22.0,2003.0,72.0,1.0,1.0,14.0,0.0189873417722,0.0190839694656,0.0229270156668,0.0555555555556,5.0,0.69314718056,0.416666666667,0.00350864994337,0.0244045206898,0.521696639165
1155,Nate Burleson,2009.0,28.0,3-71,SEA,192.0,26.0,13.0,2.0,4.0,2.0,0.0,0.3,103.0,63.0,812.0,12.89,3.0,62.5,0.612,7.88,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,290.0,42.0,0.667,44.0,5.0,4.0,832.0,0.012,1.13,wr,,,4.51,42.5,126.0,4.16,6.96,,20.0,3503.0,609.0,372.0,280.0,22.0,2003.0,72.0,0.923076923077,2.0,19.0,0.169129720854,0.16935483871,0.23180131316,0.15,6.0,1.60943791243,103.571428571,0.254329778884,0.197676617587,26.8167142115
1156,Nate Poole,2002.0,25.0,UDFA,ARI,204.0,26.2,5.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,108.0,8.31,1.0,21.6,0.591,4.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,27.0,7.0,0.538,15.0,0.0,3.0,121.0,-0.172,-0.07,wr,,,4.79,32.5,112.0,4.22,7.26,,18.0,2740.0,548.0,291.0,262.0,25.0,2002.0,74.0,0.2,0.0,0.0,0.0401459854015,0.0446735395189,0.0394160583942,0.0555555555556,0.0,1.38629436112,6.75,0.00598537133043,0.0244045206898,0.769368777872
1157,Nate Poole,2003.0,26.0,UDFA,ARI,204.0,26.2,15.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,177.0,13.62,1.0,11.8,0.684,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,19.0,11.0,0.846,37.0,2.0,1.0,224.0,0.321,0.68,wr,,,4.79,32.5,112.0,4.22,7.26,,18.0,2959.0,534.0,303.0,225.0,25.0,2002.0,74.0,0.0666666666667,0.0,0.0,0.0355805243446,0.042904290429,0.0598175059142,0.0555555555556,1.0,0.69314718056,2.0395480226,0.0195401874955,0.0244045206898,2.12485039437
1158,Nate Poole,2004.0,27.0,UDFA,ARI,204.0,26.2,9.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,70.0,14.0,0.0,7.8,0.455,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,21.0,2.0,0.4,24.0,0.0,1.0,45.0,-0.281,-0.12,wr,,,4.79,32.5,112.0,4.22,7.26,,14.0,2882.0,533.0,299.0,284.0,25.0,2002.0,74.0,0.111111111111,0.0,0.0,0.0206378986867,0.0167224080268,0.0242886884108,0.0,2.0,0.69314718056,6.3,0.00130934988323,0.0,0.130934988323
1159,Nate Washington,2015.0,32.0,UDFA,HOU,185.0,24.4,14.0,0.0,0.0,0.0,0.0,0.0,94.0,47.0,658.0,14.0,4.0,47.0,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,162.0,33.0,0.702,49.0,6.0,6.0,605.0,-0.132,-0.04,wr,,,0.0,,,,,,29.0,3945.0,653.0,373.0,339.0,22.0,2005.0,73.0,1.0,1.0,10.0,0.143950995406,0.12600536193,0.166793409379,0.137931034483,10.0,1.94591014906,39.8844984802,0.116394504751,0.242362136506,13.3359854306
1160,Nate Washington,2006.0,23.0,UDFA,PIT,185.0,24.4,16.0,3.0,8.0,2.67,0.0,0.5,69.0,35.0,624.0,17.83,4.0,39.0,0.507,9.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,123.0,28.0,0.8,49.0,7.0,4.0,638.0,0.168,1.51,wr,,,0.0,,,,,,23.0,3733.0,523.0,312.0,353.0,22.0,2005.0,73.0,0.125,0.0,0.0,0.131931166348,0.112179487179,0.167157781945,0.173913043478,1.0,1.60943791243,24.2451923077,0.170759612163,0.305587041681,19.215070508
1161,Nate Washington,2007.0,24.0,UDFA,PIT,185.0,24.4,16.0,1.0,0.0,0.0,0.0,0.0,55.0,29.0,450.0,15.52,5.0,28.1,0.527,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,82.0,21.0,0.724,40.0,5.0,2.0,526.0,0.156,1.21,wr,,,0.0,,,,,,36.0,3368.0,484.0,311.0,422.0,22.0,2005.0,73.0,0.25,1.0,47.0,0.113636363636,0.0932475884244,0.133610451306,0.138888888889,2.0,1.09861228867,14.9422222222,0.121214250359,0.305056508623,14.2568205963
1162,Nate Washington,2008.0,25.0,UDFA,PIT,185.0,24.4,16.0,5.0,18.0,3.6,0.0,1.1,78.0,40.0,631.0,15.78,3.0,39.4,0.513,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,148.0,25.0,0.625,65.0,4.0,4.0,593.0,-0.003,0.74,wr,,,0.0,,,,,,22.0,3944.0,597.0,358.0,432.0,22.0,2005.0,73.0,0.0625,0.0,0.0,0.130653266332,0.111731843575,0.159989858012,0.136363636364,3.0,1.60943791243,34.7131537242,0.115653315394,0.179706015989,12.8232736513
1163,Nate Washington,2009.0,26.0,UDFA,TEN,185.0,24.4,16.0,2.0,15.0,7.5,0.0,0.9,95.0,47.0,569.0,12.11,6.0,35.6,0.495,5.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,98.0,34.0,0.723,35.0,5.0,7.0,623.0,-0.099,0.2,wr,,,0.0,,,,,,16.0,3031.0,476.0,271.0,354.0,22.0,2005.0,73.0,0.9375,0.0,0.0,0.199579831933,0.173431734317,0.187726822831,0.375,4.0,2.07944154168,16.8787346221,0.190366144186,0.988383087937,25.9552960342
1164,Nate Washington,2011.0,28.0,UDFA,TEN,185.0,24.4,16.0,2.0,5.0,2.5,1.0,0.3,121.0,74.0,1023.0,13.82,7.0,63.9,0.612,8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,365.0,47.0,0.635,57.0,10.0,3.0,981.0,0.052,1.63,wr,,,0.0,,,,,,22.0,3923.0,584.0,353.0,325.0,22.0,2005.0,73.0,0.9375,0.0,0.0,0.207191780822,0.209631728045,0.260769819016,0.318181818182,6.0,1.38629436112,130.22971652,0.404061310816,1.11817076615,48.2333264446
1165,Nate Washington,2012.0,29.0,UDFA,TEN,185.0,24.4,16.0,0.0,0.0,0.0,0.0,0.0,89.0,46.0,746.0,16.22,4.0,46.6,0.517,8.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,262.0,31.0,0.674,71.0,10.0,5.0,653.0,-0.031,0.65,wr,,,0.0,,,,,,17.0,3323.0,540.0,318.0,330.0,22.0,2005.0,73.0,0.875,1.0,7.0,0.164814814815,0.14465408805,0.224495937406,0.235294117647,7.0,1.79175946923,92.0160857909,0.213333427681,0.413441291686,24.2274318099
1166,Nate Washington,2013.0,30.0,UDFA,TEN,185.0,24.4,16.0,0.0,0.0,0.0,0.0,0.0,105.0,58.0,919.0,15.84,3.0,57.4,0.552,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,243.0,43.0,0.741,77.0,11.0,0.0,895.0,0.074,1.62,wr,,,0.0,,,,,,22.0,3496.0,533.0,328.0,362.0,22.0,2005.0,73.0,0.9375,0.0,0.0,0.196998123827,0.176829268293,0.262871853547,0.136363636364,8.0,0.0,64.2535364527,0.370676634336,0.179706015989,38.3256055455
1167,Nate Washington,2014.0,31.0,UDFA,TEN,185.0,24.4,16.0,0.0,0.0,0.0,0.0,0.0,72.0,40.0,647.0,16.18,2.0,40.4,0.556,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,155.0,26.0,0.65,80.0,5.0,5.0,585.0,0.053,0.97,wr,,,0.0,,,,,,20.0,3412.0,513.0,299.0,254.0,22.0,2005.0,73.0,0.6875,0.0,0.0,0.140350877193,0.133779264214,0.189624853458,0.1,9.0,1.79175946923,37.1329211747,0.169558043399,0.0878562744833,17.5707982613
1168,Nelson Agholor,2015.0,22.0,1-20,PHI,190.0,25.1,13.0,0.0,0.0,0.0,0.0,0.0,44.0,23.0,283.0,12.3,1.0,21.8,0.523,6.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,95.0,11.0,0.478,53.0,2.0,4.0,244.0,-0.213,-0.31,wr,9.25,32.25,4.42,,,,,,23.0,4087.0,623.0,405.0,377.0,22.0,2015.0,73.0,0.923076923077,2.0,24.0,0.0706260032103,0.0567901234568,0.0692439442134,0.0434782608696,0.0,1.60943791243,31.890459364,0.0223663815916,0.0190991901051,2.3703324899
1169,Nick Toon,2013.0,25.0,4-122,NO,215.0,27.6,8.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,68.0,17.0,0.0,8.5,0.333,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,10.0,2.0,0.5,35.0,1.0,2.0,35.0,-0.399,-0.23,wr,9.0,32.5,4.49,37.5,,,,,41.0,5468.0,724.0,490.0,455.0,24.0,2012.0,74.0,0.375,0.0,0.0,0.0165745856354,0.00816326530612,0.0124359912217,0.0,1.0,1.09861228867,1.47058823529,0.0004640270792,0.0,0.04640270792
1170,Nick Toon,2014.0,26.0,4-122,NO,215.0,27.6,8.0,1.0,4.0,4.0,0.0,0.5,23.0,17.0,215.0,12.65,1.0,26.9,0.739,9.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,49.0,13.0,0.765,24.0,0.0,1.0,227.0,0.157,0.52,wr,9.0,32.5,4.49,37.5,,,,,33.0,4764.0,659.0,456.0,401.0,24.0,2012.0,74.0,0.25,0.0,0.0,0.0349013657056,0.0372807017544,0.0451301427372,0.030303030303,2.0,0.69314718056,11.1674418605,0.017170576627,0.0133115567399,1.81023855988
1171,Oronde Gadsden,1999.0,28.0,UDFA,MIA,215.0,27.6,16.0,0.0,0.0,0.0,0.0,0.0,89.0,48.0,803.0,16.73,6.0,50.2,0.539,9.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,3.0,313.0,37.0,0.771,62.0,10.0,6.0,824.0,0.126,1.75,wr,,,0.0,,,,,,22.0,3786.0,660.0,362.0,353.0,28.0,1999.0,74.0,0.4375,0.0,0.0,0.134848484848,0.132596685083,0.212097200211,0.272727272727,0.0,1.94591014906,122.00373599,0.197346210599,0.718824063954,24.7663895075
1172,Oronde Gadsden,2000.0,29.0,UDFA,MIA,215.0,27.6,16.0,0.0,0.0,0.0,0.0,0.0,93.0,56.0,786.0,14.04,6.0,49.1,0.602,8.45,0.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,1.0,177.0,36.0,0.643,61.0,8.0,5.0,901.0,0.164,2.11,wr,,,0.0,,,,,,16.0,2907.0,492.0,280.0,346.0,28.0,1999.0,74.0,1.0,2.0,35.0,0.189024390244,0.2,0.270381836945,0.375,1.0,1.79175946923,39.858778626,0.352952276502,0.988383087937,42.2139092657
1173,Oronde Gadsden,2001.0,30.0,UDFA,MIA,215.0,27.6,14.0,0.0,0.0,0.0,0.0,0.0,93.0,55.0,674.0,12.25,3.0,48.1,0.591,7.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,175.0,34.0,0.618,61.0,5.0,1.0,675.0,-0.06,0.49,wr,,,0.0,,,,,,20.0,3262.0,481.0,290.0,347.0,28.0,1999.0,74.0,1.0,0.0,0.0,0.193347193347,0.189655172414,0.206621704476,0.15,2.0,0.69314718056,45.4376854599,0.252195805605,0.197676617587,26.6033168837
