name,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,compilation_3,categories
Kenny Britt,11.3271613313,1.11875816097,1.98201268329,4.7880423243,3.91347106263,2.77426784509,1.26319500919,0.0700238436897,-0.83689673549,0.43610885498,-0.894162896903,0.696902265781,-1.18910813292,0.811814435445,1.59958168881,0.0189911680012,0.0990910491764,0.334220190885,-0.334027387507,-2.41533499499,0.778467003308,-1.24954451986,0.150186996488,-1.34149483922,-0.225356507019,-0.371208200342,-1.01413716279,-1.55343606638,0.347620235558,1.41497419194,-0.530288364394,1.13258048259,0.111624684682,2.01194080504,-0.168862948344,-0.696838031052,-0.366466942957,-1.47063050007,0.935001557167,-1.52785685364,1.09685682137,-0.39809631444,-1.28968553505,-0.587143822636,0.807663424372,-0.112615220148,13.8340486522,league_average
Kenny Clark,-5.83000105313,-0.344433647542,-1.52816577264,-0.914070493338,0.587603841462,-1.24483689715,-0.649792833848,1.27666565906,0.508444189611,1.37271536449,-0.0379560533954,0.282555297487,-0.109767214687,-0.27049977201,0.297278316322,0.632667187199,0.0497793945782,0.00521851792366,-0.391653926186,0.170297011151,0.211516932235,-0.24597783198,-0.246020503389,-0.127411006837,-0.0954188422824,0.18684908501,-0.396913012733,0.0563592709647,0.152621444237,0.217227833203,-0.159623297893,0.223036091105,-0.100953466701,0.184069476417,0.120404914628,-0.466357502096,-0.0496010030035,0.223217169699,-0.212372527772,0.121422710989,0.256292875321,-0.15272780865,0.0290642210403,-0.36749845072,-0.378261848927,0.0388093859139,0.0,below average
Kenny McKinley,-5.58328348738,3.24201756391,1.14875728758,0.368627400633,-0.459308255813,0.808356844952,-2.50922812488,1.93605208056,0.335362495093,1.00576997762,-0.0163459388975,-0.187355219507,0.158300517676,-0.150393494834,0.36535120829,0.559518696479,0.0306640644265,-0.0748707387535,-0.375825305811,0.108329760818,0.307692492957,0.433949269744,-0.109620605429,-0.309360033533,0.205124889993,0.0680762501631,0.00118188618819,-0.0521654929111,-0.046651557054,0.28619157925,-0.28232073081,0.19747659373,-0.131707616638,0.0936881091954,0.0819765455519,-0.0790302144368,0.061949970784,0.0223489706163,0.138863098092,0.233945637916,0.214178019177,0.493349249892,0.248799731028,0.185311123821,-0.241233979009,-0.598543102171,0.0,below average
Kenny Moore,-4.97137303847,1.0568437436,0.61104401319,1.00906557576,-0.598574805634,-0.317590443278,-1.85437980992,-0.325295054867,0.225527158303,0.0309982971497,-0.647791452907,-0.85774961658,1.37280240517,-0.0504033156744,0.737855641406,-0.136774588217,-0.55628131059,0.0921580420992,0.0511575082325,0.109637296776,0.125027329645,0.421167100512,-0.110378145348,-0.116954831233,-0.216550334461,-0.360354763122,0.0915238967527,0.0795055142701,0.241726883314,0.0589788365557,-0.359225167725,-0.0848515714247,-0.610939042874,0.225051230658,0.032247075771,-0.0247219953961,-0.547828631554,-0.00384071578993,0.643458346765,0.653700795533,-0.105131865535,0.456090903173,-0.0816805178048,0.258367409976,0.333165540166,0.421226061091,0.0,below average
Kenny Shedd,-5.43275092445,-1.0066529669,1.01311635322,-6.28083205873,0.199164985783,-0.92580738744,-2.59193108072,0.553741704868,0.0513324309692,1.86363191712,0.564512084737,0.215278581401,-0.768588714715,-0.155669552453,-0.292193662104,0.84634771288,1.49599594614,0.510115476032,0.228957023499,-0.173950656121,-0.221836250409,-0.647305074535,-0.268002920731,-0.34978324364,-0.497046086825,0.0774377247313,-0.678743682893,-0.0429993707883,-0.182707756115,-0.0915135308379,-0.219547435414,0.409387461548,-0.133701228926,-0.314531923189,-0.130616131917,1.02657129967,0.168689372245,-0.321963203372,-0.82506887986,-1.19416526698,-0.247931245664,-0.409318594547,0.2085992245,0.897048793563,0.917498139906,-0.257133673459,0.0,below average
Kerry Meier,-5.9210176024,1.0719491324,-1.27411232641,1.91541983906,0.679186788577,-0.691500843084,-2.92347029712,-0.262542099075,0.730668804567,2.24086044216,0.510520576207,1.15088786002,-0.219808739514,0.196305017721,-0.382683809964,0.0195799900701,0.45126232417,-0.0829437889719,0.102111585931,0.136803577401,0.159602108553,0.0371042143005,-0.317028695041,-0.235011476526,-0.0522728239812,0.135060176558,-0.44993273375,0.0152063683299,0.0876003544251,-0.191631561244,-0.169243187166,0.663682986514,-0.204315457308,-0.0638193305842,-0.364189626052,0.934539592653,-0.18075527806,-0.183697167466,-0.620144690128,-1.10123210861,-0.201399734575,-0.164757406452,0.365422762162,0.808255577461,0.717866841919,-0.033994030003,0.0,below average
Kerry Reed,-5.75416617246,1.91751602908,-0.242482125658,0.348582348111,0.196450396873,0.137011109282,-1.69340540634,1.88147845859,0.512020523253,1.05894166588,0.368564099772,0.1506156889,-0.380634740058,-0.233987224027,0.230848139528,0.402825858449,0.0873468398443,-0.00864217973735,-0.278072966623,0.280545483154,0.314133569708,0.171646551368,-0.234669082902,-0.159428430076,0.0570402882138,0.144649184836,-0.160081791608,0.0296715080219,0.116266743747,0.317731702123,-0.200188901188,0.225424267275,-0.124460056206,0.18327984864,0.113082838102,-0.401991496631,-0.0280258107598,0.153489766015,-0.0592002248254,0.270562715848,0.242897213176,0.0112780798694,0.021421607039,-0.304129020321,-0.341671713868,-0.067090337766,0.0,below average
Keshawn Martin,0.889498879247,4.39920128623,3.19721091532,2.40972251427,-0.191577980032,1.11645498597,0.682530592325,-1.98099086752,-1.58198130606,1.84090771609,-1.66577392596,0.867236341754,1.43455553389,0.955723727116,-0.588080298288,-0.794009671575,0.59410621418,0.193343067861,0.703151054823,-1.48792351901,-0.973037203449,-1.30162868443,-0.245850305628,-0.487278013874,-0.461980577754,0.322656205955,-0.160763551282,0.995267276095,-0.0133363323022,-1.07932441603,0.113414454966,1.04867537671,0.530177070643,-0.34703204705,-1.12947516333,0.460013299622,-1.47420156233,1.87275484317,1.19168813708,-0.118445960402,-0.366296631703,1.18156618752,1.0628550834,-0.285927354292,-0.217568930741,-0.283693277891,2.96684500272,below average
Kevin Cone,-4.22961313037,3.928922504,-1.32273364684,0.964527744426,-0.544680188447,1.07725748559,-1.75519486446,-0.0869929121469,0.612555617761,1.01420494836,0.612929767982,3.28688767582,-1.15111356238,-0.879141762086,2.68986371894,-1.81525953086,-0.259037478363,0.150643107908,0.721263365244,-3.1088310878,-0.567564899233,0.653607471151,-0.509188153738,1.96351847753,-2.75325126362,-0.378396109374,-0.536810917275,1.10046882115,0.90151819788,-0.839032465845,-0.279061394072,-0.363148643653,0.23688287436,1.0328510105,0.0649952314476,0.812981170769,-1.1215558338,-0.375788631419,0.366341049989,0.845109830191,-0.807526986223,0.872739620295,-1.89253481129,-1.16170840573,-0.18939792533,-0.0514465929896,0.0,below average
Kevin Curtis,6.36840372585,5.51264452967,-3.12803859849,-4.30190906586,-1.18476108219,-1.24960392698,1.06372910863,-2.88925594178,-0.0439619139243,1.89109701375,1.03479021796,-0.794742958979,-1.35087635096,-0.239378272566,0.103844677108,0.989268231061,-1.59278141183,0.793513437486,-2.06637869486,1.75073707966,-0.94770813912,-1.24369823289,-0.162318807226,0.59720233205,-0.160401460182,-2.49398622499,-0.605766077259,-1.44386807199,1.61586849226,0.395680712458,-1.21222482749,-1.46898761195,0.454019572136,1.26298368371,-1.25766482625,0.680092022287,0.429276524001,1.14945671168,0.489509987318,3.37084518811,1.43720148115,-1.11266823119,1.87124903359,-0.85908871482,-0.526659995983,0.769217867445,13.3548149853,league_average
