,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,total_points,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,pct_team_tgts,pct_team_receptions,pct_of_team_passyards,pct_team_touchdowns,years_in_league
0,Rob Moore,1999.0,31.0,1-1,ARI,203.0,25.4,14.0,0.0,0.0,0.0,0.0,0.0,96.0,37.0,621.0,16.78,5.0,44.4,0.385,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,-0.15,-0.18,wr,,,0,,,,,,11.0,2803.0,558.0,287.0,245.0,31.0,1999.0,75.0,0.714285714286,6.0,88.0,0.172043010753,0.128919860627,0.221548341063,0.454545454545,0.0
1,David Boston,1999.0,21.0,1-8,ARI,240.0,30.8,16.0,5.0,0.0,0.0,0.0,0.0,81.0,40.0,473.0,11.83,2.0,29.6,0.494,5.84,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,-0.243,-0.73,wr,,,4.47,37.0,116.0,4.09,7.2,,11.0,2803.0,558.0,287.0,245.0,21.0,1999.0,74.0,0.5,1.0,24.0,0.145161290323,0.1393728223,0.168747770246,0.181818181818,0.0
2,Mac Cody,1999.0,27.0,UDFA,ARI,182.0,25.4,13.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,60.0,10.0,1.0,4.6,0.545,5.45,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.06,0.17,wr,,,0,,,,,,11.0,2803.0,558.0,287.0,245.0,27.0,1999.0,71.0,0.0,1.0,20.0,0.0197132616487,0.0209059233449,0.0214056368177,0.0909090909091,0.0
3,Frank Sanders,1999.0,26.0,2-47,ARI,215.0,27.6,16.0,0.0,0.0,0.0,0.0,0.0,153.0,79.0,954.0,12.08,1.0,59.6,0.516,6.24,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,-0.17,-0.52,wr,,,0,,,,,,11.0,2803.0,558.0,287.0,245.0,26.0,1999.0,74.0,1.0,1.0,4.0,0.274193548387,0.275261324042,0.340349625401,0.0909090909091,0.0
4,Mac Cody,2000.0,28.0,UDFA,ARI,182.0,25.4,15.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,212.0,12.47,0.0,14.1,0.63,7.85,4.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.095,0.47,wr,,,0,,,,,,16.0,3250.0,554.0,316.0,210.0,27.0,1999.0,71.0,0.0666666666667,0.0,0.0,0.0487364620939,0.0537974683544,0.0652307692308,0.0,1.0
5,Frank Sanders,2000.0,27.0,2-47,ARI,215.0,27.6,16.0,0.0,0.0,0.0,0.0,0.0,116.0,54.0,749.0,13.87,6.0,46.8,0.466,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,-0.062,0.6,wr,,,0,,,,,,16.0,3250.0,554.0,316.0,210.0,26.0,1999.0,74.0,1.0,3.0,63.0,0.209386281588,0.170886075949,0.230461538462,0.375,1.0
6,MarTay Jenkins,2001.0,26.0,6-193,ARI,201.0,27.3,13.0,3.0,4.0,1.33,0.0,0.3,54.0,32.0,518.0,16.19,3.0,39.8,0.593,9.59,5.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,0.248,1.6,wr,,,4.51,39.5,118.0,4.18,7.3,,18.0,3449.0,526.0,304.0,295.0,24.0,1999.0,72.0,0.230769230769,2.0,26.0,0.102661596958,0.105263157895,0.150188460423,0.166666666667,2.0
7,Frank Sanders,2001.0,28.0,2-47,ARI,215.0,27.6,15.0,0.0,0.0,0.0,0.0,0.0,76.0,41.0,618.0,15.07,2.0,41.2,0.539,8.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,-0.017,0.64,wr,,,0,,,,,,18.0,3449.0,526.0,304.0,295.0,26.0,1999.0,74.0,0.866666666667,0.0,0.0,0.144486692015,0.134868421053,0.179182371702,0.111111111111,2.0
8,Arnold Jackson,2001.0,24.0,UDFA,ARI,168.0,25.5,16.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,44.0,4.89,0.0,2.8,0.6,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,-0.545,-0.5,wr,,,0,,,,,,18.0,3449.0,526.0,304.0,295.0,24.0,2001.0,68.0,0.125,0.0,0.0,0.0285171102662,0.0296052631579,0.0127573209626,0.0,0.0
9,Jason McAddley,2002.0,23.0,5-149,ARI,200.0,25.7,9.0,0.0,0.0,0.0,0.0,0.0,69.0,25.0,362.0,14.48,1.0,40.2,0.362,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,-0.301,-0.97,wr,,,4.47,36.5,123.0,4.09,6.83,,18.0,2740.0,548.0,291.0,262.0,23.0,2002.0,74.0,0.888888888889,3.0,29.0,0.125912408759,0.085910652921,0.132116788321,0.0555555555556,0.0
10,MarTay Jenkins,2002.0,27.0,6-193,ARI,201.0,27.3,8.0,3.0,6.0,2.0,0.0,0.8,43.0,21.0,250.0,11.9,1.0,31.3,0.488,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,-0.161,-0.11,wr,,,4.51,39.5,118.0,4.18,7.3,,18.0,2740.0,548.0,291.0,262.0,24.0,1999.0,72.0,0.125,0.0,0.0,0.0784671532847,0.0721649484536,0.0912408759124,0.0555555555556,3.0
11,Frank Sanders,2002.0,29.0,2-47,ARI,215.0,27.6,12.0,3.0,2.0,0.67,0.0,0.2,58.0,34.0,400.0,11.76,2.0,33.3,0.586,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.013,0.67,wr,,,0,,,,,,18.0,2740.0,548.0,291.0,262.0,26.0,1999.0,74.0,1.0,1.0,16.0,0.105839416058,0.116838487973,0.14598540146,0.111111111111,3.0
12,David Boston,2002.0,24.0,1-8,ARI,240.0,30.8,8.0,2.0,29.0,14.5,0.0,3.6,75.0,32.0,512.0,16.0,1.0,64.0,0.427,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,-0.101,0.16,wr,,,4.47,37.0,116.0,4.09,7.2,,18.0,2740.0,548.0,291.0,262.0,21.0,1999.0,74.0,1.0,2.0,30.0,0.136861313869,0.109965635739,0.186861313869,0.0555555555556,3.0
13,Nate Poole,2002.0,25.0,UDFA,ARI,204.0,26.2,5.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,108.0,8.31,1.0,21.6,0.591,4.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,-0.172,-0.07,wr,,,4.79,32.5,112.0,4.22,7.26,,18.0,2740.0,548.0,291.0,262.0,25.0,2002.0,74.0,0.2,0.0,0.0,0.0401459854015,0.0446735395189,0.0394160583942,0.0555555555556,0.0
14,Bryant Johnson,2003.0,22.0,1-17,ARI,214.0,27.5,15.0,0.0,0.0,0.0,0.0,0.0,77.0,35.0,438.0,12.51,1.0,29.2,0.455,5.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,-0.197,-0.43,wr,,,0,,,,,,18.0,2959.0,534.0,303.0,225.0,22.0,2003.0,74.0,0.533333333333,4.0,92.0,0.144194756554,0.115511551155,0.148022980737,0.0555555555556,0.0
15,Bryan Gilmore,2003.0,25.0,UDFA,ARI,200.0,27.1,14.0,1.0,0.0,0.0,0.0,0.0,45.0,17.0,208.0,12.24,2.0,14.9,0.378,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,-0.211,-0.31,wr,,,0,,,,,,18.0,2959.0,534.0,303.0,225.0,22.0,2000.0,72.0,0.714285714286,2.0,13.0,0.0842696629213,0.0561056105611,0.0702940182494,0.111111111111,3.0
16,Jason McAddley,2003.0,24.0,5-149,ARI,200.0,25.7,2.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,53.0,13.25,0.0,26.5,0.333,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-0.395,-0.26,wr,,,4.47,36.5,123.0,4.09,6.83,,18.0,2959.0,534.0,303.0,225.0,23.0,2002.0,74.0,0.0,0.0,0.0,0.0224719101124,0.013201320132,0.0179114565732,0.0,1.0
17,Nate Poole,2003.0,26.0,UDFA,ARI,204.0,26.2,15.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,177.0,13.62,1.0,11.8,0.684,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.321,0.68,wr,,,4.79,32.5,112.0,4.22,7.26,,18.0,2959.0,534.0,303.0,225.0,25.0,2002.0,74.0,0.0666666666667,0.0,0.0,0.0355805243446,0.042904290429,0.0598175059142,0.0555555555556,1.0
18,Karl Williams,2004.0,33.0,UDFA,ARI,177.0,24.7,15.0,2.0,6.0,3.0,0.0,0.4,30.0,18.0,197.0,10.94,0.0,13.1,0.6,6.57,4.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,-0.148,-0.05,wr,,,0,,,,,,14.0,2882.0,533.0,299.0,284.0,28.0,1999.0,71.0,0.133333333333,0.0,0.0,0.0562851782364,0.0602006688963,0.0683553088133,0.0,5.0
19,Nate Poole,2004.0,27.0,UDFA,ARI,204.0,26.2,9.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,70.0,14.0,0.0,7.8,0.455,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-0.281,-0.12,wr,,,4.79,32.5,112.0,4.22,7.26,,14.0,2882.0,533.0,299.0,284.0,25.0,2002.0,74.0,0.111111111111,0.0,0.0,0.0206378986867,0.0167224080268,0.0242886884108,0.0,2.0
20,Anquan Boldin,2004.0,24.0,2-54,ARI,218.0,28.8,10.0,1.0,3.0,3.0,0.0,0.3,104.0,56.0,623.0,11.13,1.0,62.3,0.538,5.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,-0.242,-0.94,wr,,,4.72,33.5,114.0,4.33,7.35,,14.0,2882.0,533.0,299.0,284.0,23.0,2003.0,73.0,0.9,2.0,28.0,0.19512195122,0.1872909699,0.216169326856,0.0714285714286,1.0
21,Larry Fitzgerald,2004.0,21.0,1-3,ARI,225.0,28.1,16.0,8.0,14.0,1.75,0.0,0.9,115.0,58.0,780.0,13.45,8.0,48.8,0.504,6.78,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,-0.187,-0.56,wr,,,0,,,,,,14.0,2882.0,533.0,299.0,284.0,21.0,2004.0,75.0,1.0,0.0,0.0,0.215759849906,0.19397993311,0.270645385149,0.571428571429,0.0
22,Charles Lee,2005.0,28.0,7-242,ARI,227.0,28.4,6.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,152.0,13.82,0.0,25.3,0.611,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.055,0.25,wr,,,4.56,35.5,125.0,4.25,7.3,,21.0,4437.0,670.0,419.0,311.0,23.0,2000.0,75.0,0.0,0.0,0.0,0.0268656716418,0.0262529832936,0.0342573811134,0.0,5.0
23,Bryant Johnson,2005.0,24.0,1-17,ARI,214.0,27.5,14.0,1.0,0.0,0.0,0.0,0.0,72.0,40.0,432.0,10.8,1.0,30.9,0.556,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,-0.206,-0.46,wr,,,0,,,,,,21.0,4437.0,670.0,419.0,311.0,22.0,2003.0,74.0,0.285714285714,2.0,16.0,0.107462686567,0.0954653937947,0.0973630831643,0.047619047619,2.0
24,Reggie Newhouse,2005.0,24.0,UDFA,ARI,191.0,25.2,3.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,45.0,11.25,0.0,15.0,0.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-0.521,-0.28,wr,,,0,,,,,,21.0,4437.0,670.0,419.0,311.0,23.0,2004.0,73.0,0.333333333333,0.0,0.0,0.0149253731343,0.00954653937947,0.0101419878296,0.0,1.0
25,LeRon McCoy,2005.0,23.0,7-226,ARI,205.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,191.0,10.61,1.0,19.1,0.6,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,-0.087,0.09,wr,,,0,,,,,,21.0,4437.0,670.0,419.0,311.0,23.0,2005.0,73.0,0.4,0.0,0.0,0.044776119403,0.0429594272076,0.043047103899,0.047619047619,0.0
26,Troy Walters,2006.0,30.0,5-165,ARI,172.0,26.9,15.0,0.0,0.0,0.0,0.0,0.0,35.0,23.0,209.0,9.09,2.0,13.9,0.657,5.97,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.033,0.43,wr,,,4.55,32.5,106.0,3.84,6.61,,17.0,3662.0,545.0,322.0,314.0,24.0,2000.0,67.0,0.2,0.0,0.0,0.0642201834862,0.0714285714286,0.0570726379028,0.117647058824,6.0
27,Steve Breaston,2007.0,24.0,5-142,ARI,175.0,23.1,16.0,2.0,8.0,4.0,0.0,0.5,14.0,8.0,92.0,11.5,0.0,5.8,0.571,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,-0.199,-0.08,wr,,,4.46,33.0,124.0,4.29,6.9,,32.0,4065.0,590.0,356.0,404.0,24.0,2007.0,73.0,0.0,0.0,0.0,0.0237288135593,0.0224719101124,0.0226322263223,0.0,0.0
28,Anquan Boldin,2007.0,27.0,2-54,ARI,218.0,28.8,12.0,1.0,14.0,14.0,0.0,1.2,99.0,71.0,853.0,12.01,9.0,71.1,0.717,8.62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.155,2.22,wr,,,4.72,33.5,114.0,4.33,7.35,,32.0,4065.0,590.0,356.0,404.0,23.0,2003.0,73.0,0.916666666667,0.0,0.0,0.167796610169,0.199438202247,0.209840098401,0.28125,4.0
29,Sean Morey,2007.0,31.0,7-241,ARI,200.0,27.9,15.0,1.0,13.0,13.0,0.0,0.9,17.0,8.0,131.0,16.38,0.0,8.7,0.471,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,-0.25,-0.15,wr,,,0,,,,,,32.0,4065.0,590.0,356.0,404.0,23.0,1999.0,71.0,0.0,0.0,0.0,0.028813559322,0.0224719101124,0.0322263222632,0.0,8.0
30,Jerheme Urban,2007.0,27.0,UDFA,ARI,212.0,26.5,10.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,329.0,14.95,2.0,32.9,0.579,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.221,1.0,wr,,,0,,,,,,32.0,4065.0,590.0,356.0,404.0,24.0,2004.0,75.0,0.2,0.0,0.0,0.064406779661,0.061797752809,0.0809348093481,0.0625,3.0
31,Bryant Johnson,2007.0,26.0,1-17,ARI,214.0,27.5,16.0,0.0,0.0,0.0,0.0,0.0,88.0,46.0,528.0,11.48,2.0,33.0,0.523,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,-0.107,0.14,wr,,,0,,,,,,32.0,4065.0,590.0,356.0,404.0,22.0,2003.0,74.0,0.5,1.0,15.0,0.149152542373,0.129213483146,0.129889298893,0.0625,4.0
32,Jerheme Urban,2008.0,28.0,UDFA,ARI,212.0,26.5,16.0,0.0,0.0,0.0,0.0,0.0,51.0,34.0,448.0,13.18,4.0,28.0,0.667,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.093,0.91,wr,,,0,,,,,,42.0,5801.0,765.0,510.0,545.0,24.0,2004.0,75.0,0.125,0.0,0.0,0.0666666666667,0.0666666666667,0.0772280641269,0.0952380952381,4.0
33,Early Doucet,2008.0,23.0,3-81,ARI,211.0,28.6,7.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,90.0,6.43,0.0,12.9,0.824,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,-0.045,0.11,wr,,,0,,,,,,42.0,5801.0,765.0,510.0,545.0,23.0,2008.0,72.0,0.0,0.0,0.0,0.0222222222222,0.0274509803922,0.0155145664541,0.0,0.0
34,Early Doucet,2009.0,24.0,3-81,ARI,211.0,28.6,9.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,214.0,12.59,1.0,23.8,0.708,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.176,0.58,wr,,,0,,,,,,32.0,4649.0,663.0,445.0,440.0,23.0,2008.0,72.0,0.0,0.0,0.0,0.0361990950226,0.038202247191,0.0460314046031,0.03125,1.0
35,Jerheme Urban,2009.0,29.0,UDFA,ARI,212.0,26.5,10.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,186.0,10.33,0.0,18.6,0.621,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,-0.144,-0.04,wr,,,0,,,,,,32.0,4649.0,663.0,445.0,440.0,24.0,2004.0,75.0,0.0,0.0,0.0,0.0437405731523,0.0404494382022,0.0400086040009,0.0,5.0
36,Steve Breaston,2009.0,26.0,5-142,ARI,175.0,23.1,15.0,2.0,44.0,22.0,0.0,2.9,82.0,55.0,712.0,12.95,3.0,47.5,0.671,8.68,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.133,1.66,wr,,,4.46,33.0,124.0,4.29,6.9,,32.0,4649.0,663.0,445.0,440.0,24.0,2007.0,73.0,0.4,1.0,25.0,0.123680241327,0.123595505618,0.153151215315,0.09375,2.0
37,Anquan Boldin,2009.0,29.0,2-54,ARI,218.0,28.8,15.0,3.0,12.0,4.0,1.0,0.8,127.0,84.0,1024.0,12.19,4.0,68.3,0.661,8.06,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,-0.002,1.24,wr,,,4.72,33.5,114.0,4.33,7.35,,32.0,4649.0,663.0,445.0,440.0,23.0,2003.0,73.0,1.0,1.0,8.0,0.191553544495,0.188764044944,0.220262422026,0.125,6.0
38,Max Komar,2010.0,23.0,UDFA,ARI,202.0,28.2,8.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,117.0,9.75,0.0,14.6,0.545,5.32,3.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,-0.383,-0.44,wr,,,0,,,,,,10.0,2921.0,561.0,285.0,289.0,23.0,2010.0,71.0,0.0,1.0,4.0,0.0392156862745,0.0421052631579,0.0400547757617,0.0,0.0
39,Early Doucet,2010.0,25.0,3-81,ARI,211.0,28.6,10.0,2.0,5.0,2.5,0.0,0.5,59.0,26.0,291.0,11.19,1.0,29.1,0.441,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-0.405,-1.24,wr,,,0,,,,,,10.0,2921.0,561.0,285.0,289.0,23.0,2008.0,72.0,0.5,1.0,9.0,0.105169340463,0.0912280701754,0.0996234166381,0.1,2.0
40,Stephen Williams,2010.0,24.0,UDFA,ARI,199.0,23.6,11.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,101.0,11.22,0.0,9.2,0.391,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,-0.266,-0.27,wr,9.13,33.25,4.50,36.5,125.0,4.11,6.81,,10.0,2921.0,561.0,285.0,289.0,24.0,2010.0,77.0,0.272727272727,2.0,54.0,0.0409982174688,0.0315789473684,0.0345771995892,0.0,0.0
41,Steve Breaston,2010.0,27.0,5-142,ARI,175.0,23.1,13.0,3.0,35.0,11.67,0.0,2.7,87.0,47.0,718.0,15.28,1.0,55.2,0.54,8.25,0.0,2.0,0.0,1.0,1.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,-0.002,0.81,wr,,,4.46,33.0,124.0,4.29,6.9,,10.0,2921.0,561.0,285.0,289.0,24.0,2007.0,73.0,0.846153846154,0.0,0.0,0.155080213904,0.164912280702,0.245806230743,0.1,3.0
42,Andre Roberts,2010.0,22.0,3-88,ARI,192.0,26.8,15.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,307.0,12.79,2.0,20.5,0.49,6.27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,-0.39,-0.99,wr,,,4.40,36.0,120.0,4.15,6.77,,10.0,2921.0,561.0,285.0,289.0,22.0,2010.0,71.0,0.133333333333,0.0,0.0,0.0873440285205,0.0842105263158,0.105100992811,0.2,0.0
43,Andre Roberts,2011.0,23.0,3-88,ARI,192.0,26.8,16.0,3.0,27.0,9.0,0.0,1.7,98.0,51.0,586.0,11.49,2.0,36.6,0.52,5.98,1.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,-0.155,-0.22,wr,,,4.40,36.0,120.0,4.15,6.77,,21.0,3567.0,550.0,307.0,312.0,22.0,2010.0,71.0,1.0,3.0,33.0,0.178181818182,0.166123778502,0.164283711803,0.0952380952381,1.0
44,Early Doucet,2011.0,26.0,3-81,ARI,211.0,28.6,16.0,0.0,0.0,0.0,0.0,0.0,97.0,54.0,689.0,12.76,5.0,43.1,0.557,7.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,-0.111,0.12,wr,,,0,,,,,,21.0,3567.0,550.0,307.0,312.0,23.0,2008.0,72.0,0.375,0.0,0.0,0.176363636364,0.175895765472,0.193159517802,0.238095238095,3.0
45,Early Doucet,2012.0,27.0,3-81,ARI,211.0,28.6,12.0,2.0,9.0,4.5,0.0,0.8,53.0,28.0,207.0,7.39,0.0,17.3,0.528,3.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,-0.387,-1.02,wr,,,0,,,,,,11.0,3005.0,608.0,337.0,250.0,23.0,2008.0,72.0,0.25,0.0,0.0,0.0871710526316,0.0830860534125,0.0688851913478,0.0,4.0
46,Michael Floyd,2012.0,23.0,1-13,ARI,220.0,27.5,16.0,0.0,0.0,0.0,0.0,0.0,86.0,45.0,562.0,12.49,2.0,35.1,0.523,6.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,-0.103,0.15,wr,9.38,32.88,4.40,36.5,122.0,,,,11.0,3005.0,608.0,337.0,250.0,23.0,2012.0,75.0,0.1875,0.0,0.0,0.141447368421,0.13353115727,0.187021630616,0.181818181818,0.0
47,Larry Fitzgerald,2012.0,29.0,1-3,ARI,225.0,28.1,16.0,0.0,0.0,0.0,0.0,0.0,156.0,71.0,798.0,11.24,4.0,49.9,0.455,5.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,-0.238,-1.37,wr,,,0,,,,,,11.0,3005.0,608.0,337.0,250.0,21.0,2004.0,75.0,1.0,4.0,65.0,0.256578947368,0.210682492582,0.265557404326,0.363636363636,8.0
48,Andre Roberts,2012.0,24.0,3-88,ARI,192.0,26.8,15.0,4.0,29.0,7.25,0.0,1.9,114.0,64.0,759.0,11.86,5.0,50.6,0.561,6.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,-0.065,0.55,wr,,,4.40,36.0,120.0,4.15,6.77,,11.0,3005.0,608.0,337.0,250.0,22.0,2010.0,71.0,1.0,1.0,9.0,0.1875,0.189910979228,0.252579034942,0.454545454545,2.0
49,Andre Roberts,2013.0,25.0,3-88,ARI,192.0,26.8,16.0,0.0,0.0,0.0,0.0,0.0,76.0,43.0,471.0,10.95,2.0,29.4,0.566,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,-0.153,-0.15,wr,,,4.40,36.0,120.0,4.15,6.77,,24.0,4002.0,574.0,363.0,379.0,22.0,2010.0,71.0,0.125,2.0,44.0,0.132404181185,0.118457300275,0.117691154423,0.0833333333333,3.0
50,Jaron Brown,2013.0,23.0,UDFA,ARI,205.0,26.3,16.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,140.0,12.73,1.0,8.8,0.647,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.025,0.2,wr,,,0,,,,,,24.0,4002.0,574.0,363.0,379.0,23.0,2013.0,74.0,0.0,0.0,0.0,0.0296167247387,0.030303030303,0.0349825087456,0.0416666666667,0.0
51,Ted Ginn,2014.0,29.0,1-9,ARI,178.0,24.8,16.0,3.0,6.0,2.0,0.0,0.4,26.0,14.0,190.0,13.57,0.0,11.9,0.538,7.31,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,-0.155,-0.06,wr,,,0,,,,,,22.0,3859.0,596.0,336.0,326.0,22.0,2007.0,71.0,0.0,1.0,15.0,0.0436241610738,0.0416666666667,0.0492355532521,0.0,7.0
